0.0508052-0.0627618j 0.108631-0.122243j -0.109744+0.0162021j 0.0817474-0.0154645j 0.0230082-0.0179296j -0.00594785-0.00489992j 0.0637861+0.014183j -0.0318859+0.0335519j 0.0973639+0.00600446j 0.00111838-0.0185592j 0.0168144-0.00644037j 0.00181752-0.00404509j -0.0242288+0.0341219j -0.0378172-0.0248311j 0.0296158+0.0107924j 0.00498097-0.0256985j 0.00890297+0.0104707j 0.02949+0.00121204j -0.0362145-0.0206847j -0.0206725+0.00286397j 0.00725135+0.0135882j 0.00947658+0.0189315j -0.00726895+0.00633086j 0.0246736-0.0184128j 0.000483032-0.00273244j 0.00664785+0.00531059j -0.00656125+0.00095204j 0.0129027-0.0124532j -0.00460036+0.00892005j 0.00703303-0.0072781j -0.00106004-0.00549624j 0.00796058-0.00796533j -0.0166664+0.000541594j -0.00151455-0.00147594j 0.00305721+0.00366278j -0.0160396-0.000737973j 0.0184765-0.0211785j -0.0165336+0.00549608j 0.00215325+0.0014298j -0.0143141+0.0190434j 0.0208478-0.0146614j 0.000514353-0.0132822j -0.00317739-0.0116069j -0.0087513+0.0133372j -0.00367888-0.015118j -0.0024662-0.00586313j 0.00352657+0.00508736j 0.00083311+0.00982561j 0.00134969+0.00479842j 0.00429098-0.00368454j 0.0017796-0.00977596j -0.00908496+0.010818j -0.00161228+0.0153814j 0.000844998-0.00562817j -0.0267295+0.0145432j 0.0178034-0.00864391j -0.002957-0.0072506j 0.0220759-0.0121327j -0.0198282+0.00945445j 0.01798-0.00614973j 0.00175728-0.00127271j -0.0047948-0.00225167j 0.00982236-0.00801366j 0.00529703-0.021521j 4.58438e-05-0.00741539j 0.00971039-0.00292761j -0.00802284-0.00611077j 0.0179632-0.00279265j -0.00982253+0.00591124j -0.00415238+0.000934114j -0.00473291-0.0117429j 0.021197-0.00903969j 0.00358619-0.0367944j -0.0107925-0.0281018j -0.00963101+0.0148255j -0.00126051-0.0307017j 0.0234057-0.00059449j -0.0262065+0.0261172j -0.00714472+0.00718329j 0.0111307-0.00230081j -0.034143+0.00187957j -0.010639+0.0333667j 0.0211326-0.0252115j 0.0488936+0.0548916j -0.0117909+0.0127174j -0.0188019-0.0136515j -0.0781143+0.0181993j -0.0498717-0.00598356j -0.0314954+0.109407j 0.0299783-0.0840796j 0.0280091-0.00991698j -0.124901+0.375433j 0.338369+0.0453692j -0.0778961+0.0312707j 0.105574+0.192321j 
0.0117668-0.00703978j -0.0563083+0.0535931j 0.00120561+0.11431j -0.180513-0.0783135j 0.184279+0.0765825j -0.0677581+0.140833j 0.0468962+0.0187099j -0.0237766-0.0946097j 0.0242983+0.046026j -0.033592-0.153572j 0.0569358+0.0411994j -0.0273523+0.0674314j 0.0236498+0.0146292j -0.0165258+0.0804101j -0.049738-0.0188408j 0.0454132+0.050605j 0.0651262-0.00502825j 0.062227+0.0643515j 0.00926125-0.038044j -0.00847198-0.0703215j -0.0127338-0.0414559j 0.0216596-0.0200484j 0.00780784+0.0401152j 0.0863439-0.0554156j 0.164967+0.118381j -0.0247176+0.0189958j -0.0477528+0.00135236j -0.0249489+0.0252827j -0.0801346+0.065956j 0.0626618-0.0971788j 0.0241727+0.0473805j -0.0494906+0.00554271j -0.0223821+0.0404093j -0.000256062+0.00554299j -0.00910721-0.0400354j -0.01316-0.0299282j 0.0856385-0.0374018j -0.00504491+0.0170356j -0.0316526-0.00116196j -0.0291781-0.00804096j 0.021879+0.00549436j -0.00196043+0.00371468j 0.0390673+0.0554868j -0.0207779+0.00532183j -0.0396+0.0683346j 0.0194395-0.0070488j -0.0373754+0.0304879j 0.020206+0.0559397j 0.025543+0.00271587j 0.00559351-0.0383024j 0.0455272-0.0246863j -0.0205277-0.0518559j -0.010825-0.00902868j 0.00279511+0.0188593j 0.0229438+0.00717787j -0.0315192+0.0375736j 0.00502791+0.0412452j 0.0318087-0.053131j 0.021018-0.018092j -0.002238-0.0424494j 0.0225451-0.0258319j -0.0258832+0.00985535j -0.0491756+0.0187637j 0.00794967-0.0366074j 0.0293158-0.0202745j -0.0156068+0.00234324j 0.0105231-0.001039j 0.00309919-0.0261488j 0.0266533+0.0128949j 0.00214495+0.00176728j -0.0369712-0.0169996j -0.027802+0.00105922j -0.0016149-0.0313624j 0.0114348-0.00421866j 0.00130982+0.0254333j -0.0131051-0.0311307j -0.0151705-0.00871121j 0.0376988+0.0114319j -0.0155092-0.00833796j -0.0242511-0.016206j -0.00650301+0.0215754j -0.0386795-0.0239645j -0.00397439-0.0356322j 0.00096171+0.00205219j 0.000519064+0.0375744j 0.0208978+0.0235891j -0.0263523+0.00378643j 0.0232648-0.00651336j 0.00118541-0.0379833j 0.0586218-0.0555692j -0.0466445+0.050098j -0.00497114+0.00422185j 0.0176507-0.0132709j 0.0268067-0.00574873j 0.00383323+2.74691e-05j 
-0.0876341+0.0835721j 0.0159283-0.0420336j -0.063693-0.0843416j 0.0323397-0.164578j 0.0942587+0.0673054j -0.221199+0.157383j 0.0522098-0.0171748j -0.0322552+0.112212j 0.0264949-0.00316453j -0.113968-0.0697259j 0.0662062+0.107515j -0.0085206+0.00390009j -0.0102203+0.0329274j 0.0232165-0.0751626j -0.0409958-0.0549622j -0.0643964-0.0520953j 0.143006+0.0259091j 0.0434562+0.0390267j 0.141355-0.100435j -0.127515-0.018319j -0.0215197-0.0619077j -0.0541698+0.00893537j 0.0465119-0.046674j -0.163725-0.0336006j 0.0615426-0.113294j -0.0191071-0.0537434j 0.00682445+0.107875j 0.0487789+0.0503149j -0.0238046-0.0331069j -0.0348271-0.0107105j 0.00316622-0.0533101j 0.0254504+0.0578331j 0.0154701-0.00793269j -0.0318058+0.0174274j -0.0135856-0.00709986j 0.0477576+0.063605j -0.000511386+0.0123451j 0.00100736+0.0205207j 0.0295389+0.0693383j 0.00497652+0.00727212j 0.0116883-0.00518072j 0.0604638+0.0308806j 0.040127+0.0487105j 0.0409307+0.0250908j 0.024167-0.022661j -0.00382759-0.0182544j 0.0205506+0.0166194j 0.0252956-0.0103366j 0.0220291+0.00636985j 0.00971471-0.00108344j 0.0295299+0.0272758j -0.0594534-0.0238859j 0.00315689+0.0452658j 0.0057666-0.0167449j -0.0493948-0.0104557j 0.00768732-0.0104627j 0.0102125+0.041563j -0.049361+0.00970773j 0.0110681+0.00256034j -0.0104371+0.0317467j 0.0245644+0.00917491j 0.0337175+0.00274324j -0.0174452+0.0219898j 0.029287+0.00392554j -0.00642133-0.0578645j 0.0142775-0.011801j 0.0101064+0.0199164j -0.00454102+0.00449642j -0.0247781-0.0182172j -0.050009-0.0283757j -0.0205114-0.0124256j 0.0382855+0.00340594j 2.35531e-05-0.0182719j 0.00557551+0.0651123j 0.0525554-0.00293912j 0.056745-0.004977j -0.0373863+0.0178254j 0.0227435-0.00535694j -0.0354281-0.0303749j -0.0370391-0.0238515j 0.0395189+0.010793j 0.0209113-0.0104318j -0.0465836-0.0340614j 0.00851187+0.0312464j -0.0561963+0.0176163j 0.0554138-0.000345543j 0.0436018-0.0362496j 0.0208644-0.00913414j 0.0295561-0.00217097j 0.0228293-0.0321132j 0.0456331-0.0428372j 0.0245574-0.010537j 0.0620149+0.0267144j -0.0398839+0.0114811j 0.0389473+0.00819993j 
-0.0115631-0.00509166j 0.0415448-0.00821979j -0.00105924+0.0549719j 0.0177077-0.122235j 0.0931329-0.185414j 0.117711+0.0117499j 0.0165306-0.0030352j -0.0182259+0.0340131j -0.0112483-0.00191719j -0.110531-0.0728515j -0.00539976+0.18762j 0.0344425-0.0902795j 0.00526501+0.089611j 0.0896937-0.125755j -0.0600658+0.0528491j 0.0473679+0.0693152j 0.0752074-0.0212228j 0.00211586+0.0970467j -0.107882+0.00812055j 0.00500412-0.0242919j -0.00147748+0.00675109j -0.0738372+0.0447631j 0.103467+0.105758j 0.0874848+0.015697j 0.0709846-0.0430419j 0.0926762+0.0383454j -0.036527-0.0234994j -0.0432217-0.0742056j -0.0502264-0.0405275j 0.0180865+0.0168984j 0.0274602+0.0329404j 0.0442645+0.0182232j -0.0119083+0.0718581j 0.0365972+0.069206j -0.0237829-0.0535778j 0.00602371+0.00448486j 0.0221878-0.00327898j -0.00203902+0.000918145j -0.00291315-0.0240756j 0.00485836+0.0330361j 0.0197317-0.0348293j 0.0173867+0.0103561j -0.000957684-0.0219053j -0.0196874+0.00888511j 0.0159454+0.000805401j -0.022528-0.0427601j -0.0269211-0.00271644j -0.0168655-0.0376608j 0.00138784+0.000961811j 0.0193343+0.0467794j 0.0440862+0.0216785j 0.0357452+0.00691485j -0.0357136+0.0344767j 0.0170038+0.0242116j 0.0347916-0.00975776j -0.0189976-0.0147874j -0.0211295-0.0142556j -0.00651933+0.0128167j -0.00400351+0.0106953j -0.00263014-0.00714814j -0.00810904-0.0815524j 0.00697179+0.0349724j -0.0166309+0.00828924j -0.00278608+0.0232889j -0.0200359-0.0168511j -0.016478+0.00228096j 0.030144+0.01011j 0.0332474-0.0215541j 0.0210909+0.0115413j -0.0550434-0.0272781j -0.0346237+0.0295815j -0.0399996-0.0279269j -0.0811372-0.0127933j -0.0675409+0.000754324j -0.00510452-0.0436797j 0.0311167+0.0454288j 0.0547746-0.00230923j 0.0107459+0.0127727j -0.0326865-0.000641794j 0.0240934+0.0429519j -0.00509563+0.0156625j 0.00330936+0.0721722j 0.0619528+0.0757135j -0.0318879-0.0391359j -0.0480464-0.0406249j 0.0252306+0.0125595j -0.00723238-0.0322543j -0.0149457+0.00704938j 0.0361419+0.0562355j -0.00206659-0.0449135j 0.0146067-0.00269598j -0.0292779+0.0487845j 0.0247038+0.0451713j -0.0102276+0.013059j -0.0172375+0.000593546j 
-0.0994497-0.0490098j 0.0684954-0.146181j -0.0633707-0.0891481j 0.117043-0.171658j -0.0436617+0.113512j -0.0170112-0.0792933j -0.0339467+0.0493578j -0.0100513+0.0771296j 0.0694386+0.0224748j 0.017698+0.0375299j 0.0120888-0.190899j -0.0537493+0.0170956j 0.0718698-0.00165444j 0.0758869-0.0738734j 0.00295168-0.00854579j -0.0377002-0.0011334j -0.149953-0.0466692j -0.0977856-0.108623j 0.0756311-0.130384j -0.0106786-0.0383643j -0.0489984-0.077087j -0.0236095+0.0342791j -0.0171846+0.0535241j 0.114043+0.0950223j 0.0841549+0.0119131j 0.104994-0.0128336j 0.00410849-0.0797063j 0.0903739-0.00220993j -0.00418555-0.0507423j -0.00300851-0.00697261j -0.0651078-0.033864j 0.0078978-0.0364153j 0.014042+0.0237459j -0.0271962+0.0656276j 0.0524574+0.00226634j 0.0446646-0.0423173j -0.0229164-0.00388212j -0.000954416+0.0360134j -0.00300276-0.0457774j 0.0166794+0.0125999j 0.0172243+0.0229158j 0.00867925+0.0592612j 0.0411725+0.0459248j -0.0440698+0.0319495j -0.0153366+0.00572609j 0.0188673-0.0207549j -0.0157402+0.0250881j -0.0106075+0.00963912j -0.000499234+0.041517j -0.0133479+0.00138446j -0.0207574-0.0200073j 0.0122879-0.0470048j -0.0539504+0.0298325j 0.017367-0.0364902j -0.0172979-0.02107j -0.0280313-0.00337499j -0.0124485-0.0585093j -0.0178402+0.0156197j 0.0323972+0.0240297j -0.0171609-0.0361075j -0.0120353-0.0133064j 0.00148145-0.00310967j 0.00560359+0.0110971j -0.0107118+0.0481561j -0.0183821-0.033422j -0.0130692-0.00330659j -0.0102631+0.000198055j 0.0618709-0.0250027j 0.00607534+0.0528624j -0.00327984-0.0466373j 0.0017929+0.0161496j 0.0359224+0.0159883j 0.0205727+0.0650877j -0.0135915+0.0275787j -0.00662813+0.0382424j 0.0129328+0.0581115j -0.00656693+0.00689274j -0.0161771+0.04888j 0.0400433+0.0409738j 0.0344723+0.00585792j -0.00365457+0.00323561j -0.0108694-0.0224535j -0.00906412+0.0392253j 0.0438893-0.0492326j -0.0129339+0.109153j -0.069522-0.0466295j 0.050647-0.0652967j -0.0363638+0.0187768j -0.0204883-0.0378767j 0.0487819-0.0235058j -0.00647172+0.0136304j -0.0334479+0.0216995j 0.0670158-0.0372381j -0.0251407+0.013129j 0.00136247-0.0180266j 
0.0680982-0.187994j 0.161031+0.077476j 0.132711-0.0292749j 0.0330002+0.131074j -0.00847199+0.061309j -0.0719682+0.00923975j -0.034958-0.0613241j 0.113043+0.0511188j 0.0080015-0.0772837j -0.0133392+0.051287j 0.0261456+0.0086868j -0.0520182+0.00938474j -0.0635608-0.0768291j -0.126192-0.0598765j -0.00816641-0.131566j 0.0717197+0.017437j 0.000297642-0.0359155j -0.114098+0.0255962j -0.129784-0.0763806j -0.0174748+0.00792927j -0.165041+0.0951441j 0.163357-0.00299989j 0.0397863-0.0394551j 0.0644109-0.130994j -0.033584-0.0765422j -0.00798595-0.0479279j -0.0209882+0.0290886j 0.0148101-0.0308486j -0.00748585-0.05262j -0.0611735+0.0151769j 0.0224062+0.0328457j 0.0168883-0.06462j 0.00698554+0.0671647j -0.0328865+0.0404587j 0.033429+0.0157643j -0.000339386+0.00666896j 0.0216017-0.0111999j -0.0315183+0.00814841j 0.00319069-0.0277597j -0.0111581+0.0393935j -0.00673194-0.0561641j 0.0330198+0.0036552j 0.0609234-0.00287857j 0.00242587+0.0237516j -0.0281772-0.0092251j -0.00947752-0.00206609j 0.00488364-0.00059975j 0.0105944-0.013248j 0.0308488+0.0139202j -0.0283986-0.00265271j 0.00867865-0.00226906j 0.0332828-0.0380171j 0.0102884-0.00875378j -0.0203794-0.0086642j -0.0109229-0.0210168j -0.0124568+0.00284301j 0.0146388-0.00395546j -0.0106843-0.00342619j 0.067817-0.00577788j -0.00172183-0.010232j 0.00789631-0.0348926j 0.0141661+0.0189467j -0.0420133+0.0326607j -0.00200044+0.0380927j 0.000506342+0.00384828j 0.0640208+0.00639921j 0.0307332-0.015032j 0.0207898+0.0117872j -0.0103176+0.0217361j -0.0328023-0.0553924j -0.0195071-0.0428724j 0.0191486+0.0124631j -0.100783+0.0418314j 0.0110169-0.0163026j -0.0420936-0.0269688j -0.0144388+0.0318411j 0.0253108-0.0173167j -0.0356708+0.00687206j -0.010573+0.000932082j -0.0139998-0.0209409j 0.0303468+0.0909007j 0.0398605-0.0528509j 0.0218826-0.0363232j 0.0023888-0.0116389j 0.0291359-0.00396488j -0.0220008+0.0317641j 0.00813126+0.0211737j -0.0512947+0.0530015j 0.0253918-0.0109317j -0.0211462+0.00776718j -0.0169991-0.0207287j 0.0115137+0.00231813j -0.0493087-0.00342681j 0.00242598-0.0034344j -0.0394883-0.0175826j 
0.033866-0.0985955j 0.169376+0.0896221j -0.0973871-0.0484953j -0.0717452-0.207933j -0.0287596-0.0220566j 0.0298044-0.0264507j 0.115316+0.0546263j 0.0437795+0.0439105j 0.0465792-0.0704423j -0.0866809-0.0444672j 0.00743891+0.0137695j 0.0251311-0.0359521j -0.106759-0.140021j -0.111633-0.0776133j 0.0966318-0.0344463j 0.125704-0.0126625j 0.0208579-0.0046341j 0.03503+0.0587811j 0.00192213-0.00227407j 0.0554749+0.104269j -0.020944+0.0979436j 0.0189424-0.00996175j -0.0112536+0.0480143j 0.0161365-0.0328807j -0.141301-0.0920383j -0.0572264-0.105905j -0.00359986-0.0432964j 0.0290122-0.0178479j 0.00442211+0.0117799j -0.0454119+0.0138791j 0.0483764-0.00278951j -0.00673416-0.0136922j -0.00113475-0.0135326j -0.00436764+0.0453425j 0.0257133-0.0331938j -0.0256202+0.00432466j 0.0215204-0.0486087j -0.0400953+0.0344677j -0.00372982-0.00930694j 0.00768567-0.00537927j -0.0272923+0.0248376j 0.011433+0.0191577j 0.0139879-0.0144205j 0.0283655+0.026676j -0.0252799+0.020718j -0.0206447-0.000920155j 0.0269071+0.00216842j 0.000674777+0.018201j 0.0363645+0.0104275j -0.039287+0.0028263j -0.00512145-0.0216333j -0.012128-0.0251081j 0.0461258-0.00497938j -0.0228286+0.0280326j -0.0390549+0.0373765j 0.0247836-0.0198785j -0.00635879-0.0220643j 0.00858526-0.0379901j 0.00291437+0.0329671j 0.00822601-0.0475523j 0.00387666-0.012572j -0.0122781+0.0148626j 0.0375222-0.0393987j -0.00202852+0.00877165j -0.0352767+0.0052718j 0.0236265-0.00867053j -0.0137094-0.0189441j 0.0247972-0.000961379j 0.0256356+0.0401882j -0.0370209-0.0486924j -0.0180963-0.0214113j 0.0143589+0.0364276j -0.0374536-0.0127349j 0.00551344-0.0431178j -0.0332737+0.0383356j -0.0380829-0.00847516j -0.0492338-0.0121549j -0.00324971-0.024262j 0.0601984+0.0742852j -0.0089044-0.0280289j 0.0138567+0.0386974j -0.0443352-0.000788621j -0.0156284-0.0127929j -0.0219694-0.0667057j -0.00477023+0.0149787j 0.0377232+0.0258308j -0.0422362-0.0480141j -0.0262308-0.00273866j 0.0346409+0.0529618j 0.00147298-0.0249142j 0.0191671+0.0181752j 0.0334144+0.0252835j 0.0339469-0.00919774j -0.0074168+0.0109192j 0.00833704-0.0114639j 
0.241417+0.125906j -0.0167873+0.174852j 0.00188024-0.077722j 0.109686-0.0287048j 0.00752407+0.0583912j -0.0550842-0.0136632j 0.056153+0.00427885j 0.0530413-0.0146554j -0.0653106-0.0996778j 0.0345743-0.0191675j -0.0417692-0.120147j -0.10675-0.118148j -0.00603789-0.0525284j 0.0176776+0.128895j 0.0682062-0.0198978j -0.0966709-0.0528487j 0.00247957-0.0285828j 0.0998553+0.039992j -0.118959-0.0574923j 0.0700188-0.0141996j 0.138296+0.215037j -0.057824+0.0173257j -0.0849962-0.0509864j 0.0478989-0.0501293j -0.0583295+0.12784j -0.13853+0.0736175j -0.114967-0.0423642j -0.0379398-0.0490496j 0.0121281+0.0626596j -0.0479429+0.00462928j 0.0580396+0.0129478j 0.00562351-0.0301006j 0.0122632+0.0336887j 0.0316213+0.00565949j 0.00908063-0.00197378j 0.00415462+0.0332443j 0.0407881-0.004309j 0.0284444+0.0649985j 0.034373+0.0269912j -0.0200984+0.0384508j -0.00648809-0.00498442j 0.0138584+0.0232416j 0.0274633-0.0481647j -0.0210824+0.011437j 0.043313-0.0219849j -0.0281941-0.0125881j 0.000352785-0.0220074j -0.0115032-0.0303649j 0.0347181-0.0371325j -0.0373427+0.0625247j 0.0344784+0.0256653j -0.0188978+0.0205123j -0.0149898+0.0166266j 0.00362564+0.0244868j -0.0173343-0.00153162j 0.0545338-0.0578586j -0.00788954-0.0424462j -0.0237609-0.0332036j -0.0119061+0.0607047j -0.0182599-0.0186425j 0.00519236-0.0508105j -0.0169992+0.0109219j 0.000341764+0.0402854j -0.0199754+0.0198093j -0.0396142-0.024736j -0.0367597-0.0308533j -0.0118787-0.0457853j -0.0174162-0.0157978j -0.00652445-0.0135237j 0.0162737+0.0365614j -0.0101673+0.00522072j -0.0423262-0.0344748j 0.0359334-0.032903j -0.0328789+0.00799812j 0.0540629+0.0087127j -0.0209241+0.00914281j -0.0143844-0.0191015j -0.0141494+0.0317396j 0.00284028+0.0707523j 0.0149601+0.0538821j -0.0388193+0.0164571j -0.0205213+0.0386014j -0.0486747-0.0951902j -0.0597602+0.0122739j -0.0263448-0.0142033j 0.0399926-0.0152484j -0.0351545+0.0163949j 0.000449812+0.0260732j 0.0592814+0.00916824j -0.0264822+0.00306334j -0.00295901+0.00525174j 0.00608994+0.0159984j -0.00678842+0.0762462j -0.0306753+0.0306563j -0.0361728+0.0217188j 
0.0112083+0.00966621j 0.0096633+0.037225j 0.0586023+0.0558186j -0.0182527+0.0589271j 0.143348-0.0528181j 0.0670775-0.0051534j 0.0144138-0.0972422j -0.0224302-0.043628j -0.0118959-0.0319875j -0.196852-0.17872j 0.0454689+0.06839j 0.0536743+0.0558788j 0.110764+0.0297168j -0.170044-0.0259972j 0.00623898-0.0377285j 0.162478-0.0343009j 0.0236281+0.184851j 0.0785414+0.0370834j 0.16668+0.153244j 0.110732+0.00631296j 0.0187393+0.0393921j -0.0362134+0.0626254j -0.0377703+0.109936j 0.0670708+0.0115793j 0.050367+0.116984j -0.037663-0.0152146j 0.00689356-0.0125744j 0.0215913+0.0240591j 0.0280072+0.0308164j -0.011203-0.0257805j 0.000204262+0.0297824j 0.00487101+0.0323168j -0.0141366+0.0251331j -0.00358255+0.0271276j 0.00872677+0.00179125j -0.0100137+0.00680773j -0.0149414-0.0198235j 0.0136762+0.0450696j -0.0143486-0.0096278j -0.0078534-0.015322j 0.00540381-0.000910547j -0.00604791+0.0326238j 0.0311386+0.0220682j -0.0177203-0.00864146j -0.00988886+0.026575j 0.0380393+0.0152131j -0.0055175-0.00232861j -0.00476855-0.00894926j -0.019214-0.00541829j -0.0359994+0.00985398j -0.0107604+0.0192527j -0.0270058-0.0265426j -0.028422-0.0240057j 0.00737023+0.014853j -0.0113443-0.0185445j 0.014472+0.0164678j 0.0280406+0.0138826j -0.0152895-0.0266608j 0.0126279+0.026471j -0.0173386-0.0350746j 0.0275389-0.0092628j -0.025928+0.00340618j 0.00583281-0.018585j -0.0251372+0.0107666j 0.00291003-0.012533j -0.00562207-0.00742879j -0.0151716+0.00657949j 0.0252123-0.0093388j 0.0376292+0.00600701j 0.0373001+0.0189572j -0.0178413-0.0146976j 0.0282782+0.00668839j 0.0766287-0.0145224j -0.00320306-0.0195694j -0.0365678+0.0329321j -0.0366633+0.0149325j -0.0168146-0.0453785j 0.00285412+0.00680585j 0.0573873+0.0146302j 0.016325+0.00161999j -0.00843611-0.0124251j -0.0382314-0.0140262j -0.0198862+0.00388283j 0.00538607-0.0018752j 0.023667+0.00933009j -0.0271786+0.0351422j -0.0223975+0.0136807j -0.0305575-0.0392339j -0.0325124-0.0316828j 0.0326763-0.107827j -0.00532515+0.0701362j -0.0112155-0.03123j -0.0362009+0.00129182j -0.0265681+0.0248311j -0.0044527-0.011786j 
-0.0291738+0.0110392j 0.0127327-0.00166965j -0.00983919+0.0359137j -0.007376-0.00645265j 0.0991844-0.0134289j -0.148973+0.0974746j -0.0755189-0.0217558j -0.0413393+0.0188404j 0.0288382-0.0314378j 0.0932888+0.139348j -0.00151204-0.207625j -0.099041+0.0318096j 0.0761494-0.115443j -0.0386501+0.0983414j -0.0454329+0.0211288j 0.0907487-0.105238j 0.113362-0.0719502j -0.0052294-0.105046j 0.0493215-0.0886464j -0.0622361-0.186642j 0.0320299+0.0397312j 0.00864196+0.0554261j 0.120606+0.0953742j -0.0564191-0.054534j 0.0483144-0.0260982j -0.0354954-0.0472172j -0.0683889+0.00216923j 0.0619151-0.0436114j 0.0273421+0.00529201j -0.00381879-0.0495893j 0.0138108+0.0193614j 0.000345307+0.0696065j -0.0168433-0.004479j 0.00786216+0.00390317j 0.0509632-0.0515613j -0.0345906+0.0103157j -0.0170725-0.0401252j 0.0212449-0.0342069j -0.0318594+0.0738732j 0.0131642+0.0013772j 0.00181983-0.00736691j 0.0102517-0.0192183j 0.00108836-0.0251202j -0.00652332+0.0291947j 0.00624617+0.0300032j 0.00594342-0.0481805j 0.00834376+0.0195136j -0.00611036+0.0067099j -0.00927056+0.0200462j -0.0217416-0.00288965j -0.0156678-0.0239495j -0.0111811-0.00989196j -0.0105648+0.0295509j -0.0108585+0.0155559j -0.00663248-0.0331161j -0.00615559+0.0362332j -0.0308494+0.0847761j -0.0134369-0.0593001j 0.0067982-0.00045882j -0.0356013+0.0138652j 0.00638761-0.00378876j -0.0233836+0.042237j 0.0361235-0.0208706j 0.00922727-0.0299337j 0.0183653-0.0391173j -0.00319055+0.0372764j -0.00850731+0.0176252j 0.00431926-0.0423849j 0.0626648-0.00947528j 0.00157402-0.0469211j 0.0153476-0.0159938j -0.0212312+0.0360922j 0.0294196-0.0208358j -0.00115759-0.0380418j -0.0702391-0.00675725j -0.024003-0.00494966j 0.0570607-0.00678198j 0.0204602-0.0030222j 0.0209871-0.0574958j 0.0643702+0.0185712j -0.0021197-0.0106227j -0.00721677+0.00337441j 0.0306624+0.0336534j 0.0167499-0.019996j 0.018805+0.0375115j 0.00430472-0.0182864j -0.0137239+0.00328193j -0.0129487-0.0440728j 0.0130622+0.0135424j -0.0048275-0.0928106j 0.0284106-0.100688j 0.0128045-0.0371022j -0.0144099+0.0499693j -0.00950284+0.00461627j -0.00140258+0.0310693j 
-0.0503244+0.131028j 0.00468021-0.0113904j 0.01528+0.182575j 0.00438078-0.100838j -0.0478993-0.0208331j 0.0109452+0.0338776j 0.0364177-0.0146215j -0.0111014+0.027252j 0.02345+0.0265011j 0.0641672-0.0038944j -0.0252583-0.0253413j -0.0833033-0.0339609j -0.0848+0.058673j -0.0012424+0.0240371j 0.0934517+0.0175506j -0.0433534-0.0284916j -0.0830815-0.0675675j 0.0381669-0.0941677j -0.00791461-0.0803703j 0.0667956+0.0742563j -0.0691586-0.119702j -0.0735857-0.0640311j 0.00537717-0.070015j -0.0299029+0.0705952j -0.00233378-0.0132248j -0.0221733-0.00271462j -0.00184071-0.00448359j 0.0404236+0.0302447j 0.00205786-0.00792592j 0.0150542-0.00932168j -0.00323134-0.0665033j 0.0118569+0.0506619j 0.00519887-0.0326756j -0.00865856-0.00909921j -0.0228949-0.00718443j -0.0034577+0.0479891j -0.0325562-0.0909488j -0.0283913-0.000585121j -0.027684+0.0747877j -0.0162941+0.0447345j 0.0184728+0.0452042j 0.00168659+0.0244859j -0.0064562+0.00747234j 0.0141386+0.00345587j 0.00809261-0.00474182j 0.0189639+0.013105j 0.0268977+0.00904949j 0.0362261+0.0158547j 0.00883145-0.0096748j -0.0112529-0.0327756j -0.0227284-0.0339817j -0.0292063+0.0166642j -0.0156759-0.0048416j -0.0109608+0.0253918j 0.00312468-0.0185563j 0.00841923-0.0285455j 0.00522661+0.00964806j 0.0121274-0.0325508j -0.0240321+0.0509646j 0.00583902-0.0043781j 0.0191887+0.0407661j -0.00767081+0.00383856j -0.00544042-0.00161885j -0.00527639+0.0107733j 0.0303373-0.0168746j 0.00607181+0.00214676j -0.000990401+0.00675767j 0.0207225+0.0169404j 0.0146897-0.047372j 0.0124336+0.0372716j -0.0116982-0.0104938j 0.0359057-0.00578541j -0.00430949-0.0333932j -0.0170563-0.00124033j -0.0429293-0.0479611j -0.0165863-0.00279585j -0.0469158-0.000397723j -0.00783981-0.017415j -0.00562089-0.038085j -0.0621563-0.0398174j 0.03407-0.0299715j -0.0124377-0.0264857j 0.00108068+0.00276109j -0.0220387+0.0506959j -0.000752633-0.064627j 0.012711+0.0143318j -0.0107784+0.00162963j -0.0179943-0.103855j -0.0101755+0.0432708j -0.0212306+0.0551988j 0.0027993+0.0226525j 0.0103463-0.00552886j -0.0428877+0.131559j -0.0840276+0.0351879j -0.0265046-0.00110876j 
