0.0119504-0.00279043j -0.000222131+0.0109001j -0.0101766+0.00740034j 0.00876016+0.0152181j -0.0126543-0.0102249j -0.0117689+0.00480848j 0.00330941+0.0254375j 0.0250038+0.0155429j 0.00967164-0.00657562j -0.0164737+0.000550742j 0.00165283-0.00127517j -0.0181211+0.0238588j 0.0151397+0.00660191j 0.00823181-0.00416587j -0.0072144+0.00641276j 0.00444048+0.0158753j -0.00288974-0.00690841j 0.00497205-0.0104887j -0.0158738+0.000506616j -0.0144797+0.00272663j -0.00856085+0.00699972j 0.0228142+0.0136629j 0.00742882+0.00259714j -0.00537132+0.00318302j 0.00966576+0.00100982j -0.00424098-0.0165232j 0.00134819+0.00513994j 0.00202567+0.00637609j -0.0122413+0.000442904j 0.00616762+0.00176095j -0.00208585+0.0162122j -0.00242677+0.00942198j -0.0117916-0.00497157j 0.00690475-0.00615295j -0.00137017-0.00989945j 0.00341216-0.00177372j 0.00425636-0.00141267j -0.0109869-0.00158872j 0.00598635+0.00718824j -0.0083004-0.00404304j 0.00676561+0.00872538j -0.013173-0.00949658j -0.00331025-0.000607241j -0.0149265+0.0114268j -0.00642906-0.0032018j -0.011371-0.012382j -0.00467538-0.00735492j 0.0436759-0.00010997j -0.00556033+0.0107184j -0.0151259-0.0110339j 0.0159638+0.00587829j -0.00263513+0.0132838j 
0.00805865-0.0017418j -0.00226788+0.0077139j -0.00571073-7.9613e-05j 0.00702526+0.0130952j -0.0134527-0.00340185j -0.00264819-0.00185646j 0.00222047-0.00493178j -0.00297597+0.0156022j 0.0114425+0.0144741j 0.00846869-0.0056057j 0.0180105+0.0143803j -0.0328497+0.0215333j 0.0217574-0.0145258j 0.0195904-0.0122908j -0.00098827+0.0127914j 0.0277565+0.0253195j -0.00412742-0.0305868j 0.0111133-0.0059494j -0.0305446-0.0219993j -0.0305161-0.0240391j -0.0347898+0.0186597j 0.00395528-0.0131135j -0.00866132+0.0165034j 0.00134603+0.00706213j -0.00474485+0.00722395j -0.0091518-0.0301982j 0.0113639+0.00101951j -0.0157061+0.0136132j 0.00152403-0.00364951j 0.0214612+0.0167858j -0.0129511+0.0220707j 0.00470085+0.0212225j -0.00329441-0.0155769j -0.0126716-0.00528079j -0.00834549-0.0314219j 0.0123043+0.0218424j -0.00465542-0.00495595j 0.00147907+0.0161488j -0.0337315+0.0240572j -0.00310569+0.0103616j 0.0178055-0.00511328j -0.00376666+0.000761181j 0.00553326-0.00284563j -0.00810035+0.0310452j -0.00684963-0.00647687j -0.0170875+0.00466617j 0.00941516-0.000416709j 0.0246724-0.00271857j 0.0101023+0.00380652j -0.000109465+0.00570476j 0.0127279+0.00968691j -0.00685819+0.00734431j 
-0.0199743+0.0285592j -0.0273342-0.0155235j -0.000224514-0.00466921j 0.00327325-0.00930811j -0.0236138+0.0448624j -0.00681868-0.00593884j 0.0226853-0.00627184j 0.0107051-0.00584046j 0.0563306-0.00596658j -0.0263988-0.0198159j -0.0392757+0.0215047j 0.00307597+0.0060404j -0.00265232-0.00281671j -0.0206493-0.0125818j 0.0112158-0.0201962j -0.0265285-0.0335525j -0.0193872-0.0228467j 0.0469658-0.0446806j -0.00204434+0.0434111j -0.0154263+0.00978302j 0.00786669-0.0131484j 0.0137233+0.023576j -0.0124249+0.00319227j -0.0071169-0.0341428j -0.00733681-0.0304801j 0.0629572+0.000838958j 0.0139835-0.0202854j -0.0295404+0.0246627j 0.0128708+0.0205335j -0.05374-0.0114888j -0.00801511+0.024355j -0.0319055-0.0476119j -0.019716+0.0144398j 0.0576027-0.0255932j 0.0292486-0.0015141j 0.0367687-0.00597999j 0.00727532+0.00578438j -0.0224556-0.0222434j -0.000685386+0.00402774j -0.00978741-0.0164456j -0.019641-0.0174019j -0.00671538+0.0401199j 0.032602-0.00844237j -0.00830864-0.0169331j -0.0136876-0.010332j -0.0225867+0.0130508j -0.00440821+0.0146476j -0.00353871-0.0064505j 0.0130837-0.0184117j 0.0133692+0.0153949j 0.000352204+0.010883j -0.0134717+0.00167727j 
-0.00353031-0.0201017j 0.0197482-0.0115578j -0.0286156+0.0121j 0.0186364+0.022819j 0.0416-0.000643443j 0.041306-0.00441356j -0.0251453-0.0465005j -0.0242726-0.00779705j -0.0341389+0.0359949j 0.0503323+0.0128198j 0.048823+0.0406912j -0.0381993+0.0188185j -0.0165779-0.00263366j -0.0271566+0.00352663j 0.00709965+0.00786964j 0.0253716+0.0266533j 0.0231562+0.0240234j -0.00285879+0.0156018j -0.00351271-0.0130013j -0.0113121+0.00197015j -0.0107364-0.0109313j -0.0349155-0.043475j 0.0585573-0.0200229j 0.00457176-0.00277141j 0.0057861+0.0382928j -0.0303549+0.00824105j -0.0225051+0.0379308j -0.0246869-0.0221811j -0.00433442-0.0323679j 0.035683+0.023866j 0.0281487-0.0307477j 0.0367793-0.0188813j 0.011549-0.0122579j -0.0305667-0.0154271j 0.031592+0.00986911j -0.0226314+0.0612544j -0.0332987-0.01325j 0.0146455+0.0529483j -0.0310148+0.0185499j 0.0477654+0.0262074j 0.00300313-0.0388841j 0.029879-0.0227681j -0.0603733-0.00749811j 0.0341317+0.0759815j 0.0518374-0.0111842j -0.00559779-0.0152973j 0.0055142+0.00386387j -0.0347927+0.00301158j 0.00256995+0.0298201j -0.0231999+0.00575889j -0.015501-0.000591938j 0.00166413-0.0189258j 
-0.0180927+0.00794719j -0.00333241-0.0253793j -0.0213314-0.00838699j -0.0120164+0.0218138j 0.00423494+0.0411711j -0.0357694-0.00808616j -0.0162167+0.0161136j 0.0362944+0.0152911j 0.0180138-0.0628918j -0.0366764+0.0146298j 0.00939752+0.0334383j -0.0199879+0.0516812j -0.00168395-0.0272082j 0.0298382+0.0215954j -0.00472992+0.0381327j 0.00142832+0.015508j 0.0162158-0.0824128j 0.0391024+0.00690672j -0.0113275+0.0373839j 0.02722-0.0395299j -0.032102-0.0187738j 0.01081-0.0127386j -0.011381+0.0243752j 0.0416925-0.0341357j 0.0427692+0.0195075j 0.014714+0.00142986j 0.00280579-0.0178801j -0.0309295+0.0486484j -0.0137032-0.0143291j -0.0278731+0.00701969j -0.0186749+0.0138637j 0.0227042+0.0112981j 0.00802324-0.00543933j 0.0144339-0.00626891j 0.0405573+0.00221562j 0.0254481+0.0274835j 0.000912257-0.0213505j -0.00530866+0.00480492j 0.00119438+0.01625j 0.00472361-0.00618567j -0.0460558-0.0581395j -0.0385869+0.0498707j 0.0278759-0.0150986j -0.00856443-0.00800963j -0.00982498-0.0233314j -0.0186286-0.00136863j -0.0193443+0.0118371j 0.0293039-0.0261361j -0.00587884+0.0200207j -0.0287142+0.00349651j 0.00546617+0.0221739j -0.0118244+0.00555704j 
-0.00869546-0.00180174j 0.00804487-0.0170941j -0.0032642-0.00271286j 0.00644121+0.00404332j 0.0238412+0.0550127j -0.0134733-0.00320295j -0.0087297+0.0120018j -0.00104157+0.00551973j 0.0120418-0.0182043j 0.00546415+0.00692524j 0.0162512+0.00908617j -0.00394053-0.00597517j 0.00579402+0.0142402j -0.00449964-0.00798365j 0.003041-0.0078469j 0.0058133+0.00731049j 0.000191014-0.00538641j 0.0211756-0.00559987j 0.012799+0.0187815j 0.00515802-0.00372172j 0.0089189+0.0143256j 0.0137674+0.00539763j 0.00110443-0.0199179j 0.015577-0.0213617j 0.00539931+0.00525308j 0.0181976-0.00819879j -0.0155635+0.00255871j -0.0303693+0.0102716j -0.00660751+0.00876868j -0.00507199-0.00404643j 0.0241923-0.025331j -0.0014122-0.000910601j 0.00653236+0.00655599j 0.00303668-0.00180198j 0.0120762+0.0178362j 0.00589728+0.0158245j -0.00823016-0.0106625j -0.00586563-0.0106106j -0.014732+0.00509611j 0.00821292-0.0114993j -0.0281324-0.0209518j -0.00041896+0.0224339j -0.00758564+0.00185352j 0.0106079+0.00761104j 0.0124414-0.0221209j -0.00739533-0.0297798j -0.0280339+0.00591001j -0.00284649-0.00189645j -0.00210914+0.00608956j -0.00330258+0.00245047j -0.00128459+0.00209308j 0.00173952+0.00125508j 
-0.00765313+0.0158114j -0.0143157-0.00553803j -0.0334004-0.0119108j -0.0153239+0.035971j -0.0291805-0.00108445j 0.0438482-0.0136166j -0.013942-0.00898673j 0.0330715-0.00901368j 0.0120547-0.0820472j -0.0391851+0.0306195j -0.00732142-0.0114563j 0.000113389+0.0636572j 0.0273078-0.0456972j 0.0266346+0.050203j -0.0534706+0.0910437j -0.00692601+0.0275317j -0.0214041-0.0430366j 0.0232486+0.012961j -0.0304046-0.00471203j -0.020495-0.00558898j -0.0326686-0.0159831j -0.00573394+0.00969596j -0.03132+0.0298774j 0.00719521-0.0324612j -0.0108697-0.00562299j 0.0235066+0.017871j 0.00689325-0.0208932j 0.00939791+0.0414504j -0.0124649-0.021191j -0.0533833-0.000758222j -0.0495764+0.029553j 0.0401876-0.00307204j 0.00969272+0.0135451j -0.000163371+0.0344014j 0.0218478-0.0368689j 0.0156165+0.0151973j 0.00946129-0.0208232j 0.0145037+0.0395579j 0.009994+0.0182527j 0.00903651+0.0182998j -0.0223361-0.0352379j -0.0522815+0.0288019j 0.0516236-0.0203281j -0.0318583-0.0244865j -0.0267423+0.00817328j -0.0162989+0.0480496j 0.0600783+0.011602j 0.02536+0.0196177j -0.00936625+0.0318429j -0.0380889-0.00295572j 0.01012+0.0118001j -0.00815703+0.0115984j 
-0.00678293+0.00149226j 0.00827034-0.0155821j 0.0119132-0.0066125j -0.00759855-0.00690202j 0.022234+0.0344746j -0.0247487+0.0125119j -0.0130069+0.0331535j 0.0242004+0.0140833j 0.0196559-0.0470232j -0.0449504-0.00835754j -0.0223769-0.0369003j 0.0293906-0.0430828j -0.0405497-0.00185455j 0.00521949-0.0140634j 0.00787784-0.0264255j -0.00903766-0.00624893j 0.00469302+0.00662499j -0.0150436+0.0159594j 0.0238183+0.0479888j 0.0490837-0.0078047j 0.038095-0.0589268j 0.0159667+0.00441668j -0.00554549+0.00271102j -0.00180257+0.00893116j 0.01206-0.0236553j 0.00211313+0.0298656j -0.0326092-0.0259992j 0.0205368-0.000797961j -0.00712755+0.0315251j -0.0453571-0.0211067j 0.0248763-0.0169513j -0.0180233+0.0035577j 0.0412672+0.0171115j 0.0107836-0.00160865j 0.0033472+0.0411364j -0.00703328-0.0485014j 0.0116406-0.0102234j -0.00943111-0.0399792j 0.042879-0.0383337j 0.00131319-0.0225323j -0.0594913-0.000274856j -0.0131267+0.0105127j 0.00570936+0.0246063j 0.0247037-0.0588016j -0.00913831-0.0209057j 0.0151973-0.0246766j -0.0313561-0.00201647j -0.00489102-0.00195703j -0.0193218+0.00349915j -0.00266195-0.0085639j -0.00522296-0.00940859j 0.0139605+0.00157304j 
0.0223406-0.0183646j 0.0168199+0.0166223j -0.00345446+0.00634839j -0.00104616+0.0208433j 0.010112-0.0402365j 0.0113395+0.00861114j -0.00161874+0.046987j 0.0144126+0.0234947j -0.00943202-0.0433297j -0.00581466-0.0135677j 0.000708941-0.038246j 0.0174473-0.0153258j 0.0187949+0.00948906j 0.0232469+0.0173502j -0.00916059+0.00532092j 0.0123224+0.0204868j 0.0103484+0.00566653j -0.0284093+0.0285209j -0.00144394-0.014908j -0.00841275-0.00439946j -0.020641+0.0300568j 0.0321297+0.0107646j -0.0286291+0.0230969j -0.014022+0.000433069j 0.00370715-0.0156735j -0.0165505-0.00136694j -0.00403141-0.0224315j 0.0399946-0.00233736j -0.0029932-0.00320133j 0.0153199-0.00412155j 0.0143011+0.0155762j 0.0246346+0.0605493j 0.0172041-0.0125915j -0.0294788+0.018079j -0.0254801-0.00886757j 0.00616811-0.0245829j 0.0197547-0.0202914j -0.00503809-0.00946298j 0.0161348-0.0146123j 0.00647643-0.00576493j 0.00622764+0.0235591j -0.0176118-0.0311631j 0.00283115+0.0189306j -0.00393556-0.0148818j -0.00121011+0.00156118j 0.0010189-0.0153665j 0.0075114-0.016816j 0.0284403+0.0194988j -0.0198068+0.0250009j -0.0157483-0.0228568j 0.0177975-0.0103416j 0.0172114+0.0183678j 
0.0121872-0.0209179j 0.0198585+0.00356813j -0.0112706+0.0108884j 0.0150994+0.0164655j 0.0360984-0.0156053j 0.00611052+0.00981441j -0.00861363+0.00459019j -0.0206516+0.00604505j -0.0249042+0.0307293j 0.0356837-0.00062874j 0.0290978-0.0142313j -0.0236693-0.0319334j -0.0110846+0.0300202j -0.0519735-0.000637499j 0.020441-0.0316454j 0.0211248+0.00245802j 0.0016568+0.0564064j -0.0170628+0.018424j 0.0323164-0.0178803j -0.0105839+0.0253541j 0.0186692-0.00963703j 0.0126616-0.0125881j 0.0341656+0.00399857j 0.00103695+0.0331867j -0.00046693+0.0154137j -0.0438453+0.0180446j -0.00498931+0.0246966j -0.0062691-0.0375056j 0.00354525+0.0126279j 0.0217378-0.00116537j 0.041943-0.0344625j -0.00255689-0.0250613j 0.00940271-0.00684755j -0.0106277-0.0203733j -0.0180402+0.000170575j -0.0297048-0.00835975j -0.0169117+0.016389j 0.0208455+0.0173623j 0.00409893-0.0103721j 0.00810029+0.00384072j 0.00602473+0.0134985j 0.0273912-0.0460341j -0.0527949+0.0161297j 0.028291+0.0342922j 0.0431875-0.00836772j 0.0117077-0.0355481j -0.00616156-0.0112437j -0.0162169+0.00019016j -0.00690622+0.0176746j -0.00761173-0.00598745j -0.00448639-0.0111929j 0.0134605-0.00832217j 
0.00163734-0.0177264j 0.0206209-0.0114928j -0.018437+0.0157286j 0.00372251+0.0187142j 0.0424509+0.0235879j -0.0523636+0.00704957j -0.0219242+0.0521672j 0.0075115+0.0214839j 0.00795898-0.0378362j 0.00232513+0.0043493j 0.0188496+0.0136335j -0.0235349+0.0475033j 0.0189581+0.0128473j 0.0298827+0.0202281j 0.0101562+5.20761e-05j 0.0138601+0.00836296j -0.00983457-0.0553416j 0.0276554-0.00523106j -0.0389045-0.0196904j 0.0146027-0.0208358j -0.0269428+0.0714246j 0.0252825-0.0180209j -0.0444281+0.00801041j 0.018666-0.00269339j 0.0136813+0.000907451j 0.00294733-0.0471063j -0.0170231-0.0309843j -0.0436077+0.0190447j 0.00257871-0.00459651j 0.0124819+0.0162011j 0.0109507+0.0232183j 0.0338349+0.0507028j -0.0109805-0.0177514j -0.0224356+0.0166504j -0.00408748-0.0176698j 0.0191046+0.0316455j 0.0193187-0.0358046j 0.00121204-0.000887915j -0.054774+0.0204644j 0.00841484-0.0200522j -0.0178286-0.0386007j -0.026216+0.0243472j 0.0022206-0.00916288j -0.0168652+0.00980831j 0.00837827-0.0353731j -0.0270584-0.0561129j -0.0482786-0.00339624j 0.0422577-0.00727665j -0.00520656+0.016141j -0.0123316-0.0050675j 0.0202028+0.00673856j 0.00534907+0.0199035j 
-0.00977632-0.0175808j 0.0195311-0.011766j -0.0010426-0.0112321j -0.0244649+0.00283051j 0.0372151-0.0180096j 0.0111601-0.0100666j -0.0288672+0.00672699j -0.0265372+0.016656j -0.0437195-0.0301501j 0.0254081+0.0130245j 0.0275079+0.0419918j 0.00848954+0.0128701j -0.00472272-0.00618013j 0.0442071+0.0542291j -0.00162931+0.0192117j 0.00168375+0.0116423j 0.0300822-0.0193921j 0.00191369+0.0507119j 0.0168983-0.00643107j 0.0348784+0.00500106j -0.00816438-0.0108243j -0.00128452-0.0326644j 0.0143497+0.0132598j 0.0111936-0.0144765j 0.0482544+0.034126j -0.0290339+0.0131543j -0.0229386-0.000380233j 0.0219529+5.60355e-05j -0.000850623-0.0123884j 0.0412036+0.0032077j 0.00836888+0.00992474j 0.0425106+0.0454447j 0.0290015-0.00982383j -0.0388144+0.00942432j 0.0274101+0.0183472j -0.0292194+0.04221j 0.00114025-0.0130813j 0.0167815+0.0218477j -0.00657749-0.000991195j 0.0224321+0.0126632j -0.0129152-0.0370988j -0.00176609+0.00475545j -9.29483e-06+0.00457772j 0.0292175+0.000386806j 0.00777225+0.00564203j -0.000282147+0.00372372j -0.0111193+0.00934055j -0.0178403-0.0292754j -0.0150829+0.0230218j -0.0166508+2.6558e-06j -0.0133092+0.000917795j -0.00210693-0.0145494j 
-0.00349237-0.0290502j 0.0447647-0.0217449j -0.0440633+0.0361034j 0.025379+0.0390697j 0.0860741+0.00247423j 0.0225681+0.023678j -0.0195488-0.020881j -0.0226066-0.0124587j -0.0329031-0.00173823j 0.00367552-0.00392335j 0.0311246-0.0403531j 0.0117549-0.0541247j -0.0118619-0.0198518j -0.0400562-0.00295358j 0.019059+0.0166286j 0.00776261-0.013433j -0.00277582+0.0145148j -0.0165985+0.0207692j -0.0159627-0.00319929j 0.00341619-0.0233596j -0.0130877+0.0391993j -0.0165954-0.0579718j -0.0213961-0.00468259j 0.0425358+0.00952497j -0.0429343+0.01074j -0.00929655+0.0106749j 0.00076398-0.0323681j -0.0332977+0.000788213j 0.0232179+0.000723868j -0.0350336+0.0163538j 0.0544414-0.0408339j 0.03626-0.00599712j 0.0192464+0.000887565j -0.0394403+0.00957492j -0.0208585-0.00332682j 0.00248784+0.0123766j -0.0047086-0.0457133j 0.0209059+0.0323929j -0.0396985+0.00104824j 0.0508108-0.000738317j -0.0304343-0.0372116j -0.00766159-0.0155071j -0.0398609-0.00172107j 0.0163866+0.0330206j 0.061044-0.037857j -0.00857339-0.069252j 0.00115662-0.00416751j -0.0350795+0.0671339j -0.00738029+0.0391955j -0.030496-0.00341735j -0.00750701-0.0332309j 0.0388284+0.00411607j 
0.0086332+0.00858545j -0.0188998+0.0112017j 0.00524317-0.0103663j -0.0102264-0.00954404j -0.0289522-0.00974753j -0.0145236-0.0196092j 0.0138636+0.0419927j 0.010654+0.0265215j 0.0165-0.0128704j -0.0099451-0.00850807j -0.00605326+0.0045992j -0.0252211+0.0144617j 0.0102363+0.0135257j 0.0170472-0.00219333j -0.00446583+0.00321714j -0.0170239+0.010707j -0.00778511-0.0105326j -0.0068727-0.00840292j -0.00355253-0.00276042j -0.0055115+0.0101159j 0.0120359-0.0149466j 0.0155372+0.0379453j 0.030072-0.00126242j -0.0236093+0.0207006j 0.0380267+0.00232367j 0.00471201-0.0206409j 0.0052049+0.0192287j 0.0255623+0.0108373j -0.020437+0.00680173j 0.0139025-0.0227221j -0.0202968+0.0225282j -0.0045077+0.00614568j -0.00626339-0.0139481j 0.0134312-0.0108355j 0.00601746-0.00454351j -0.0083061-0.0125582j 0.0110165+0.0295566j -0.0115909-0.00806728j 0.0264894-0.0171381j -0.0199048+0.00695434j 0.00531927+0.0325037j -0.0121255-0.00572845j 0.0120221+0.00966651j -0.00907476-0.0117889j -0.0285664+0.0109039j -0.00920962+0.0232494j -0.00505657-0.00242873j 0.0387702-0.0423563j -0.00390242-0.00765614j -0.000284034-0.000152729j 0.0127705+0.0207754j -0.0146346+0.00511386j 
-0.0147607-0.00755022j 0.0145584-0.0150918j -0.00170096-0.000300786j 0.00603577+0.00429847j 0.0231262+0.0231736j 0.0305+0.00382059j -0.0143534-0.0347082j -0.0262818-0.0107011j -0.0111662+0.0107712j 0.0412633+0.0212578j 0.0238045+0.0252187j 0.00937067+0.0136188j -0.0164103-0.010179j 0.00395557+0.00620315j -0.0246778+0.0211911j 0.0167933-0.00927265j 0.00136983-0.0250195j -0.00139127+0.0108742j -0.0220848-0.0115677j 0.0147104-0.0129976j -0.0259735+0.0398943j -0.0303507-0.0458574j -0.0393441+0.0229241j 0.0106546-0.0184602j -0.0135509+0.00992863j 0.0114037-0.00770545j 0.000122953-0.0313823j -0.0312351+0.0201972j 0.0184116-0.0124041j -0.00752783+0.0296626j -0.00469178-0.0068171j 0.0257988+0.0117229j -0.00150457-0.00934252j -0.0302779+0.016055j 0.00246885-0.00558395j 0.0082344+0.048307j -0.00826727-0.0185047j 0.0182952+0.0362872j -0.048489+0.0291475j 0.0331887+0.00200604j 0.000362394-0.0440725j -0.000409737+0.0226186j -0.00416212-0.023782j -0.00259228+0.0188722j 0.0190185-0.00483826j -0.0113365-0.0132229j -0.000812688+0.0133488j -0.0249341+0.0202838j 0.0134653+0.0016361j -0.00189272+0.0132148j -0.013303-0.00988203j 0.00410468-0.00662675j 
0.0102602-0.0105048j 0.00260599+0.0107012j 0.0320453+0.00422777j -0.000105769-0.0480177j 0.0142543+0.0104232j -0.0540547+0.00901001j 5.6035e-05+0.0406846j -0.0496077-0.00689865j -0.00157081+0.058514j 0.0279483-0.0423068j 0.000662049+0.011798j -0.00718144-0.027742j -0.0344469+0.0411724j 0.00768446-0.0402324j 0.0239817-0.0702066j 0.0409369+0.0262411j 0.00700414+0.0542923j -0.0388074-0.0258851j -0.000410405-0.0120258j 0.00905011-0.00415163j 0.0273051+0.0352232j 0.024916-0.0234379j 0.0225813-0.0233528j -0.00978079+0.0300528j -0.0165563-0.0234286j -0.011456-0.0382547j -0.0177039+0.00248669j -0.0042675-0.0390369j 0.00970221+0.0196542j 0.0376446-0.0106216j 0.0297343-0.00943126j -0.0218451+0.018195j -0.027241-0.0190103j -0.000887372-0.0137006j -0.0267775+0.0162151j 0.00186545-0.0115136j 0.00147747+0.0145357j -0.0206457-0.0526451j -0.0266967-0.0167998j -0.0244633-0.0243607j 0.030145+0.0409338j 0.0333129-0.0184253j -0.0230246+0.0314597j 0.0144203+0.0100429j -0.0041005-0.00180007j 0.00200178-0.03776j -0.0588965-0.0116763j 0.00975925-0.0235017j 0.0116946-0.0465717j 0.0442324+0.00859197j 0.00308461-0.00570042j 0.00266501+0.000149613j 
0.00750604-0.00794416j 0.00316194+0.00274403j -0.0225144+0.0150464j 0.0104594+0.0161206j 0.0224608-0.00373771j 0.0119491-0.00938717j 0.00771038-0.0214439j -0.0211216-0.000333307j 0.00186729+0.0501465j 0.020185-0.00439356j 0.0511269+0.0269607j -0.0449663-0.00189172j 0.0142863-0.00082236j -0.0303232-0.0122553j 0.00811872-0.00260519j 0.0118922+0.0056522j -0.00172047+0.00908544j 0.00989171-0.0147312j -0.016862-0.0184829j -0.0427078+0.00606692j -0.0253147+0.0177676j 0.000194279-0.0187748j 0.0408426-0.0155156j 0.0192567-0.00621103j -0.0110322+0.0272464j -0.0154678-0.0187021j 0.0153813+0.022473j -0.0191726-0.0129211j 0.0128963+0.00551318j 0.0265027+0.0169871j 0.00923054-0.0111531j 0.00889235-0.0377649j -0.010638-0.0167748j 0.00239656-0.0214914j 0.00511138-0.024136j -0.00372278+0.0320826j -0.0109001+0.00148212j 0.0126257+0.0257948j -0.0339227+0.0132322j -0.00193284+0.0147547j 0.0239069-0.00424684j 0.017694-0.0226178j -0.0353144-0.000517973j 0.00292322+0.0607233j 0.0282793-0.0108641j -0.016126-0.0132908j 0.00713892+0.00261391j 0.000989815-0.00167824j 0.00935424+0.00755623j -0.00670233+0.009195j 0.0023277+0.00319734j -0.000547737-0.00447398j 
-0.0109294-0.00707281j 0.00747648-0.00357696j 0.0219134-0.018855j -0.0103339-0.0140746j -0.00413831-0.0120771j 0.0243121+0.0104671j -0.0212227-0.0347563j -0.02512-0.0110281j -0.0331763+0.0142368j 0.0328501+0.0378461j 0.0239172+0.037069j 0.0114659+0.0157391j -0.0183927+0.00653262j 0.00333024+0.0335652j 0.0160726+0.00722981j -0.000306246+0.00687511j 0.0397999+0.00831924j -0.0172679+0.0133818j 0.0147548-0.0242565j 0.0262902+0.00385672j -0.00538766+0.020053j -0.0366161-0.0382427j 0.0130466+0.0148447j -0.00912248-0.0034103j 0.0133124+0.0277306j -0.0224668+0.0139263j -0.0119686+0.019688j 0.0178999-0.00847826j -0.00368074-0.0183662j 0.0435708+0.0225972j -0.0146104-0.0096289j 0.0240725+0.0235356j 0.00381871-0.0105013j -0.0150097+0.0124455j 0.017826+0.015027j -0.0102439+0.0461819j -0.00291865+0.00428434j 0.0204081+0.0265338j -0.0145225+0.0145838j 0.0135636+0.0268903j 0.021421-0.019578j 0.0106305+0.0018208j -0.00408636-0.00632639j 0.0164806+0.0129193j 0.00984393+0.0294753j 0.0181495+0.0193457j 0.00257779+0.0099919j -0.0335155-0.0155142j -0.000316386-0.00826745j 0.00504293+0.00588997j -0.019778-0.00105896j -0.0072733-0.0179133j 
0.0013198-0.0173029j 0.0269306-0.00932604j -0.0229491-0.00632113j 0.00129135+0.0107998j 0.0408936-0.00424348j 0.0232071+0.00844594j -0.0254249-0.000266483j 0.00126526+0.00804852j -0.0348396-0.0322516j 0.000271538+0.0115912j 0.0219803-0.0158512j 0.0113841+0.0111016j 0.00460332-0.0178747j 0.0117308+0.018232j 0.0150689+0.0238184j 0.00723059+0.0268699j 0.00553261-0.011552j -0.00280024+0.0288091j -0.00787259-0.0183391j 0.0015775-0.0113201j -0.0235028+0.0155906j -0.010729-0.0133684j -0.0128281+0.00650914j 0.00536518-0.00487329j 0.00126695+0.0216366j -0.0273795+0.0052904j -0.0139959-0.01464j 0.00517011+0.00831795j 0.00869482-0.0197626j 0.0108337+0.0173079j 0.00281635-0.0125274j 0.0336055+0.0315161j 0.0241589-0.00472984j -0.0334435+0.021612j 0.00779672+0.00380634j -0.00743344+0.0167097j 0.00786735-0.0294626j 0.016445+0.0328162j -0.00950512+0.0122167j 0.0150514+0.0154457j -0.0177855-0.0337103j -0.021626-0.00367174j -0.0158381+0.00442293j 0.0115855+0.00691224j 0.0227826-0.000174849j 0.00226688-0.0102502j 0.00469183-0.00107648j -0.00747733+0.010994j -0.0126583+0.0303428j -0.0258644-0.00785814j -0.00334654-0.00651258j 0.0118904+0.000204651j 
0.0156145-0.0180478j 0.0132014+0.00558684j -0.0271184+0.0247946j 0.00125477+0.0231785j 0.0149475-0.0325087j 0.0119024+0.00739257j -0.0140554+0.041842j -0.00424608+0.0244962j 0.00133804+0.0151669j 0.00268403+0.00210609j 0.0151091+0.00261383j -0.00699437+0.014072j 0.0139707+0.0182886j 0.00463549-0.00780132j 0.00714252+0.00485051j 0.015624+0.027816j 0.00468253+0.00483421j 0.00950418+0.00270542j -0.00615631-0.0131686j -0.00904494+0.0181136j -0.00369722-0.00140558j 0.0223613-0.0111629j 0.0270601+0.00700426j -0.00336999+0.0108346j 0.00938593+0.00498142j -0.0148891-0.0207633j -0.00396558+0.00955741j 0.0117051-0.0100421j -0.000831581-0.0045705j 0.0209-0.00559295j 0.0191233+0.0050908j 0.00865014+0.00473538j 0.00446122-0.015368j -0.0192203-0.0196192j -0.000694855-0.00480672j -0.010139+0.000777861j 0.00554609-0.00116227j 0.00202161+0.0162472j -0.00219317-0.00118436j 0.00604162+0.00668004j 0.00309477+0.00798786j 0.00642953-0.0249666j -0.0276377+0.00905173j 0.0113321+0.0330652j 0.026686-0.00937509j -0.00325945-0.0198885j 0.00296821-0.0103215j 0.0180153-0.00124446j -0.0132058+0.0281613j -0.0222312-0.0131269j 0.0102134+0.00369697j 0.0048384+0.00612371j 
