-0.0165114+0.069593j 0.0120201-0.00702755j -0.0425725+0.013223j -0.0548923+0.0217983j 0.0237466-0.00327384j 0.0289267+0.0225264j -0.0278492+0.00515018j -0.0429627-0.0188004j 0.0173417+0.0198696j -0.00123858+0.00384195j 0.00180817-0.0405296j -0.00496798-0.0094267j 0.0328231-0.00755191j 0.0123209-0.0056675j 0.0172912+0.0533876j 0.00977331-0.00961053j 0.0154402+0.00770035j 0.00589281+0.0147983j -0.00416408+0.000795178j -0.00426295+0.0144754j 0.00922702-0.0049706j -0.00327519+0.0169073j -0.00629634-0.0028034j -0.0104271-0.0275205j 0.00039077-0.0190244j -0.000418955+0.0161534j -0.00823482+0.0251665j -0.0100743+0.000708407j -0.00838277+0.0153844j -0.0194996-0.0139216j -0.00379265-0.0212047j 0.00907374+0.0123689j -0.00425165+0.000793339j 0.00821661+0.00129198j 0.00679855+0.00368144j -0.000646225+0.00249448j 0.00515621-0.0057092j 0.00495366+0.00339344j 0.00857654+0.0163596j 0.000749066+0.00162819j -0.0031353+0.0105454j 0.0154751+0.00780968j -0.0128375-0.00717522j 8.11739e-05-0.0045377j 0.0110339+0.000814688j -0.0072247+0.0035389j -0.00250285-0.00503725j -0.00464061+0.00502272j -0.00149881+0.00407627j -0.00888826-0.0287846j 0.00931909+0.00536872j -0.000532479+0.0154457j -0.00344729+0.00819123j 0.00711765+0.00930937j 0.00450911+0.00827037j 0.00767633+0.00359602j -0.00433429-0.00768359j 0.000995149-0.00106416j -0.00353207-0.00398128j 0.00177448-0.00399999j 0.00176517+0.0245007j 0.0116991-0.0119329j 0.0178094-0.0128953j -0.00550144+0.0146478j 0.00646272-0.0204559j 0.00821692-0.0216627j 0.0237915+0.00889255j -0.00256138-0.00637851j 0.0154953-0.00659729j -0.0232785-0.00776148j -0.0106669+0.0281629j -0.0603889+0.0320303j -0.00331321-0.0151024j -0.012399-0.00934131j 0.0136723+0.0192666j 0.00665177+0.0540783j -0.0227671+0.0136433j 0.0435628-0.0410256j 0.0060048+0.0826413j -0.0774379-0.0523074j 0.070063+0.0396353j -0.0300255-0.0637362j 0.0477508-0.0714566j -0.0916514-0.0384175j -0.0786309-0.0028177j -0.00660117-0.059025j 0.0816671+0.0545741j 0.0368143+0.0784572j -0.00250818-0.0627743j -0.113751-0.100112j -0.135079+0.199729j 0.146966-0.0699297j 
0.0762555+0.0505726j -0.0471955+0.0132045j 0.0246688-0.0216904j -0.0290987+0.0603451j 0.0524535+0.10057j 0.0146643+0.0422463j -0.0740795-0.0353682j 0.0586749-0.00732775j 0.0982817+0.0896276j 0.0706642+0.0728859j -0.00839654+0.0803765j 0.0431329-0.0839682j 0.0182143+0.157131j -0.0587216+0.00696283j 0.0164918+0.00466948j -0.0566225+0.104149j -0.0876057-0.0425401j 0.0692858+0.0145699j 0.0419015-0.00281253j 0.0137287+0.00520133j 0.0329996-0.00892441j 0.0190896+0.0133701j -0.0539225-0.0234536j -0.045962-0.0271787j 0.0601971-0.0546489j 0.0321054-0.0622265j 0.00523169+0.00632997j 0.0260543-0.0457866j 0.0973556-0.0554209j -0.0109284+0.0451654j 0.00777944+0.0371418j -0.019056-0.0192201j -0.016547+0.041814j -0.0516473+0.0419656j -0.0236409-0.0244161j -0.0128617-0.00591765j -0.00793904+0.0581974j -0.0285636+0.0174425j -0.0559301-0.00796909j 0.0189523-0.0201475j -0.0589684+0.0225802j -0.0440744+0.0513753j -0.0227247+0.028019j -0.0247472-0.00147828j 0.0131407+0.028434j -0.00961369+0.00771775j -0.015056-0.0240955j 0.0266772+0.0159587j 0.00655111-0.0474462j 0.0373659-0.00607077j 0.0152749-0.00523795j -0.0289424+0.0266893j -0.0113386-0.0242276j -0.00267608-0.0102896j -0.016386-0.00255419j 0.0137883-0.0227493j 0.0148142-0.0131797j 0.00897305+0.00319444j -0.0128392+0.0103452j 0.0099256+0.00735289j -0.041402-0.00279187j 0.0413996+0.0220332j -0.0410793+0.0123958j -0.0331342-0.0103206j 0.0197616-0.031385j -0.0316191+0.0368898j -0.0234421-0.0111265j 0.0175037-0.0421451j -0.0341617+0.0101563j 0.015963-0.0225754j -0.0154973-0.02274j -0.0206707-0.00683745j -0.0041542+0.0378168j -0.010163+0.0445487j -0.0010734-0.00175622j 0.0203404-0.0260939j -0.00280851+0.000491288j -0.0340022+0.0204496j -0.0147494+0.00630821j 0.00990609+0.0186872j -0.000887571+0.00548817j -0.0405028+0.0290179j -0.0327889-0.00898465j 0.0154252-0.0528653j 0.00670021-0.0354424j 0.0231979+0.0196482j -0.0115221+0.015081j 0.000394235-0.00724085j -0.0238225+0.00522601j 0.00345442-0.00036471j 0.00957239-0.0131517j -0.00515276-0.0184285j 
0.0490765-0.00583557j 0.0517735+0.0590861j 0.0230949-0.0279123j 0.0166658+0.0103389j -0.00685779+0.0164606j -0.00902086+0.0247388j 0.055387+0.00739038j 0.02523+0.0311759j -0.0718311-0.0613779j 0.035148+0.0915238j -0.00118211+0.0140541j 0.0452559+0.0531127j 0.031988+0.0365671j -0.00155813+0.0763339j -0.00515148-0.0122991j -0.0343126+0.040833j -0.0139511-0.0286829j -0.0384159+0.00328827j -0.0152069+0.0262387j -0.0280577-0.00292241j 0.00163098-0.0323121j 0.00697349+0.0437425j 0.0349724-0.020664j -0.0015466+0.00253435j -0.00224106-0.0501022j -0.0112723-0.00481519j 0.0233965+0.0134321j -0.0184468-0.0301697j 0.000768499+0.0114696j -0.0135553-0.0167194j -0.0195587+0.00516119j 0.0119524-0.00983612j -0.0360386-0.023022j -0.00259347-0.0210972j 0.0200464+0.0148052j 0.0229879+0.0230041j -0.0350028-0.0315519j -0.00598158-0.00461271j 0.00651419+0.00167118j 0.0111041-0.00524464j 0.00894005-0.0234286j -0.004961-0.00836287j 0.0210788+0.0168045j -0.00397032-0.0385192j -0.0152726+0.0175858j 0.0279123-0.0265624j -0.0172104-0.00705406j 0.0164784+0.0201114j 0.0169729+0.0155215j 0.00922333+0.00720414j 0.00239186-0.00498928j 0.00102449-0.010454j 0.0114082+0.00644611j -0.00220024+0.0162456j -0.0128805+0.0117582j -0.00159548+0.0194987j 0.00864727+0.0241017j -0.0039055+0.00698096j 0.00991938-0.0147715j -0.0125476+0.00791099j 0.00872073+0.0183338j -0.0235922+0.00227982j -0.0125803+0.0058729j -0.0158772+0.0188559j -0.000465871+0.0150709j 0.00714914-0.0212514j 0.035914-0.00172784j 0.00929639+0.0162186j -0.0186895+0.0065025j -0.00758197-0.0061368j 0.00712861+0.0208819j -0.00657334-0.0134779j 0.00851648-0.00774416j -0.00832879-0.011933j -0.00449644+0.0210136j 0.000839371-0.0339455j -0.0162511-0.00662627j -0.017762+0.0197384j 0.0153978+0.0154987j 0.0237482-0.019708j 0.0400458-0.000697126j -0.0270277+0.00762132j 0.0103901+0.0215489j -0.0205233+0.00670639j 0.00841574-0.0178877j -0.00314649-0.00704381j 4.60567e-05+0.0240889j -0.00855937+0.0206701j 0.00583917-0.0023338j -0.000244535+0.00655194j -0.0159707+0.0124778j -4.4215e-05-0.00663399j 
0.0526708+0.0127189j 0.072536+0.0782002j 0.00672116+0.00966138j 0.0147992+0.0530773j -0.0217476-0.0196127j -0.0256276+0.0901073j 0.0182278+0.0780757j 0.021816-0.0750783j -0.0751108+0.0588118j -0.120854+0.0419927j -0.0287126+0.0270545j 0.00440928+0.0670048j -0.00596377+0.0340757j -0.0348776+0.012887j -0.10279-0.0681162j 0.00727709-0.0343095j -0.00796404+0.00170242j -0.0489323+0.0282733j 0.0365594-0.0265877j 0.0296931+0.0109425j 0.0470653-0.0287158j 0.0266403+0.0177911j 0.0239903+0.0256042j 0.0426377-0.0342027j -0.0547402-0.0288913j 0.00847749-0.069917j -0.00304951-0.0687106j 0.00274881-0.0358042j -0.0502992-0.00670618j 0.0284613-0.0639686j 0.0174136-0.0249234j -0.0250629+0.0913112j -0.055901+0.0355466j 0.0407626+0.00822718j -0.0353836+0.0547929j 0.00667038-0.0100442j 0.0212179+0.0106388j -0.00026486-0.0177114j 0.0030276+0.0754314j 0.0492186-0.0450987j 0.0219633-0.000827161j 0.00652193+0.0850219j 0.0113396-0.000753803j 0.015737+0.0401138j 0.0114186-0.0100042j 0.00148375-0.0175656j -0.0185045-0.00821484j 0.0319283-0.00101913j -0.0387101-0.00676927j -0.00380376-0.0554107j 0.0265823-0.00222998j -0.00610019-0.0166316j 0.000599814+0.0254675j -0.00017002-0.00689293j 0.00486072-0.0160621j -0.0193412-0.0284652j -0.00868191+0.00942033j -0.0230768+0.00863717j 0.0118151-0.0103173j -0.0145808-0.0193682j 0.00127635+0.0361501j 0.004631+0.0028835j -0.0341527+0.0448931j -0.0201341+0.0362472j 5.94691e-05-0.0040838j -0.0010285+0.00242161j 0.0306645+0.0235877j -0.00537155-0.0337453j 0.0134703+0.00661412j -0.0342692-0.0256603j 0.0215942-0.0174781j -0.0143835+0.0264273j -0.0128139-0.00964081j -0.0179141+0.0045977j -0.0231116-0.0220789j -0.0266486-0.0285227j 0.0175388+0.0128257j 0.0115455+0.0246018j 0.0156812-0.0224221j 0.00389307-0.0352286j 0.0160662-0.00679541j -0.0234875-0.0244313j -0.0193022-0.0483192j 0.00567799-0.0387158j -0.00204364+0.000601915j 0.0436017+0.00169486j -0.00803143+0.0214008j -0.0111151+0.00890165j -0.0184469-0.0342387j 0.00893274+0.0403289j -0.021246+0.0168167j 0.0148188-0.0440486j 
0.114279+0.112231j -0.0489039+0.0148762j -0.0357655+0.0176729j -0.0325223+0.0668208j -0.00696224+0.0406562j 0.0459759+0.00115545j -0.0244793+0.0587307j -0.0102228-0.0343169j -0.108884+0.0947245j 0.0131508-0.022449j 0.0926872-0.0216581j 0.123741-0.073722j -0.0445158+0.116717j 0.00403914-0.0382578j -0.0669755+0.00923901j 0.0538844+0.0134071j 0.01439+0.03461j 0.0368119+0.010988j -0.0238089-0.0188348j -0.0223098+0.039154j -0.0403066+0.0391554j -0.0438034-0.0369332j -0.00997455+0.0195846j 0.031942-0.0116391j 0.0331807+0.0306532j -0.000766187+0.0129494j 0.0195657-0.0302772j -0.0516215-0.0198585j -0.00342095-0.00693032j 0.0335244-0.000914101j 0.0118706-0.0347407j 0.0231704+0.0290142j 0.0012185+0.0365501j 0.00809817-0.0158205j 0.0325713-0.00424437j -0.0104474-0.0049247j -0.00702293-0.0111428j 0.0157237+0.020806j 0.0246716+0.0209807j 0.0024141-0.0379326j -0.00441845-0.00050243j 0.0114617-0.0154875j 0.0544606+0.0124914j -0.0248507-0.0256249j -0.00860062-0.0195621j -0.0437347+0.0289854j -0.0446585+0.0513818j 0.00374245-0.0321884j 0.00963572+0.0121822j -0.0359362+0.0279494j -0.0476993-0.0149463j -0.0138426-0.00973168j 0.00271552-0.0158836j -0.0291892+0.0157248j -0.0234701-0.0508488j -0.0261008+0.0222969j 0.00813236+0.0306228j 0.00190651-0.0114397j -0.0224973-0.000199437j 0.0224489-0.0259119j -0.00631794+0.00256906j 0.0068274-0.00911253j -0.0324841-0.015723j 0.0538218-0.00192814j -0.00120011-0.015226j 0.020123+0.0028185j 0.0290345-0.0185986j -0.0267602-0.0426215j 0.00680939+0.018897j -0.0454399+0.0081272j 0.0320569+0.0398139j -0.0312451+0.0266463j -0.0230094-0.0295112j 0.0183189-0.000406443j -0.0763838+0.0250572j -0.0107019+0.0151403j 0.0417865+0.0193999j 0.0197864-0.0208132j -0.0246029+0.0246504j -0.00335124-0.000787717j -0.00433496+5.3323e-05j -0.0098917-0.0284254j -0.0487819+0.00125103j -0.013314+0.00149184j -0.0376927+0.00168287j 0.0786552-0.00829418j 0.0126612-0.0407154j 0.00231857-0.00929387j -0.0491541-0.00514823j -0.0130682-0.0263951j -0.0556523+0.0504991j -0.01142+0.00403422j 
-0.0321267+0.0247182j -0.134974-0.0995301j -0.0231396+0.0241769j 0.0148592+0.016064j -0.01295-0.102121j 0.0685412+0.0638938j 0.0195556+0.0139054j 0.00678463-0.0328227j 0.125553-0.00164161j 0.122791+0.0526739j 0.0834631+0.0725187j -0.14591-0.0083417j 0.0382023+0.0108794j 0.0789638-0.0456507j 0.0226583-0.0139284j -0.0581647+0.0133j 0.0171887+0.00135672j 0.0281141-0.033853j -0.00838551+0.00229087j 0.000969225-0.0436236j -0.00754337+0.0299214j 0.0201796+0.065981j 0.0013077-0.0162084j 0.0236376+0.000464555j 0.0366446-0.0169287j 0.00592278-0.0160054j 0.00843281-0.0348835j 0.0364082+0.0384614j 0.0173604-0.0217093j -0.00206826-0.0441042j -0.0545432+0.0314034j -0.0303196-0.0287319j 0.00194079+0.0678412j 0.00262519-0.0133837j 0.0167906+0.0322733j -0.0038476+0.01035j 0.0224359-0.0222615j 0.0275358-0.0249234j 0.0570885+0.00322562j -0.0105948-0.0442247j 0.0161385-0.0350219j -0.0218464-0.0192443j 0.0820906+0.0477733j -0.0343842-0.0354918j -0.015369+0.0184484j -0.0188503+0.0050912j 0.0100793-0.0108788j -0.0153607+0.000709821j -0.062115-0.0188118j -0.0211916+0.0537373j -0.0277855-0.0100209j 0.00779832-0.00230364j 0.00659734+0.00962782j -0.0202187+0.01769j 0.000542279+0.0181805j 0.00104428+0.0108318j -0.0503574+0.00980705j -0.0138999+0.0284024j -0.0181383+0.00505722j 0.00754492-0.0216359j -0.0301788-0.0214497j -0.0100084+0.0191488j -0.0153638+0.0374494j 0.0418758-0.0393499j -0.000990903+0.0291932j 0.00365011+0.00529222j -0.00175721+0.00871578j 0.01654+0.0243406j 0.0272064-0.0519899j 0.0232217-0.00900477j 0.0100003+0.0111148j 0.0464466-0.00946831j 0.00101171+0.0213443j -0.0672054+0.014225j 0.0162193-0.00537684j -0.0438909-0.0262148j -0.00898564+0.00579178j -0.0121759-0.0320868j -0.0290078+0.0222323j -0.0108917+0.04668j -0.0243505-0.0275532j 0.0323732-0.0448475j 0.0124288+0.0473637j 0.0354533+0.0740504j -0.00784212+0.0367528j 0.021907-0.03977j 0.00597617+0.00905613j -0.0019401-0.0020378j 0.0317349+0.0252028j -0.00844097-0.0155535j 0.0109797-0.00082122j -0.0231238+0.0429419j 
-0.0880892-0.0618354j -0.00122817-0.00721793j -0.00906538+0.0315513j 0.0227586+0.0229959j -0.0327377+0.0413861j -0.0164748-0.0106406j 0.0896232+0.0750157j -0.0555414+0.00285705j 0.0702708+0.0947155j -0.0804588+0.0170261j -0.0556535-0.0660433j -0.00986516+0.007507j 0.0156392+0.0420686j -0.0840206-0.0634705j -0.00909484+0.0256773j 0.0240511-0.0037781j 0.0202317-0.0314077j -0.0020065-0.0538559j 0.0438501+0.0250136j 0.070601+0.0375934j 0.0708867-0.0104963j -0.0448151-0.0407359j 0.0575941+0.0417505j -0.00909983-0.0468465j -0.0160274-0.0611907j 0.0215861-0.0360681j 0.00145871-0.0218128j 0.00767142+0.0168515j -0.0513572-0.0117423j -0.0442523+0.0226514j -0.0173676+0.00287793j -0.0285529+0.00705555j 0.0591525+0.0151252j -0.0350536-0.000660677j 0.0311931-0.00392452j -0.006491+0.00377897j -0.0549941+0.0213568j 0.0325471+0.000996679j 0.0314666-0.0170446j -0.0105526-0.0115616j -0.0123846-0.0121359j -0.0111094-0.0159336j 0.0282444-0.0437863j -0.0269828+0.00159074j -0.0187833+0.00687699j 0.0175668+0.00533291j 0.0228905-0.00932957j -0.000812508-0.0167963j 0.000497964+0.0251319j 0.0339902+0.0255295j -0.00266703+0.00329363j 0.0339887+0.00808762j -0.0158776-0.0240023j 0.0407466+0.0665897j -0.018109+0.00934119j 0.0156613+0.0016735j 0.0260146+0.00862117j 0.0107248-0.00169518j 0.012414+0.0111474j 0.0115647+0.00674145j 0.00537198+0.0637507j -0.0261278-0.00235636j -0.0162833+0.00513598j -0.0186227-0.0253494j 0.0224718-0.00209672j -0.0337469-0.0146286j -0.0166104+0.000711245j 0.0072155+0.002701j -0.026926-0.0616874j -0.010219-0.00808909j -0.00376524-0.00512454j -0.0299411-0.0188839j 0.00457777+0.0101979j 0.0208355+0.0371873j 0.032044+0.0286248j -0.0224137-0.0172394j -0.010612-0.0252782j 0.00255382-0.00496638j 0.00964212-0.0412245j -0.000854687+0.0210057j 0.0240768+0.0225229j -0.0293778+0.0159635j 0.0344175+0.0837284j -0.0226035-0.0144757j -0.026005-0.0172715j -0.0498142-0.00566968j 0.0460187+0.0287748j 0.018966-0.01794j 0.00797397+0.0274028j -0.0398703+0.019808j 0.0115063-0.0387007j -0.008888-0.0185327j 
0.0394153+0.0144422j 0.0185397+0.0174058j 0.00943947-0.0103772j -0.0111165-0.0157512j 0.0347515+0.0650784j 0.0328035-0.0392592j -0.0244682-0.0337178j -0.0021745+0.0781697j -0.0375272-0.0605415j 0.054934+0.00534962j 0.0477334+0.00620525j 0.130204-0.00712615j 0.0180922+0.0645729j -0.0247716+0.0268192j -0.0111717+0.031783j 0.00713069-0.00427329j -0.0228238-8.76766e-05j 0.00262177-0.0235464j -0.0683804-0.00396828j 0.0158098-0.0124014j -0.0288581-0.0407611j -0.00705916+0.0185109j 0.000963296-0.0459311j -0.0676893+0.0169142j 0.00387694+0.0373193j -0.00461213+0.0294907j -0.0272676+0.0433957j -0.0301203-0.0137034j 0.0171256+0.0117382j 0.00948712-0.00344455j -0.0460154-0.00888589j 0.0087412-0.002474j -0.0146512-0.0437578j 0.00450499-0.00875391j -0.0131677+0.0240758j 0.003876-0.0276114j -0.00941349-0.0282982j -0.0144344-0.0161839j -0.0137031-0.00905658j 0.00694294+0.00622982j -0.000471298-0.0159437j -0.00240182-0.0175309j -0.00327884+0.0252414j 0.017224+0.022831j 0.00610733+0.0109479j 0.0264467+0.0232757j -0.000871311-0.00455315j -0.000576896-0.00214156j 0.00423459+0.00114245j 0.00747385-0.00598899j -0.00705942+0.00742717j 0.00130218+0.00632172j -0.00795351-0.000226987j -0.0203725+0.0112935j 0.00780578-0.00564037j -0.0234531+0.00353924j 0.00156849+0.0151695j 5.21992e-05+0.0102484j 0.0120518-0.017425j -0.0244362+0.00973949j -0.0139156+0.0190716j 0.00130169-0.00231067j -0.00765681-0.00876448j -0.00639483+0.0262353j -0.00807105+0.00148276j -0.00605704-0.0365086j 0.0051837-0.0121563j -0.00419494+0.0216184j -0.0126362+0.0124317j 0.015648+0.0161989j 0.00809844+0.0142489j -0.00679506-0.00240213j 0.0146832-0.00296048j -0.00437521-0.0331765j -0.0105759+0.0111853j -0.00351963-0.0127907j 0.0186369-0.018761j -0.0123256-0.0045214j -0.0155847+0.0136133j 0.0117895-0.0238725j -0.0177592-0.00961656j -0.00177418-0.00443986j 0.00486875+0.012083j -0.0132874-0.00238903j 0.0159722-0.0201374j -0.0037936+0.0122793j 0.00253686+0.0189501j -0.00502232-0.0080143j -0.0120432-0.0023358j -0.00860586-0.0145692j -0.0130122+0.0113571j -0.00444063-0.00475992j 
0.00449556-0.00564749j -0.0231604-0.0315064j -0.0119469-0.0302342j -0.0340765-0.0265849j -0.00670405-0.0117135j 0.0260306+0.0593116j 0.0258139-0.0455523j -0.00985458+0.00665005j 0.0244444-0.0387684j 0.067823-0.0201921j 0.00888683+0.0458559j -0.0200756-0.0718456j -0.0539656-0.0389505j 0.0146565-0.0586072j 0.027504+0.0540035j -0.042852+0.0341414j -0.0158454+0.046617j 0.0228295-0.00278719j 0.0147202+0.0373049j -0.0225531-0.00681403j -0.0539367+0.0058974j 0.033073+0.00254416j -0.0160205-0.0149983j 0.0318988+0.101342j 0.0378667+0.00782424j 0.020835-0.00604253j 0.0442453-0.0237718j -0.00714138+0.0391173j -0.0373927-0.0422645j 0.0250378-0.0117225j -0.0189162+0.047415j 0.0165811+0.049707j -0.0640449+0.0688513j 0.0157565+0.00558919j 0.0367139-0.0131251j -0.0123238+0.00765837j 0.000300203+0.0313592j -0.00650731+0.0253153j -0.0169894+0.00970251j 0.00563243-0.0193397j -0.0168328+0.0100301j -0.00193753+0.00742394j -0.00128103-0.00224805j 0.0206436-0.0261039j 0.0313855-0.0131891j 0.000329874-0.0113686j -0.0325307-0.00222035j 0.00372409+0.00698579j -0.0055861+0.00695289j 0.000836332-0.00876649j 0.00490002+0.0186656j -0.0399897-0.00620762j 0.0329135+0.00908704j 0.0183422+0.00400533j -0.0190988-0.00884395j -0.00497945+0.0277273j 0.0264778+0.00956508j -0.00917401-0.00600694j -0.0240374+0.000632582j -0.0322355-0.0115733j 0.0336837+0.0213812j -0.0228101+0.00933059j 0.0258821+0.0131282j -0.0105285-0.00803364j -0.00527725+0.0192341j -0.00387362-0.00124807j 0.00180199+0.0127907j 0.00879419+0.00544314j 0.0297583+0.0174042j 0.0122267+0.0157469j 0.00975296+0.00126966j 0.00484973+0.00544232j -0.000960754-0.00104686j -0.0111699-0.0158627j 0.014586-0.0115776j 0.0174443+0.00567217j -0.0167336+0.0263434j -0.0335248+0.00227339j -0.00883253+0.025865j -0.0127217-0.00225596j 0.0338191+0.0221712j -0.00902579+0.0297802j -0.0052024-0.0155888j 0.0225232+0.0111753j 0.0130795+0.0116866j -0.0148232-0.00168103j -0.0105546+0.029235j 0.0160368+0.0168673j 0.00109248-0.00594588j -0.00755521-0.0112317j 0.00588215-0.00189589j -0.00876756+0.0119813j 
0.00622991-0.0237977j -0.0132116+0.0228998j -0.0697339-0.128668j 0.0209549+0.0419987j 0.0260253+0.0585066j 0.0428049+0.109102j 0.116592-0.0544687j -0.0467578+0.0122679j 0.0170683-0.112235j 0.0574317-0.00965617j -0.00199465+0.0238269j 0.0333609-0.019092j -0.0179013-0.00234206j 0.0475782+0.0303019j 0.0364029-0.00655329j -0.0403678+0.0793559j 0.0839882+0.0385489j -0.000223262-0.0307388j 0.0296588+0.0321664j 0.0145835+0.0397677j -0.0188204+0.0416983j -0.0549252+0.0154404j 0.0290838+0.0281592j 0.0600245-0.00581034j 0.0706935-0.0413312j 0.0100962+0.00926066j 0.0492726-0.0275174j 0.0234494+0.0121279j -0.0323169-0.00887897j 0.0540273+0.0137286j 0.0233015-0.0561605j -0.0027768-0.029232j -0.0377659+0.0353578j -0.00945222+0.0258223j -0.0248904-0.0224004j -0.0038107+0.0335937j 0.0262281+0.00300373j 0.00712256-0.00630694j -0.00836566+0.0201474j -0.00453809+0.00598875j 0.0142435+0.0350531j -0.0241293+0.00794408j -0.0231943+0.0108236j -0.000856717-0.047507j -0.0307054-0.0143728j 0.0209511-0.0296453j -0.0166845+0.000512943j -0.0218731+0.0185076j -0.00134407+0.00281202j 0.0117689+0.00840842j 0.00254813-0.0268135j -0.00430845+0.0134479j -0.0158547+0.0109458j 0.000102911-0.0207315j -0.0166629+0.00632402j 0.0444295+0.0044754j 0.00661583-0.00697158j 0.00629728-0.00887363j -0.0205069-0.00267618j 0.0369945+0.00836184j -0.0146507-0.00730644j 0.00576306-0.0142601j -0.0127322-0.00211181j 0.0179909+0.00530323j -0.000279528-0.00817421j 0.0160225+0.0127323j -0.0175607+0.0358772j -0.0137575+0.0189914j 0.0495996-0.0116406j -0.0111615-0.00874548j -0.00854801+0.0290535j 0.00671264-0.031644j -0.0408208-0.0178766j -0.0140008-0.0343115j -0.0108498-0.00441988j 0.0375745+0.0185661j -0.0238657-0.00229205j -0.0471948-0.00858328j -0.00782227+0.00940849j 0.0212936+0.00653282j -0.0231398+0.0548328j 0.0056069-0.0426037j 0.0264328+0.0237736j 0.0235582+0.0231009j -0.0119979-0.0385831j -0.00963008-0.00687458j -0.0266544+0.0273046j -0.00819323-0.0294938j -0.00678681+0.0398405j -0.0383074-0.0175451j -0.00352918-0.0240061j 0.0112367-0.0363742j 
0.0738371+0.0723503j -0.0095964-0.0159659j -0.00061266+0.0638458j 0.0126766+0.134333j -0.0277793-0.0493571j -0.138951+0.0115108j 0.0147571+0.00761959j 0.0285513-0.0596876j -0.0154102+0.0442197j 0.02251+0.0125134j 0.0297263+0.018166j -0.0405279-0.0331007j 0.0149543+0.0388446j -0.00128378+0.00107145j -0.0567486-0.0596179j 0.0108095-0.000381779j 0.0384301-0.101306j -0.0554257+0.034079j 0.0408304+0.0709079j -0.0407209+0.0097082j -0.0264595-0.0279759j 0.00112621+0.0482119j 0.00268207-0.0459652j -0.00290787-0.0536922j 0.0476794-0.0292263j 0.015879+0.00734213j -0.00790884+0.00713543j 0.000773879+0.0180518j 0.0487095+0.0642299j -0.0330571+0.0214703j -0.0203961+0.0028739j -0.032308-0.0189044j 0.00502804+0.00899305j -0.0492717+0.0700589j -0.029489-0.0336791j 0.0316691+0.0389818j -0.0293609-0.0310733j -0.0121254-0.0055673j -0.00723256-0.0199406j -0.00723917-0.00958456j -0.00344169+0.0112982j 0.00692036+0.0174268j -0.0183674-0.00492358j -0.024361-0.0174264j -0.0343149+0.0146562j -0.00889286-0.0303157j -0.0292604-0.0105589j -0.00589272-0.00376944j 0.031079+0.0109711j 0.000403319-0.0289967j -0.00684046-0.0307163j -0.00618368-0.00575162j -0.0206729+0.0237495j -0.00957998-0.00649038j 0.0248297+0.005811j -0.0487515-0.027686j 0.0183962-0.0011258j 0.00593604-0.00473126j -0.0205813-0.0247195j -0.00946611+0.00370931j 0.0210358+0.00824449j -0.00275097-0.0209313j 0.00966919+0.000976857j 0.00591679-0.0177497j 0.0138435+0.0125301j -0.036138+0.02114j 0.0437703+0.0106672j 0.00698223-0.00994178j -0.0101862-0.0100759j -0.0138625+0.00836043j 0.0228206+0.0358228j -0.0632228+0.02146j -0.00777969-0.0190435j 0.0416479-0.0326406j 0.00236078+0.0165013j 0.0278509+0.0206919j -0.0129295-0.01201j 0.0012928+0.0177144j 0.0142143+0.00208636j -0.0105163-0.0176632j 0.041851+0.000308958j -0.0559224-0.0133294j -0.000299559+0.0117349j -0.0401972-0.0572359j -0.0464573-0.0113746j -0.00114151+0.00777667j 0.0123202+0.00543715j 0.032214-0.0119702j -0.0135503-0.00650513j -0.0501333-0.00561299j -0.0349029+0.0510472j -0.0343315+0.0187883j 
