-0.170494-7.63278e-17j -0.023228+0.018648j 0.0245691+0.0201794j -0.0633758-0.117249j 0.0256684-0.0204579j -0.0170558+0.0120414j -0.0272703-0.118833j -0.00226025+0.00919296j -0.0158288+0.0484265j 0.028348-0.0282153j 0.00582705+0.0289634j 0.00197049-0.0374777j 0.0243717-0.00252095j 0.0102505+0.0537856j -0.0258672+0.00410169j -0.00424358+0.00539103j 0.0157228-0.0142981j -0.0150153+0.0033707j 0.00104408-0.0234847j -0.0258629-0.0111243j 0.0120298+0.0144937j 0.00444736-0.0187162j 0.00142122+0.0187917j 0.00276693-0.0330972j 0.0116956-0.0210872j 0.013841-0.00167006j -0.0297548-0.0125918j 0.00356572+0.00298738j -0.0192694+0.0198254j 0.0131796-0.0138843j 0.0103059+0.00524222j -0.010367-0.000478803j -0.0181504+0.00217105j 0.00387197+0.029652j 0.00472072+0.00973585j -0.00856222-0.00429564j -0.0114305-0.00155937j -0.00420576+0.0220001j -0.00142905+0.00336082j 0.00421985-0.0170955j -0.0178935+0.0069367j 0.0205084+0.00232769j 0.00423096-0.0143069j -0.00690981-0.0116057j 0.00269862-0.02216j -0.00951012+0.00384935j -0.00861321+0.0262864j 0.00653461+0.0108838j 0.0134944+0.00452684j 0.0228277-0.0198915j 0.00285005+0.00585665j -0.0157105+0.000155135j -0.00855977+0.00787669j -0.00524755+0.0157593j -0.0132156-0.0212617j 0.0128192-0.00884269j 0.0258263-0.00298425j -0.000718521-0.0128344j 0.0172609-0.0185741j 0.0106174-0.0207094j -0.00749493+0.0442161j 0.00151518-0.00742172j 0.000844165-0.00763294j 0.016544+0.0210422j 0.038761-0.00906478j 0.0118379-0.00633764j 0.0271844+0.0230737j 0.0226501-0.0102378j 0.0118624+0.0379477j -0.0438034+0.0228426j -0.0259945-0.00947935j -0.0152818-0.020628j -0.0130166-0.0351546j -0.0246827-0.0161318j -0.0029863-0.00127697j -0.0108092-0.0199972j -0.0212013+0.0378519j -0.028631+0.0412048j 0.0235059+0.0439602j 0.0415349-0.0211522j -0.00873779+0.0120479j 0.0224312+0.00529671j 0.0124347-0.0463303j -0.0396877+0.0553106j 0.0922127-0.183535j 0.092703+0.218166j -0.389402-0.0470587j -0.045435-0.166087j -0.0386863+0.186677j 0.0745411+0.0245149j -0.0075102-0.0122082j -0.186133-0.028492j 
0.00197049+0.0374777j -0.0127685-0.0036358j -0.0378872-0.026403j -0.0102425+0.0790882j -0.0387202+0.0169547j 0.0111401+0.0205367j 0.0136125-0.050805j 0.019584+0.015961j -0.0490251-0.0457287j -0.0326151+0.000443357j -0.0435428-0.00608109j -0.0458969+2.01228e-16j -0.00151975-0.0246091j 0.046453-0.0190684j -0.0318036-0.0183626j -0.0272783-0.0463188j -0.0223058-0.00281792j 0.0360218+0.0423817j 0.0707219+0.0118105j 0.00330445-0.006895j 0.0562741-0.0230208j -0.022346+0.0378662j 0.0560765-0.00260824j -0.0203778+0.017972j 0.0203396+0.0324424j -0.014424-0.00813475j -0.000282346+0.0254065j 0.0394076+0.0118812j -0.00365084-0.00493738j 0.0364951-0.0497825j 0.0229754+0.0166972j 0.00670723+0.0175834j 0.00922306-0.0261971j -0.0117038-0.0243744j -0.0132987+0.0289578j 0.000835569-0.0469631j -0.0223144+0.0203051j -0.00365114-0.00406196j -0.0298504-0.0100761j -0.0321343-0.0169104j -0.00806919+0.0030978j -0.041609+0.0107129j 0.021268+0.0102429j -0.0273975+0.0506569j -0.040118+0.0451002j 0.0532925+0.0471046j 0.079135-0.0172247j -0.011613-0.0311862j -0.0382441-0.0468415j 0.0471468-0.038349j 0.0159304+0.0262173j -0.016028-0.0195455j -0.026258+0.000132453j 0.011773+0.00119872j 0.0307258+0.0267633j -0.0269869+0.0301057j 0.0140561-0.0342627j 0.0634728-0.0039493j -0.0124597-0.055144j 0.0387922-0.0531737j -0.036375-0.0154023j 0.0506589+0.0222158j -0.0332109+0.05042j -0.0135924-0.0191911j 0.0546453+0.104772j -0.00196513-0.0685105j -0.0601121-0.020659j -0.0320907+0.0127086j -0.169924+0.025636j -0.0235992-0.0574501j 0.0265803-0.00552772j -0.107738+0.0156418j 0.0727936-0.134668j 0.0110984+0.0146551j -0.0895706-0.0466212j -0.0806922+0.0716456j 0.115458-0.0602868j -0.0112356-0.0524104j 0.00985227-0.022385j -0.0687945+0.0529437j 0.117227-0.0847348j 0.00256684+0.0522739j 0.0845346+0.0570217j 0.0198614+0.107707j -0.150029+0.0217109j 0.140862-0.0317959j -0.0243396-0.013841j -0.0113606-0.1057j -0.0297266-0.273595j -0.1674+0.0143957j 0.0150994+0.0344333j -0.00873779+0.0120479j 
0.0243717+0.00252095j 0.0211327-0.0466459j -0.0244523+0.0432379j 0.0124656-0.0203184j 0.0189559+0.0218472j -0.00502208+0.00798623j 0.0176691+0.0476598j -0.00527764-0.026175j 0.0558316+0.00861046j 0.0398758+0.00242787j -0.0722438-0.0647254j -0.00151975+0.0246091j 0.00984196-6.93889e-18j 0.101629-0.0306624j -0.0155123+0.0228969j 0.0552831+0.0479517j -0.0266856-0.00428884j 0.00912601+0.0341623j 0.023024+0.0374167j -0.0419985-0.0152486j -0.00562419-0.034014j -0.0143189-0.0286903j 0.0324257+0.0254258j -0.0394486-0.0162095j 0.0108908-0.00142001j -0.0235224+0.0510911j -0.0187735-0.0126888j -0.011778-0.0406937j 0.0311881+0.02071j -0.014356-0.10001j 0.0121004+0.0388247j -0.0195511+0.0124739j 0.0292283+0.0635541j -0.0117447+0.0183839j -0.00321686-0.0248294j -0.0484518+0.00345118j 0.00175495-0.0057741j -0.00349522+0.0287671j 0.0189615-0.0468941j -0.023011-0.0294849j 0.0205192-0.005871j -0.0179255+0.0109073j -0.0430672-0.000700786j 0.0272901-0.0320602j -0.0194773-0.0132082j 0.00720767-0.00473379j 0.0560313-0.0393249j -0.063741-0.00863563j 0.0266003-0.00879007j -0.0661351+0.019406j 0.0385404-0.0185043j 0.0293836-0.0834143j -0.0250092-0.0123966j -0.00384054-0.0135711j 0.0163825+0.0227369j -0.00520309-0.023749j -0.0194232-0.0597422j 0.0616699-0.0592733j -0.0609349+0.000712608j 0.0919625+0.00410044j -0.0336738+0.0334641j 0.102572+0.0318223j -0.00858794+0.0029258j 0.172328+0.112507j -0.118135+0.0721732j 0.117477-0.0867989j -0.0349925+0.0201799j -0.0680644-0.0974569j 0.0536946-0.220464j -0.0225366-0.0550838j 0.131237-0.145227j -0.0228322+0.0966775j 0.0463835-0.0606903j -0.050113-0.0547141j 0.0636388+0.0153726j 0.0566166-0.0200364j -0.0662695-0.0518232j 0.129554+0.0393787j 0.0575454+0.0021305j -0.0647222-0.121897j -0.0687945+0.0529437j -0.100361+0.0620302j 0.0645266-0.0887178j -0.0859637+0.00395107j 0.0679639-0.0857355j 0.0627596-0.0669704j -0.0451778-0.00966982j 0.00114003-0.000515288j 0.0382549-0.0321689j -0.0401681-0.0643968j -0.0167983-0.0733712j 0.0415349-0.0211522j 
0.0102505-0.0537856j -0.0296888+0.0140782j 0.0198026-0.0375647j 0.0492112-0.000280401j 0.010222-0.023186j 0.0157601-0.0347713j 0.0474865+0.0123763j -0.0191161+0.0119616j 0.0308741-0.0161343j -0.0502124-0.0125817j -0.0396597-0.0038852j 0.046453+0.0190684j 0.101629+0.0306624j -0.041686-2.22045e-16j -0.00841389-0.0590196j -0.00324696+0.00581806j 0.00675251+0.0142042j -0.00453277+0.0162819j 0.00674112+0.0527472j -0.059866-0.02501j 0.0242108+0.0664472j 0.0423551+0.00147256j -0.0546542-0.0108654j -0.00545013-0.0338705j -0.0705405+0.0255274j 0.0190595+0.0241103j -0.009684-0.0771033j 0.000392831+0.00245189j 0.0596685-0.0300799j -0.0257478+0.00941017j -0.0207396-0.00858807j 0.0453359-0.0669206j 0.043665-0.0542994j 0.0476612+0.0142947j 0.0196605+0.0345985j 0.0238755-0.0326193j 0.0141896-0.0389j 0.0173457-0.00306086j -0.00704744+0.034459j -0.0363197+0.0210378j -0.0306869+0.00406588j 0.0597967+0.0112435j -0.0405376+0.0111759j -0.0377867+0.0162689j -0.0153423+0.0543539j -0.0297481+0.0395395j -0.0596146-0.0148595j 0.0203912+0.0103719j -0.00624789+0.0298909j -0.0501127-0.0610322j -0.0144923+0.047404j 0.0019167+0.0405284j 0.00932112+0.00684612j 0.0149497-0.0106876j 0.0373636+0.033832j -0.0254913-0.0448147j 0.0187388+0.0310624j 0.0742238-0.0241506j -0.0351049+0.0328403j 0.00157017-0.0747987j 0.00839839+0.0837028j 0.0869799-0.065021j 0.0597933+0.116995j 0.0613204-0.0796636j 0.121658+0.108114j -0.0576839-0.180063j 0.00685475-0.0152236j -0.137603+0.0913925j -0.117858-0.031048j -0.0674101+0.0812757j 0.0251919-0.050904j 0.120884+0.0566189j 0.0856599-0.0979076j -0.0147168+0.0259523j -0.0452954+4.0583e-05j -0.0740483-0.0591531j -0.0371179+0.0389257j -0.109342+0.00877401j 0.121897+0.150407j -0.0575454-0.0021305j -0.00985227+0.022385j 0.114732-0.132905j -0.0381649-0.0312312j 0.0445989+0.0131923j -0.013194+0.0813073j 0.0309564+0.0206423j 0.00145227-0.00400012j 0.00392625-0.00510372j 0.0535664+0.0555999j 0.0760123-0.0886555j -0.0590193+0.0341637j -0.0235059-0.0439602j 
-0.0258672-0.00410169j -0.0288632-0.0594976j -0.0269571-0.0991265j 0.0330039+0.0683892j 0.0494946-0.00876115j 0.0619573+0.0155941j -0.0228808-0.0236931j -0.00698207-0.0788005j -0.0188417+0.0363326j -0.0092162-0.042746j -0.0122179+0.0232115j -0.0318036+0.0183626j -0.0155123-0.0228969j -0.00841389+0.0590196j -0.0230442-1.04083e-16j 0.0489938+0.029517j -0.0238892-0.0531158j 0.0102147-0.0464404j -0.027913-0.0162881j 0.0315611+0.0172181j 0.0157941-0.00267958j -0.0269663-0.011665j 0.0330407+0.0415321j 0.0697394+0.0160458j -0.0833775+0.00653181j 0.0196008-0.012538j -0.0436341-0.0358253j -0.0174666-0.0115149j 0.0296336+0.0262058j 0.0512124+0.0701966j -0.0144755+0.0260261j 0.0132557+0.0188051j 0.00762171+0.0188605j -0.0201459+0.0299294j 0.00606207-0.0119319j -0.0150661-0.0552464j -0.00555791-0.0382901j -0.0166327-0.0180403j 0.0202246-0.0266022j 0.0162334+0.0510874j -0.0222261+0.0134525j -0.0202695-0.0498652j 0.0361469+0.00992792j -0.0202064+0.0628249j -0.00418666+0.00433765j 0.0330231-0.00625009j 0.0250387-0.00521837j 0.0714689+0.0396696j 0.0126282-0.0576469j -0.0293065-0.0133361j 0.0277297-0.0186941j -0.0054423-0.00122386j 0.00436874+0.0413283j -0.0599926+0.0308325j 0.0269491-0.0236881j 0.0497578+0.0205932j 0.00333669+0.00371237j 0.00634001+0.0353265j 0.0129014-0.0248002j 0.0238149+0.0488834j 7.50366e-05-0.0455018j -0.00205951-0.0797101j 0.00856268+0.131832j -0.0399327+0.0857542j -0.0790421-0.0816949j 0.136379+0.00676256j 0.0931637-0.0546796j 0.000259244-0.0598329j -0.0575656-0.0101314j 0.0465679-0.128543j 0.0350845+0.0816774j -0.0081153-0.0583834j 0.0445085+0.035034j -0.0197857+0.0198772j -0.109756-0.0473253j 0.0372329+0.00686423j 0.0463417-0.0388132j 0.0149237+0.103336j -0.109342+0.00877401j -0.129554-0.0393787j 0.0112356+0.0524104j 0.117479+0.0416837j -0.0746503-0.0243469j 0.128033+0.0399981j -0.131426+0.205343j -0.039236+0.139827j -0.0159942-0.133725j -0.00530039+0.0164263j 0.203105-0.134356j -0.0234603-0.123051j 0.0019673+0.0160344j 0.028631-0.0412048j 
-0.00424358-0.00539103j -0.0176303+0.0110867j -0.00261058+0.0511416j 0.00487219+0.0194154j -0.0482476+0.0117768j -0.0372206+0.0419464j -0.055976-0.0339196j 0.0534475-0.0084368j -0.00924096+0.00875761j -0.0125718-0.0186208j 0.0014639+0.0264635j -0.0272783+0.0463188j 0.0552831-0.0479517j -0.00324696-0.00581806j 0.0489938-0.029517j 0.00402186+1.00614e-16j -0.0477377+0.010446j -0.0103314-0.0222983j 0.0559707-0.0503419j 0.0321528-0.0393219j 0.080669-0.00446003j -0.00599956+0.00729551j -0.0179185-0.0549932j -0.0144103+0.0391536j 0.0560485+0.0195686j -0.0326724+0.0390835j -0.0168911+0.00203729j 0.011887-0.0346594j -0.057415-0.0440735j 0.0188418-0.0471666j 0.0119521-0.00356856j -0.01873-0.039161j -0.019901-0.0705864j -0.013444-0.0614101j -0.018053+0.050533j 0.0188223-0.0386026j 0.00651055-0.00413338j 0.00152125+0.0269629j 0.020384-0.0197041j -0.00620177+0.0164445j -0.00214756-0.0672963j -0.00338178-0.00291639j 0.0142787-0.0226509j 0.0243453+0.0652041j 0.0438464-0.0273079j 0.0268962+0.0107302j 0.0372891+0.000150923j -0.00336106-0.0254904j -0.00496605+0.0510676j 0.0230675+0.0192672j -0.0235268+0.00817428j 0.00973156+0.0130968j -0.0416549-0.0899532j 0.0220614-0.001114j 0.00817669-0.059545j 0.025745+0.0301757j 0.0567386+0.0117443j -0.0190873-0.110226j -0.0842818+0.0433405j -0.0594471-0.000942163j 0.050834+0.0179948j -0.115868-0.0201083j 0.0970033-0.144173j 0.0186793-0.00519954j 0.0193725+0.0723981j -0.0491197-0.0331884j 0.00861493-0.058659j 0.0930098-0.0237682j 0.0016048+0.0806468j -0.0824012+0.0807961j 0.0149282-0.0126125j 0.011589-0.0866275j -0.0637247+0.00529349j 0.0158953-0.1242j -0.0184271+0.0949266j -0.0533546+0.0543229j 0.0628576+0.0172239j 0.0463417-0.0388132j -0.0371179+0.0389257j 0.0662695+0.0518232j -0.115458+0.0602868j -0.0455611-0.00176496j -0.0438963+0.00528413j -0.0846592+0.0941459j -0.204058+0.0221037j -0.0787746-0.00374046j -0.0172918-0.050752j -0.0349331+0.258505j 0.0428506-0.0047946j -0.0630595-0.0791832j 0.00263945+0.00764046j 0.0212013-0.0378519j 
0.0157228+0.0142981j -0.0255893-0.00708629j -0.0128888-0.0519953j 0.028852+0.0243546j 0.024022-0.00289867j -0.0120466+0.0544755j -0.0100766+0.0183879j 0.00860355-0.0514299j -0.0169883+0.00494462j -0.0707405+0.0540119j -0.0594345+0.0267544j -0.0223058+0.00281792j -0.0266856+0.00428884j 0.00675251-0.0142042j -0.0238892+0.0531158j -0.0477377-0.010446j -0.059923+7.086e-14j 0.0145266+0.00304902j 0.0630494+0.0048601j 0.00814218+0.0122002j -0.00230944-0.0224722j 1.20669e-05+0.00592874j -0.0238908-0.0452108j -0.0217191+0.00372785j 0.0500992-0.018264j -0.0370155-0.0506243j -0.0202337+0.0394658j 0.00646465-0.00930687j 0.01882-0.0107657j 0.0109728+0.0142877j 0.00987828+0.0163688j 0.035246-0.0234533j 0.0423222+0.0483289j -0.024096-0.017933j -0.0260901+0.00513688j 0.0132688-0.00280681j -0.0620318+0.0189407j 0.0637975-0.00382567j 0.0414759+0.0469956j 0.0379096-0.0427502j -0.0135244+0.00319336j 0.050657-0.0133227j 0.0468292+0.000728308j -0.019571-0.0541942j -0.00600621+0.043281j -0.0541562+0.0702692j -0.0635951+0.0314722j 0.0295573-0.118588j 0.0390175-0.00346693j -0.0355004+0.055333j -0.0300304+0.0280659j 0.0694676+0.0310682j 0.0109472+0.000373629j -0.00442482+0.0937709j -0.018428+0.0101371j -0.0534547+0.0555857j -0.0597308+0.00278758j -0.0423164-0.00164852j 0.152207-0.0810393j 0.0399618-0.0278647j -0.041767-0.00733286j -0.0141799+0.0191817j -0.0435397-0.0494236j -0.0197804-0.0726896j -0.0166948-0.057079j 0.0412403-0.0287444j -0.125674+0.117327j 0.0415002+0.143332j 0.021956-0.016636j 0.0333277-0.0681629j -0.105518-0.0158786j -0.0991343-0.00957089j 0.0268492+0.0378195j -0.00122821+0.0273461j -0.0135889-0.0562682j 0.0693428-0.160071j 0.0533546-0.0543229j -0.0372329-0.00686423j 0.0740483+0.0591531j 0.0566166-0.0200364j -0.0806922+0.0716456j -0.0528441+0.0367851j -0.12599-0.00893337j 0.0420363-0.128192j 0.0749032-0.0170288j -0.119259-0.11278j -0.0656342+0.165297j 0.201781+0.132684j 0.0159379-0.118111j 0.00336469-0.00521311j 0.0216697+0.00040024j -0.0108092-0.0199972j 
-0.0150153-0.0033707j -0.0271508-0.0209755j 0.0113885-0.0293658j 0.0057166-0.0181462j 0.0368143-0.0556069j -0.0072557-0.0111847j 0.0383414+0.0226003j -0.0372906+0.0225728j -0.0456203+0.0553197j -0.0181658+0.034502j 0.0107416-0.0223638j 0.0360218-0.0423817j 0.00912601-0.0341623j -0.00453277-0.0162819j 0.0102147+0.0464404j -0.0103314+0.0222983j 0.0145266-0.00304902j -0.0277115+1.11022e-16j 0.027076+0.0191891j -0.0348827+0.0490967j 0.0504651+0.0343536j 0.0515715+0.0330798j 0.032896+0.0383537j 0.0280188+0.00830887j -0.0577008-0.0178797j -0.0235924-0.0849515j -0.0401687+0.052384j 0.0337421+0.0382098j 0.0740107+0.0466714j -0.0311651+0.0152886j -0.028509-0.025149j -0.0106767-0.0254594j 0.0237532+0.0275392j 0.00644638-0.0426188j 0.0424653+0.0028289j -0.018937-0.00122663j -0.00510896-0.0150934j 0.0649987+0.054254j -0.0391305-0.00466016j -0.0266483-0.000666412j 0.0122606+0.00942601j 0.0340405+0.0225691j -0.0409712+0.0117257j -0.0810357-0.0265231j -0.0486867+0.0141829j 0.00312279+0.0390872j 0.010135+0.0312312j -0.0184463+0.0206043j 0.0789552+0.037942j 0.0343457-0.0193939j 0.0249288+0.017181j 0.0416669-0.0813709j -0.0280319+0.0221089j -0.0749057-0.0393947j -0.0374042-0.0499013j 0.0529167+0.0401784j 0.0615839-0.0118354j -0.00736236-0.0986608j -0.0437876-0.111295j -0.0682208+0.107298j -0.0803474-0.0342526j 0.0205235-0.0940135j -0.0916405+0.067534j 0.0085507-0.0280748j -0.13513+0.12955j -0.0989699+0.132255j 0.0408848+0.147042j -0.00201966-0.0856751j -0.0809163-0.0836535j -0.0291156+0.136773j 0.0252377+0.0521087j 0.0671928+0.0145241j -0.0100498+0.0212736j 0.0130862-0.0471192j -0.0209705+0.150993j 0.0135889+0.0562682j -0.0184271+0.0949266j -0.109756-0.0473253j -0.0452954+4.0583e-05j -0.0636388-0.0153726j 0.0895706+0.0466212j 0.0147347-0.138708j 0.0440993-0.112677j 0.14567-0.123792j 0.00288414+0.129369j -0.0112687-0.122855j -0.0957644+0.000462958j 0.0466276-0.0142754j -0.0234173-0.0542189j 0.0311304-0.00456876j 0.0143506+0.0549638j 0.0029863+0.00127697j 
0.00104408+0.0234847j -0.0230504-0.0273141j -0.00241437-0.00905332j -0.0109209+0.0566263j 0.00169815+0.0228894j -0.0247789+0.0524237j 0.0172502+0.01953j -0.0306016+0.00849757j 0.0642393-0.0227278j 0.0036793+0.0229347j 0.00815911-0.0165368j 0.0707219-0.0118105j 0.023024-0.0374167j 0.00674112-0.0527472j -0.027913+0.0162881j 0.0559707+0.0503419j 0.0630494-0.0048601j 0.027076-0.0191891j 0.016405+1.66533e-16j -0.0662338+0.0484832j 0.0110019-0.00630949j 0.0183964+0.0516373j 0.0591508+0.0303854j -0.01297+0.0325845j -0.0393408-0.0172856j -0.0182229-0.0140641j -0.0418023+0.0366865j -0.0621386+0.00610615j -0.0561845-0.0179403j 0.0194827-0.0211837j 0.0554295-0.0552015j -0.0615304+0.0397229j 0.0363689+0.0123149j -0.00864529+0.00298181j -0.0484234-0.0118037j 0.0432631+0.0114988j 0.0600807-0.0138754j -0.010224-0.044131j -0.107307-0.0320362j -0.0203468+0.014207j 0.0408122-0.0632479j -0.0162678-0.0231049j -0.0144504-0.0533101j 0.0247793-0.0113303j -0.0192817+0.0481294j -0.0493835-0.0663849j 0.0439373-0.020338j -0.0439433-0.0434052j -0.0139399+0.059519j 0.078266-0.00292787j 0.0134344+0.067566j -0.0519533-0.0778913j -0.00117762-0.00763602j -0.00395057+0.0509169j 0.000402486+0.0490086j -0.0297424-0.0907786j 0.0456591+0.064391j 0.068711+0.104276j 0.0919823-0.047219j -0.0124182+0.11662j -0.0661954+0.00912291j 0.0159393+0.0357541j 0.0445933-0.100354j 0.0813881+0.0225032j 0.0106891-0.033618j -0.0670885+0.0614878j 0.0555134+0.121685j -0.0505865-0.0290613j -0.0412257+0.00956597j 0.0259076+0.0464875j 0.0738808-0.0556662j 0.064453+0.0915107j -0.0275361-0.0786618j 0.040111-0.210007j -0.0130862+0.0471192j -0.00122821+0.0273461j -0.0158953+0.1242j 0.0197857-0.0198772j 0.0147168-0.0259523j -0.050113-0.0547141j 0.0110984+0.0146551j 0.184068-0.00929298j 8.48501e-05+0.254596j -0.107471+0.0307498j -0.0584025-0.073185j -0.00406465+0.211826j 0.214169+0.0322779j -0.00567113-0.101534j 0.0489372-0.00716168j -0.014426+0.0223594j 0.0305871-0.00500774j -0.0246827-0.0161318j 
-0.0258629+0.0111243j -0.00366273-0.0235772j 0.0234753-0.0338764j -0.0243242-0.0163046j 0.0605491-0.0019693j -0.00689371+0.0148815j -0.0130145+0.0314366j -0.0220514-0.00755279j 0.0372609+0.00997732j 0.0276981-0.0644602j 0.00355407+0.00707099j 0.00330445+0.006895j -0.0419985+0.0152486j -0.059866+0.02501j 0.0315611-0.0172181j 0.0321528+0.0393219j 0.00814218-0.0122002j -0.0348827-0.0490967j -0.0662338-0.0484832j 0.059159+1.52656e-16j 0.0362886+0.0417209j 0.041341-0.0176513j 0.0186826-0.0099022j 0.00348699+0.0155798j -0.00890278+0.00413471j 0.0254583-0.00401286j 0.0258727-0.00319713j 0.00344865-0.0265496j -0.0198937+0.0613119j 0.0156159-0.0291812j -0.00768527+0.02601j 0.0146104-0.00409704j -0.0403456-0.00336195j -0.00792225+0.078684j -0.00838788-0.00324556j 0.00463587+0.0165838j 0.0169117+0.00602113j 0.0123036+0.0364207j -0.00920339-0.0110983j 0.0447117-0.0277833j 0.0424252+0.0221922j -0.0516051-0.0173343j 0.046918-0.0695735j -0.0213915+0.0221977j 0.0506753-0.0659135j 0.0230236+0.00991995j -0.0553378-0.0343931j 0.0214188+0.00652937j 0.0316924+0.0415057j 0.00711922-0.0621974j -0.0608991-0.0388032j -0.0423931-0.0232783j -0.0364148+0.00914372j 0.00510389-0.0251391j -0.0974428-0.0726514j -0.0809405-0.0525234j -0.0547109+0.030863j -0.101128-0.0309261j 0.107182-0.0765661j -0.101582+0.066533j 0.0555967-0.252975j -0.0143549-0.0865031j -0.0192106-0.0883545j 0.071481-0.136777j 0.114196-0.0721457j 0.0542764-0.0453176j 0.01904-0.00835845j -0.0430371+0.0308124j 0.0518077-0.0252808j 0.192437-0.000225698j 0.095215-0.0383265j -0.043245+0.0193966j 0.161312-0.240248j -0.0275361-0.0786618j 0.0100498-0.0212736j 0.0268492+0.0378195j 0.0637247-0.00529349j -0.0445085-0.035034j -0.0856599+0.0979076j 0.0463835-0.0606903j 0.0727936-0.134668j -0.0489783+0.0502262j -0.0456172-0.00445478j -0.0133621-0.060853j 0.107923+0.00811986j 0.00511687-0.0793976j 0.00862174-0.0611367j -0.0250233-0.0598053j 0.0615601-0.0226608j -0.0310781+0.0109211j 0.0209828+0.0085091j -0.0130166-0.0351546j 
0.0120298-0.0144937j -0.00148881+0.00882973j -0.00208631-0.00615435j -0.0175159-0.00534788j -0.00487629-0.00426034j 0.0253861-0.0763702j -0.00821835+0.0227549j -0.0194994-0.0052863j 0.00480272+0.0465024j -0.0424667+0.000148896j 0.00175544+0.0741058j 0.0562741+0.0230208j -0.00562419+0.034014j 0.0242108-0.0664472j 0.0157941+0.00267958j 0.080669+0.00446003j -0.00230944+0.0224722j 0.0504651-0.0343536j 0.0110019+0.00630949j 0.0362886-0.0417209j -0.0273038-1.38778e-17j -0.0407666-0.0699627j -0.0218339-0.0410383j 0.0429035+0.0384551j 0.0492482+0.0112519j -0.0252786-0.00825877j -0.0486416-0.0267691j 0.0356134+0.0108985j -0.029793+0.0664889j -0.0291617+0.00454252j -0.0602521+0.0169238j 0.0111932-0.0536236j 0.0420477+0.0901872j 0.00403959-0.0395208j -0.00808527-0.0404209j -0.0232938-0.00698753j 0.000211195-0.0101984j 0.0141694-0.0058805j 0.0086252-0.000947891j 0.0420632+0.0232847j 0.00715531+0.0153065j -0.0633181+0.0051218j -0.0156439+0.013978j 0.0347977-0.0405061j -0.00261434+0.00248453j -0.0565668+0.0309915j -0.0184574-0.03071j -0.0390986-0.0470212j 0.0187467+0.035269j -0.00324376+0.065116j -0.0125356+0.0498756j 0.0420389+0.00333171j 0.076624+0.0128232j 0.00441401-0.0381571j -0.0230802-0.0480672j -0.0581968+0.121891j -0.043903+0.107358j 0.0239122+0.0585872j 0.134947+0.0454341j -0.020167-0.0285573j -0.087524-0.00127681j 0.0866626+0.0789927j 0.0585577-0.0907367j 0.0854617-0.0388951j -0.173936+0.0179013j -0.100771+0.00916608j -0.0588779+0.2343j 0.0719006-0.0145301j -0.0246032+0.0313089j -0.110774-0.0777311j 0.0101978+0.00558861j -0.0976683-0.136003j -0.043245+0.0193966j 0.064453+0.0915107j -0.0671928-0.0145241j -0.0991343-0.00957089j -0.011589+0.0866275j 0.0081153+0.0583834j -0.120884-0.0566189j -0.0228322+0.0966775j -0.107738+0.0156418j -0.00870993-0.0364713j 0.119506-0.0551931j 0.0308112+0.0543656j -0.0117583-0.0123689j 0.0818969-0.0596075j -0.109246-0.11375j -0.141549-0.00593843j -0.022632+0.0333004j 0.0116801-0.0127849j -0.0228303+0.03328j -0.0152818-0.020628j 
