-0.0117854+8.67362e-19j -0.00476045-0.000168851j 0.000720185-0.000243547j 0.0148588-0.0017155j 0.00432807+0.000252437j 0.00358235+0.0023066j 0.0217262-0.00167638j 0.00199685-0.000210221j 0.0101199-0.00245476j 0.0124583+0.00104409j 0.0138715+0.00264818j 0.0219406-0.00178599j 0.0343754-0.00123827j 0.000266981-0.00375797j 0.00021818+0.00164054j -0.0126608+0.000880911j 0.0129832-0.000694804j -0.00724026-0.00134059j 0.0195359-0.00124138j 0.010896+0.00160457j -0.000160141-0.000662927j 0.00769387-6.95447e-05j -0.0185424+0.00243161j -0.00661086-0.00221808j 0.00451118-0.0002121j -0.0232284-0.000317594j 0.0149367+0.000230501j -0.00344375+0.00040992j -0.00653137+0.00345449j -0.00514684-0.000463396j -0.00239753+0.000926865j 0.00484125-0.000285059j -0.00187039+0.00197554j 0.0115236+0.000250006j -0.00949325+0.000744303j 0.00198918-0.00109575j -0.00290218-0.00168302j 0.00946082-0.000430672j -0.00112919+0.000250562j 0.00341691+0.000824491j -0.00868516+0.00139017j -0.011646+0.00085513j -0.00800035+0.00019972j -0.00355714-0.000303181j 0.00618067+0.00582125j -0.00141566-0.00279019j 0.00509385+0.000960467j 0.000821385+0.00207507j 0.00675379-6.55989e-05j 0.0086642+0.000589682j -0.0133536-0.000152934j 0.00260197+5.80559e-05j -0.0113638+0.000641438j 0.00100391+0.000696135j -0.0164185+0.00013424j 0.000400196-0.00291988j -0.00159161+0.00252274j -0.00937586+0.000661861j -0.0114982+0.00118184j -0.00774516+0.00130928j 0.00926349-0.00210525j -0.000704218+0.00136352j 0.0126103-0.0010901j 0.00922064-0.00542121j -0.00796526+0.00133486j -0.0157987+0.000814973j -0.0280675+0.00224118j 0.00175595+0.00164446j -0.00844338+0.0047991j -0.0219623-0.00242004j 0.0267412-0.000355131j -0.00394644+0.00272114j 0.0250199-0.00803353j 0.0154897+0.000221613j 0.0226464-0.00163246j 0.0153281-0.00118777j -0.0400507+0.00236393j -0.0377675-0.00273136j 0.0482535+0.0164599j -0.1155+0.0161107j -0.0360225+0.00872155j 0.0775302+0.0073706j -0.0188539+0.014168j -0.0604127+0.000544965j -0.0153802-0.000400412j 0.0104045-0.0060812j 0.0275442+0.0031751j -0.0290136+0.00425416j -0.00343609-0.00935274j -0.0489117-0.00191703j 0.000540216-0.000259078j -0.0629963-0.00905979j 
0.0219406+0.00178599j 0.000694965-0.00279086j 0.000847536+0.000368151j -0.025385-0.000170779j -0.00498194-0.00159416j -0.000562239+0.000886073j -0.0198301+0.000914383j 0.0063883+0.00175755j -0.0132913-0.00159863j -0.0116069-0.000476711j -0.0304691-0.00362751j -0.0332956-5.55112e-17j -0.0231687-0.000586208j 0.00713049-0.000613775j 0.0214079-0.00164633j -0.0114264-0.000757323j -0.0293712+0.00278684j 0.0346837+0.00159754j -0.0105442+0.00151185j -0.00756147+0.00178134j 0.00803131-0.00211684j -0.0123666+0.0022744j -0.000494738-0.00431692j -0.010373+0.00136091j -0.0104821+0.0038575j -0.0374186-0.000227715j -0.00760038+0.00255891j -0.00173427+0.000445869j -0.0222827-0.000331056j 0.01025+0.00156976j 0.00310541-0.000933812j -0.00462714+0.00545813j -0.0354064+9.40265e-05j -0.00282804+0.00127276j -0.0161922+7.8925e-05j -0.00327086+0.00273214j 0.00377436+0.000715239j 0.0174699+0.00318246j 0.000400354+0.000999058j -0.0128846+0.00144762j -0.0432862+0.00292407j 0.0180319+0.00118579j 0.0198657-0.00107449j -0.00817965-0.000295096j 0.0177921+0.0180974j 0.0318805+0.0129261j 0.0197398+0.0159058j -0.0172937+0.00198421j -0.0167794+0.000915526j 0.0121279-0.00142327j -0.00566237-0.00276612j -0.0527394+0.00401864j -0.00619001-0.00220402j 0.0133484+0.00151054j 0.0528377+0.00447514j 0.023456+0.00239525j -0.0504567+0.00146607j 0.0230681+0.000140787j -0.048472+0.0010471j 0.0110858+0.00165207j -0.0254318+0.00227604j -0.0867248-0.000212381j 0.0343107-0.00426784j -0.102125+0.00668973j 0.0733609-0.000212109j 0.163419+0.00177497j -0.0460678+0.00999336j -0.0193249-0.00134681j -0.0043035-0.0108382j -0.0126381-0.00670637j 0.00664843+0.00171438j 0.0424635-0.000645362j 0.0326282-0.00646531j -0.0368411-0.00208057j 0.0587114+0.000679463j -0.0839453-0.001124j 0.0778467-0.00234561j 0.011171+0.00439172j 0.136444+0.00489518j 0.169209+0.000334446j 0.146-0.00850746j -0.00504287-0.00489785j 0.100178+0.00274958j 0.0386622-0.00217834j -0.0163769-0.00644443j -0.023025-0.00785215j 0.0340875-0.00129614j 0.0842431-0.00140996j 0.0547168-0.00187492j 0.022103-0.00667859j 0.0423189+0.00440147j -0.0360225+0.00872155j 
0.0343754+0.00123827j -0.00210151-0.00463496j 0.00182649+0.0038574j -0.0246186-0.000809464j -0.00670005-0.00104526j -0.00988597+0.00281515j -0.0413697-0.00166241j -0.0126457+0.0022959j 0.00682833-0.00188522j -0.00973646-0.00120669j -0.0286415+0.0020449j -0.0231687+0.000586208j 0.00276298+2.09034e-16j -0.0652673+0.0018373j 0.00504909-0.00219009j -0.00591444+0.00139832j -0.00828791-0.000153976j 0.0121594-0.00015663j -0.0289056+0.00174492j 0.0160265+0.000864572j 0.036381-0.00198879j 0.0205639-0.000659425j 0.0382526-0.00019453j -0.00270805+0.00105946j -0.0440039-0.00302313j 0.0429784-0.00240622j 0.00509136-0.00262702j -0.0299169+0.000358536j 0.0222708+0.00351874j 0.0060647-0.00246861j 0.0169141+0.000826239j -0.0122227-0.000767493j -0.0129951+0.00196562j 0.0134869-0.00233287j -0.0134875+0.000435803j -0.04351+0.00135694j 0.00261065+0.00291278j -0.0115232+0.000358088j -0.0285532+0.000798251j 0.00993288+0.000309521j -6.18371e-05-0.0030701j 0.0137319+0.00106228j 0.00142651+0.000370027j -0.0302465-0.00028306j 0.000982239-0.0155871j 0.0551175+0.0272722j -0.0093781+0.0226887j 0.00513315+0.00203075j -0.0187266-0.000225318j -0.00680225+0.000554525j 0.00176174-0.000552378j 0.0437953-0.00338638j 0.0387081+0.00196852j -0.0293514+0.000737533j -0.0329417+0.000659528j -0.0855652+0.00284244j 0.0717565-0.00398104j -0.00705145+0.00166248j 0.0334275-0.00321335j -0.00248528+0.0034403j -0.100069-0.00256537j 0.000799361-0.00317405j 0.00340928+0.00512763j -0.0654769+0.001644j -0.0203177+0.00412032j -0.037379+0.000297172j 0.0816914+0.00301131j 0.0332063+0.000326269j 0.0607521-7.84796e-05j 0.0344332+0.00273414j -0.0187204+0.00200166j 0.0323106+0.000979729j -0.0774606-0.00170132j 0.0240937-0.00259094j -0.00553149+0.00276559j -0.0364052+0.00507209j 0.137544-0.00116105j 0.0805828-0.00168508j 0.0717503+0.00148301j 0.466008-0.00392268j 0.169209+0.000334446j -0.164766-0.00618387j 0.177708+0.00110341j 0.173711+0.00399947j 0.0161155-0.0022018j -0.0405829+0.00273437j -0.064546-0.00650567j 0.0849793-0.000489999j 0.054606+0.0118445j 0.0906113-0.00378816j 0.0624098+0.0154699j -0.1155+0.0161107j 
0.000266981+0.00375797j 0.0332403+0.000446133j -0.0264494+7.82852e-05j 0.00178302-0.00236716j 0.0207294-0.000165308j -0.0364955-0.00283233j -0.00150863-0.00500919j -0.0342568+0.000685893j 0.00369666-0.000507946j 0.00944056-0.00015159j -0.00546218-0.0050946j 0.00713049+0.000613775j -0.0652673-0.0018373j -0.016159+1.94506e-16j 0.0435424-0.0015261j 0.0190672+0.00110158j -0.0132248-0.000867625j 0.000802939+0.00127796j -0.0177498+0.00119563j 0.0209847+0.00106963j 0.0273047-0.000408896j -0.00924373+0.000413233j 0.0415123-0.00115166j 0.0723796+0.00155849j 0.00194565-0.000952501j 0.0753999-0.000386154j -0.0069709+0.00097159j -0.00757351-0.000368338j 0.0181419-1.25765e-05j 0.00526935+0.000165395j 0.0269288+0.000182055j 0.0205928-0.00038021j -0.0118802+0.00482388j -0.0132585-0.000511983j -0.0181707+0.0025085j -0.0241163+0.00171867j 0.0439172+0.00275897j -0.000270181+9.52941e-05j 0.022846+0.000957399j -0.0135325+0.00319176j -0.0276168+0.00342047j 0.0167835+0.00248639j 0.0479664-0.000208629j 0.0307023-0.000753571j 0.0190611+0.0622564j 0.0100977-0.00454792j 0.00440554+0.0357543j 0.0336476+0.0238852j 0.020863-0.000999808j -0.0497936+0.00215323j 0.0190423-0.00203231j -0.0135507-0.00255367j 0.0428947-0.00355653j -0.0418463+4.37753e-05j 0.0407889+0.00375737j 0.0586599+0.00257402j -0.0155294-0.00350325j 0.0350775-0.00108709j 0.0136165-0.00821365j 0.0433423-0.00487318j -0.048138+0.000693374j 0.0434252-0.00150461j 0.000248815-0.0015689j 0.00908364-0.00130308j 0.0170995+0.00293385j 0.0545161-0.00550376j 0.00930332+0.00222j 0.0763074-0.00335418j 0.0548328-0.00203641j 0.0260655+0.00103058j -0.0325816-0.00169311j 0.0379488-0.000451636j 0.0220621-0.00211341j -0.00494332+0.000915343j -0.108722-0.000885097j 0.00454554+0.00239299j -0.0369975+0.00124722j 0.110311+0.00353821j -0.476709+0.00375816j -0.0717503-0.00148301j -0.136444-0.00489518j -0.24121-0.000437073j -0.211892-0.00649535j 0.0731624-9.6892e-07j 0.0560781-0.00175726j 0.0918842+0.00172027j -0.0485699+0.00575191j -0.0563292-0.00579716j -0.0989297+0.000174321j 0.0108808+0.0142318j -0.115314+0.0137834j -0.0482535-0.0164599j 
0.00021818-0.00164054j -0.00234017+0.00103902j 0.0185039+0.00404817j 0.008905+0.00287366j -0.0105286+0.00233818j -0.0166996+0.000828848j 0.0174191-0.00171815j 0.00616448+0.00103523j 0.0246786+0.000783068j -0.0506106+0.0041309j -0.00193855-3.84456e-05j 0.0214079+0.00164633j 0.00504909+0.00219009j 0.0435424+0.0015261j -0.0389186+1.43115e-16j -0.0160753+0.00027247j 0.040892-0.00429672j -0.0443726-0.00156983j 0.0369084+0.00214045j 0.016504+0.00286871j 0.00146741-0.00176257j 0.025707-0.000334296j -0.00784751+0.000187091j 0.0625214-0.00106955j -0.0369656-0.000143392j 0.0167667-0.000499179j 0.0136611+0.00215704j 0.0166122+0.00149851j 0.044095-0.00140199j 0.0282642-0.00139707j -0.0196309+0.00104635j 0.0181506-0.00215503j 0.0381114+0.00543429j -0.0648103+0.0010622j 0.0113096+0.00436574j 0.00536594+0.00325595j 0.0410031+0.000381289j -0.0116682+0.00201774j -0.024313+0.000786867j -0.00197248+0.00211494j 0.0169974+0.00258426j -0.0118976-0.00206902j -0.00979776-0.00211183j -0.0180078-0.00124154j 0.0197723+0.0478687j 0.0340127+0.0117754j 0.00515594+0.0594535j 0.0461002+0.0350516j 0.00813408+0.00237145j -0.0404804+0.00148501j -0.0962478-0.00050891j 0.0363628+0.00421924j -0.00858672+0.000594231j -0.126095+0.000815343j -0.0421411-0.00216453j 0.138445-0.00310292j 0.00821977-0.000235116j 0.0022781-0.000285465j 0.0497444-0.00237681j -0.0449953+0.000959353j -0.0562067+0.00336645j -0.0303575-0.00239693j -0.0448809+0.00244183j 0.0601984+0.00352413j -0.0271452+0.00264519j 0.0794467-0.00648541j 0.0977811-0.00227776j 0.0175712-0.00296206j 0.100116+0.00129365j 0.025423+0.000733329j 0.00379187-0.00264017j -0.133608-0.00237106j -0.0306708-0.000608571j -0.0248157+0.006177j 0.0514392-0.00344714j -0.0348306+0.00312045j -0.0213218+0.000743269j -0.228078-0.00217439j 0.110311+0.00353821j -0.0805828+0.00168508j -0.011171-0.00439172j 0.134266+0.00207044j 0.0299568+0.00154971j -0.0645316-0.000628963j -0.00578797+0.00313189j -0.0602303-0.00521695j 0.0476411-0.00622852j -0.0513812-0.00356835j 0.0780083-0.00806538j -0.0388649-0.00474204j 0.0152684-0.00654483j 0.0377675+0.00273136j 
-0.0126608-0.000880911j -0.00337968+0.00103932j 0.00731031-0.000591141j 0.00257166+0.000696286j 0.00424792-0.00132403j -0.00276724-0.000610738j 0.0123267+0.00187152j 0.00153742+0.00230582j -0.00950819+0.000840111j -0.000928055+0.000906527j 0.00211149-0.00183225j -0.0114264+0.000757323j -0.00591444-0.00139832j 0.0190672-0.00110158j -0.0160753-0.00027247j -0.000785214-2.05998e-17j -0.0347428+0.00247712j 0.00572801+0.000509966j 0.00778307+0.00203819j -0.00493078+0.000926758j -0.00937245-0.00197485j 0.0107244-0.000416916j -0.0352025-0.00242106j 0.0196516-0.00180309j -0.0213107+0.00218296j 0.00533815-0.00409552j -0.049159+0.00139124j 0.0147071+0.00166095j 0.0174257-0.00153466j -0.02213-0.000110806j -0.0192435-4.95077e-05j -0.0189722+0.000417492j 0.00292486-0.00251153j -0.0135167+0.00089153j -0.0208399-0.00113449j -0.0109986+0.00161035j 0.0406904+0.0019751j -0.00482016+0.00254206j -0.0116606-0.00125681j 0.00164128-0.00127353j 0.0078325-0.00194307j 0.00125016+0.00386499j 0.0105634-0.000261103j 0.0257896+0.00118662j 0.0145948+0.0333017j 0.0353348+0.00802627j -0.00507234+0.0164757j 0.0297152+0.00808981j 0.013248+0.00299842j 0.0323597-0.000801029j -0.00364163-0.00354809j 0.0479617+0.00177462j -0.0159763-0.00224829j -0.0287408+0.00465398j 0.0264494+0.00293j -0.0763375-0.00407953j 0.0299935-0.0015782j -0.143117+0.00414582j -0.067047-2.15445e-05j -0.019794+0.0042223j 0.0194415-0.00320041j -0.0230452-0.0102304j 0.0463683+0.00661191j 0.0104282-0.00216114j 0.0958039-0.00378302j -0.0290221+0.00024364j -0.110931-0.000349322j 0.0788159+0.00396041j 0.109464-0.00228665j 0.0399711-0.00597309j 0.00807607+0.00121799j 0.0716429+0.00244971j -0.123635-0.00180999j 0.0357481-0.0011762j -0.0317057+0.00100471j 0.0665024-0.00128418j -0.176542+0.00137066j -0.0213218+0.000743269j -0.0369975+0.00124722j -0.137544+0.00116105j -0.0778467+0.00234561j 0.0947804+0.00417348j -0.0328653-0.00150285j -0.0367994-0.00443462j 0.0299116-0.00613863j 0.0118982+0.00245316j 0.047878-0.00138118j -0.0791958+0.00614091j -0.0330315-0.00382516j -0.0212047+0.00369973j -0.00549228-0.00465423j 0.0400507-0.00236393j 
0.0129832+0.000694804j 0.00042642-0.00166847j -0.00535083-0.00252448j 0.00252258+0.00010906j -0.0181461+0.000314638j -0.0249734+0.00275162j -0.0109747-0.00157037j 0.0042204-0.00561177j -0.0135289+0.000467811j 0.00114861+0.00191416j -0.025939+0.000185041j -0.0293712-0.00278684j -0.00828791+0.000153976j -0.0132248+0.000867625j 0.040892+0.00429672j -0.0347428-0.00247712j -0.0316086-8.06646e-17j 0.00437585-0.001874j -0.0496942-0.00035644j 0.00120691+0.00164555j 0.0490949-0.000586788j 0.00893834-0.0011192j 0.0146327-0.000490957j -0.00518479+0.00571746j 0.000460565+0.00248327j -0.0660122-0.000731102j 0.0346685+0.00170874j 0.0429168+0.00149422j -0.0422806+0.00272035j 0.0583894-0.000590137j -0.00533937-0.00405067j 0.0412665-0.00195841j -0.0469543+4.98708e-05j -0.0057386+0.000297721j -0.058219-0.00158757j -0.0258398+3.92374e-05j 0.00793251-0.00450154j 0.0380465+0.00167425j 0.0236455-0.00417882j -0.0171779-0.00158195j -0.0248518-0.00369397j -0.0263714-0.000328793j 0.0525443-0.00325173j -0.0451808+0.0011749j -0.0025733-0.0165706j -0.00646673+0.00603006j 0.00404518-0.0288574j -0.0544705-0.0214437j 0.0592483-0.00512386j -0.00643728-0.000326397j -0.0812461+0.00188421j -0.0892843+0.00120748j -0.0273141+0.00172917j -0.0388797+0.00213842j 0.0816903+0.00368027j 0.00789634+0.00448992j -0.0130642-0.00596632j -0.0314359-0.000228553j 0.0741185-0.00372145j 0.155247-0.00243216j 0.0177527-0.00165164j 0.103869+0.00174968j 0.0540738-0.00166141j -0.0923082-0.00802026j -0.0628322-0.0057152j 0.0837775+0.00513083j -0.0486277-0.00103438j 0.011769-0.00669531j 0.0530567-0.00339841j 0.134853+0.00268098j -0.0581844-0.00353624j -0.150857-0.00597936j 0.103147+0.00485178j -0.0897926-0.00331501j -0.00725827-0.00177226j -0.251134+0.00226707j 0.0665024-0.00128418j -0.0348306+0.00312045j 0.00454554+0.00239299j 0.0364052-0.00507209j 0.0839453+0.001124j 0.0315326-0.000963262j 0.000176612+0.00265667j -0.00692869+0.00170196j 0.0715794+0.0028609j 0.0461089-0.00570445j 0.0126343-0.00748875j 0.012295-0.006966j 0.0831472-0.00733501j -0.0467636-0.00922665j -0.00375438+0.00158324j -0.0153281+0.00118777j 
-0.00724026+0.00134059j 0.0134598+0.00139946j 0.0115983-0.00020375j 0.00670838+0.00204025j 0.00316725-0.00235339j -0.0244842-0.00106227j 0.0495495+0.0014395j 0.0257139+0.00137857j 0.0394153+0.000619575j -0.0228491-0.000851498j 0.0331522-0.0011718j 0.0346837-0.00159754j 0.0121594+0.00015663j 0.000802939-0.00127796j -0.0443726+0.00156983j 0.00572801-0.000509966j 0.00437585+0.001874j -0.00306719-6.45209e-16j 0.0713643-0.00128123j 0.0191307+0.00179026j 0.00268697+0.000335305j -0.0204626-0.00135535j -0.0257778+0.000963736j 0.00592314-0.00300018j -0.0131701+0.00230983j 0.0160524-0.00470369j 0.00219422+0.00376449j -0.0379397-0.000341932j 0.00715032-0.000679434j -0.0159379-0.000834678j -0.0133677+0.00207669j -0.0341321-0.000815506j 0.0271569+0.000257526j 0.0291298-0.00410934j -0.00613183+0.00227721j -0.0196706-0.000972327j -0.00389626-0.000508067j -0.0314515+0.000533063j -0.0208337+0.000174372j -0.015689-0.0032238j 0.014088-0.000112746j 0.0103382+0.00328528j 0.0204229+0.00305896j 0.0488249+0.00409684j 0.0197088+0.0947731j -0.025996-0.0338608j -0.00456353+0.0310472j 0.0769031+0.0330284j 0.0162022-0.00238934j -0.0129103+0.00305453j -0.0144928+0.00169149j 0.053799+0.000996394j -0.0570992-0.00128272j -0.0869606+0.00478583j 0.0304924+0.00362095j -0.0315529+0.000868451j -0.0457743-1.55647e-05j 0.0623202-0.00190399j -0.0473879-0.00209296j -0.055425-3.95249e-05j 0.115959+0.00139915j 0.0398874-0.00278991j 0.00793491+0.00206729j 0.114208-0.0023001j 0.0877431+0.00222004j 0.0337822+0.00374078j -0.0199095-0.000576411j 0.0145872+0.00234591j -0.0361335+0.00341566j 0.117994+0.00104396j 0.0904638-0.000926503j 0.0481285+0.0011785j 0.239981+0.00481046j 0.0326697-0.00109834j 0.378282+0.000592652j 0.00725827+0.00177226j 0.0317057-0.00100471j -0.0514392+0.00344714j 0.108722+0.000885097j -0.00553149+0.00276559j 0.0587114+0.000679463j -0.0760944+0.0042577j 0.098188+0.00381597j -0.0618506+0.00157818j 0.00875602+0.00816455j 0.0507625-0.000321647j 0.0818743+0.00185037j 0.0724518-0.00395744j 0.0614042+0.00957573j 0.0927544-0.0111082j -0.00424526-0.00263633j 0.0226464-0.00163246j 
0.0195359+0.00124138j -0.00645113-0.00334121j -0.0122645+0.00132229j -0.0213597-0.0026743j 0.0183014-0.000808323j 0.0116322-0.00214719j -0.0223776-0.00274869j -0.0178264+0.00140475j -0.0495716-0.00253968j -0.00575913-0.000691973j -0.0299409-0.00322384j -0.0105442-0.00151185j -0.0289056-0.00174492j -0.0177498-0.00119563j 0.0369084-0.00214045j 0.00778307-0.00203819j -0.0496942+0.00035644j 0.0713643+0.00128123j -0.0382973-7.14706e-16j 0.0113411+0.000786906j -0.0139147+0.0019403j 0.0133328+0.00156615j 0.00465661-0.00141305j 0.0627908+0.00111825j 0.00604487-0.00103018j 0.0398902+0.00422923j 0.0133218+4.01655e-05j -0.00747086-0.00384127j -0.0164618+0.00455624j 0.0303386-0.00337812j -0.0176905+0.00206063j 0.0523467+0.000698729j -0.0590925+0.00212634j 0.0385792+0.000821366j -0.0267161+0.000200803j -0.00548683-0.00236989j -0.0237909+0.0012875j 0.0446544-0.00154182j -0.00545692-0.00258622j -0.026156+0.000822259j -0.0400028+0.00223536j 0.0200044-0.0018872j -0.0386589-0.00110941j -0.0217702+0.00254475j -0.0189492-0.0531199j -0.000567434+0.0293254j 0.0386157+0.0637789j 0.0191514+0.0342539j -0.0722828+0.00452764j -0.050491+0.00245071j -0.0527029+0.0022794j 0.0421962+0.00451727j -0.0232012+0.00311519j 0.00330285-0.000324357j 0.156254-0.00414989j 0.110843-0.00454439j 0.109223+0.00147718j 0.0396855-0.000199473j -0.0199969+0.00176187j 0.0968941+0.00395832j 0.12898-0.00529058j 0.0294863-0.0003889j -0.0823011-0.00056993j -0.0263255-0.00246116j 0.0564221+0.00242163j 0.114551+0.00514053j 0.0432891-0.00151997j -0.0662947+0.00231442j -0.0590372+0.00586568j 2.49269e-05+0.000348644j 0.00494853-0.00186134j -0.0348295-0.00159228j -0.0385737+0.00197704j -0.187948+0.0137265j -0.0326697+0.00109834j -0.0897926-0.00331501j 0.0357481-0.0011762j -0.0248157+0.006177j -0.00494332+0.000915343j -0.0240937+0.00259094j 0.0368411+0.00208057j 0.0249918+0.000261904j -0.0218088-0.00223275j 0.0247041-0.000892504j -0.0214842+0.00191884j -0.0477178+0.00368747j 0.0473021+0.00147536j 0.0239687-0.0114408j 0.00349791-0.00524134j -0.0620283+0.00431175j -0.00278369+0.0035854j -0.0154897-0.000221613j 
0.010896-0.00160457j -0.017552-0.00180497j 0.0118117+0.00166528j -0.0147563+0.000898784j -0.000970256-0.000477039j 0.0121529+0.0026185j -0.0190938+0.000534717j -0.0108427+0.00222677j -0.00687792-0.000915323j -0.00967857+0.00267417j -0.0360375-0.000297244j -0.00756147-0.00178134j 0.0160265-0.000864572j 0.0209847-0.00106963j 0.016504-0.00286871j -0.00493078-0.000926758j 0.00120691-0.00164555j 0.0191307-0.00179026j 0.0113411-0.000786906j 0.0414234-4.71411e-16j 0.00311376-0.000880199j 0.0252364-0.00141255j -0.00755569-0.00201915j -0.00794761-0.000305435j -0.0463159+0.00273039j -0.0358355-0.00310669j 0.0170589+0.000268356j -0.00339172+0.000899559j 0.0385055-5.25363e-05j 0.014832-0.00157432j -0.00258102-0.00103404j 0.0431225+0.00116293j 0.0427403+0.000743532j -0.0273109-0.000811613j 0.00668124+0.000759606j 0.0296105+0.00145675j 0.0590783-0.0036934j 0.0366461+0.00172703j 0.0350053-0.000263933j 0.00900537-0.000715308j 0.0203738+0.00139344j 0.0547721+0.00128179j 0.0222534+0.000915768j -0.0282681+0.00069827j -0.00147032-0.00558624j 0.00199749-0.0121507j -0.0275485+0.00686163j 0.0750152+0.00677141j 0.0143894-0.00254724j 0.00209176+0.00491221j -0.0576565+0.00714468j 0.0407142-0.00127278j -0.000823547+0.000831953j -0.000184505+0.00368558j 0.044781+0.00181181j -0.0667667-0.000343675j -0.00208787+0.00183272j 0.116134-0.000581607j 0.00418971-0.00109788j 0.00340218-0.00375287j 0.0118738-0.00214753j -0.0632014+0.00376554j 0.0213637-0.000664156j 0.0291075-0.00237657j 0.191578+0.00658351j -0.0691665-0.00340745j 0.015448-0.00219903j -0.00865413+0.00132507j 0.0490426-0.000541665j 0.0199355-0.000578504j -0.120773-0.00290228j -0.0179072+0.000477985j -0.52838-0.00132132j -0.0385737+0.00197704j -0.239981-0.00481046j 0.103147+0.00485178j -0.123635-0.00180999j -0.0306708-0.000608571j 0.0220621-0.00211341j 0.0774606+0.00170132j -0.0326282+0.00646531j 0.0800226+0.00171729j 0.0416163-0.00238202j 0.087227+0.00902678j 0.0304351-0.0133168j -0.167872+0.0116267j 0.000704919-0.0040298j -0.0613858+0.00430987j -0.0257963-0.003908j -0.0400632+0.00413668j 0.0456962+0.00287745j -0.0250199+0.00803353j 
-0.000160141+0.000662927j 0.00891383+0.000608622j -0.0219822-0.000964049j 0.0236236-0.00153627j -0.00885644+0.00328985j 0.00656247+0.00273583j -0.00813044-0.000325295j -0.0294368-0.00158849j 0.0441787-0.00176506j -0.00864017+0.0013886j -0.0281986-0.000651992j 0.00803131+0.00211684j 0.036381+0.00198879j 0.0273047+0.000408896j 0.00146741+0.00176257j -0.00937245+0.00197485j 0.0490949+0.000586788j 0.00268697-0.000335305j -0.0139147-0.0019403j 0.00311376+0.000880199j 0.00351646+4.77049e-17j 0.00529931+0.00272603j -0.0148941+0.000113924j 0.016614+0.000938777j 0.0322788-0.00139538j -0.00559862-0.000316052j 0.0538039-0.00237975j -0.0430452-0.000772174j -0.0259987+0.00427141j -0.0153079+0.00155244j 0.0553006+0.001383j -0.0130705+0.00392911j -0.0074368-0.000694186j -0.00502966-0.000925673j 0.00193017-0.00340975j -0.052499-0.000258171j -0.00290916+0.00153387j -0.0500846+0.000895325j 0.000314694+0.00423623j 0.00710942+0.00315243j -0.0115952-0.00173925j -0.119175+0.00288499j 0.0289782+0.00180544j 0.0243631+0.00203959j 0.0082607+0.0342058j -0.0178164-0.00390388j 0.0262268+0.00746193j -0.0394288+0.00989405j 0.00693024+0.00091073j -0.0833507-0.00135188j -0.00628012+0.000464077j 0.0351757-0.00592763j 0.112076+0.000741564j 0.0367058-0.000627079j -0.0166222+0.00315654j -0.0116271-0.0020603j -0.0434309-0.00185152j 0.00615288+0.000649763j 0.0146652+0.000401602j 0.00978349+0.000687271j -0.0375992+0.000992772j 0.00479555+0.000723041j 0.0271028+0.000322601j 0.0892059-0.00331643j -0.0905912+0.00468108j -0.0190583+0.00162985j 0.0973114-0.00213028j -0.127831+0.00305062j -0.0135138-0.000928572j 0.177707+0.00340672j -0.171705-0.000436064j -0.390374+0.00687312j -0.0179072+0.000477985j -0.0348295-0.00159228j -0.0481285-0.0011785j -0.150857-0.00597936j 0.0716429+0.00244971j -0.133608-0.00237106j 0.0379488-0.000451636j -0.0323106-0.000979729j -0.0424635+0.000645362j 0.0563741-0.000407992j -0.0275894-0.0027291j -0.0444098-0.00232332j 0.106333-0.00142514j -0.0407817-0.00995551j -0.0652123+0.00129793j -0.0150426-0.0103965j 0.0893311-0.0140552j -0.0692089-0.00292804j -0.0190916+7.58386e-05j 0.00394644-0.00272114j 
