-0.168395-0j -0.188271-0j -0.153723-0j -0.153723-0j -0.133128-0j -0.108698-0j -0.0343734-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0.181887-0j -0.000127813-0j 0.16604-0j -0.166248-0j -9.03771e-05-0j -0.235037-0j -0.148627-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
-0.565773-0j 0.157519-0j -0.128937-0j 0.128614-0j -0.334708-0j -0.0911723-0j 0.0287589-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0.565773-0j 0.157717-0j -0.128614-0j 0.128614-0j 0.111523-0j -0.0912868-0j -0.31689-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0.128614-0j -0.432831-0j -0.23548-0j -0.23548-0j 0.101678-0j 0.0830198-0j 0.0262532-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
-0.157519-0j -0.000333181-0j 0.144156-0j 0.143975-0j -0.0002352-0j -0.20406-0j 0.128715-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
-0.105013-0j 7.37926e-05-0j 0.4804-0j -0.481004-0j 5.21792e-05-0j 0.135699-0j 0.0858098-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0.0909436-0j 0.612692-0j 0.0830198-0j 0.083333-0j -0.14393-0j 0.235147-0j -0.260769-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
-0.0909436-0j -0.101678-0j -0.500366-0j 0.166509-0j -0.0726214-0j 0.176407-0j -0.0185638-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0.128614-0j -0.143975-0j 0.236072-0j 0.23548-0j 0.30593-0j -0.0835426-0j 0.28928-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0.0643068-0j -4.51886e-05-0j -0.293962-0j -0.0587776-0j -0.000416838-0j 0.416117-0j -0.0525476-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
-0.0525063-0j 0.176259-0j 0.0961343-0j 0.481639-0j 0.124634-0j -0.0336366-0j 0.203773-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
-0.0643068-0j 0.14393-0j 0.176407-0j -0.0589254-0j 0.102799-0j 0.499659-0j 0.184391-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0.0287589-0j -0.128715-0j -0.0263192-0j 0.28928-0j 0.273503-0j 0.261425-0j 0.330127-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
-0.0062757-0j 0.0421296-0j -0.00572891-0j -0.16639-0j 0.0297901-0j 0.422315-0j 0.0446004-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
