0.00725717-0.0250729j 0.00838309+0.0359429j 0.00644839+0.0211535j -0.00541109+0.00832667j -0.00287127-0.00753865j -0.00668359-0.0183769j -0.00699277+0.0026362j 0.00403784+0.0107937j -0.0050017-0.00937803j 0.000952206+0.0120984j 0.000190181+0.0018761j -0.00453935-0.0123539j 0.00717628-0.006217j -0.00231572+0.00158625j -0.00464849-0.0103443j -0.00303204-0.0114275j 0.000312662+0.00887002j 0.00241915-0.00517576j 0.00356465+0.00124261j -0.00250505-0.0026692j -0.00217516-0.00576948j 0.000484052-0.00110756j 0.00121948-0.000365341j 0.00114688-0.00345512j 0.0028415+0.0106537j 0.00618748+0.000644396j 0.00428175+0.00410571j -0.00128209-0.00141j 0.000464701-0.00641697j -0.000932514-0.000640418j -0.00341455-0.000986016j 0.00733665+0.00642112j 0.00378469+0.000330177j 0.00489288+0.00162542j 0.00580271-0.00425303j 0.00332357-0.00122757j 0.00196123+0.00122715j 0.00535795-0.00204462j 0.00396092-0.00168077j 0.00199476+6.08379e-05j 0.00412896+0.00846185j 0.00264659+0.000884075j -0.000461433-0.000768751j 0.0106593+0.00560757j -0.0031502-0.0121353j -0.00440895-0.00946891j 0.00243394+0.000977802j 0.00298245+0.00338431j 0.000714814-0.00606949j 0.000353068+0.00324754j -0.0162027-0.0054259j -0.00915503-0.00505866j -0.013847-0.0135036j 0.00615647+0.00728067j 9.32719e-05-0.0143927j -0.00178214-0.0337488j 0.037575+0.0183944j 0.0208004+0.048087j 0.0290638-0.0294347j 0.0314548+0.0311201j 0.00287668+0.0465956j -0.00316699+0.0153474j -0.0123204+0.000197285j 0.00473186-0.0355194j -0.00387029-0.0280737j 0.00467145-0.00406225j 0.00393154-0.0423511j 0.0347106+0.0192807j 0.0109827-0.402536j 
-0.00011927+0.021685j 0.000246439+0.0063064j 0.000908035+0.0065204j 0.00254731-0.0728616j -0.000473193+0.088009j -0.00586162+0.127947j 0.00120699-0.0456008j -0.00316276+0.0329849j -0.0019337-0.194191j -0.00108362+0.0863096j -0.00565503-0.0169299j -0.000883403+0.0651718j -0.00245631+0.0324466j 0.00895662-0.044345j 0.00488121-0.192966j 0.0052151-0.267578j 0.00226983-0.155836j 0.0015064-0.0845817j -0.000897214+0.0930059j 0.0026968-0.0877986j 0.00581525+0.22485j 0.00191019-0.23868j -0.000717437+0.241028j -0.00529693+0.164941j -0.0171333-0.143118j -0.00277175+0.112886j -0.0156653+0.00149482j -0.0209139+0.0789506j 0.00691482+0.0982732j 0.0117186+0.0675505j -0.00598917-0.00914404j 0.00435341+0.00417845j -0.0021287+0.075688j 0.0596248-0.0559452j 0.0368645-0.0134784j -0.0994458+0.0064175j -0.0336411-0.0606296j -0.0148821-0.100313j 0.00659791+0.00534811j -0.00274364+0.00989338j -0.00510909-0.0171879j 0.0097383-0.0278437j 0.00893053+0.0563056j 0.00616765-0.124859j 0.00336112-0.0297202j -0.00354907+0.0238411j 0.00416975+0.0167883j -0.000977233-0.00659741j -0.00736366-0.0045965j -0.00119545+0.0267229j 0.0167328+0.0808888j 0.004826-0.000263528j -0.00439863-0.0114627j -0.00271717-0.00482892j 0.00546326+0.00295988j 9.74588e-05-0.0655666j 0.000228417+0.00920666j -0.000991522+0.00872903j 0.00358809+0.00934224j 0.00321431-0.0218047j -0.00235358-0.0558356j -3.21538e-05+0.0415723j -0.000799665-0.0498193j -0.00474074-0.000598504j 0.00246049-0.0597662j 0.00269217-0.0131843j -0.0013782+0.0244612j 0.00018782-0.0311251j -0.00194862+0.00548047j 
0.000652125-0.034709j 0.00167983-0.0221575j 0.00185772+0.0622969j -0.00214532-0.0327574j -0.00235354+0.107181j 0.0039603-0.159017j -0.00316634+0.0506813j 0.00492088+0.0147985j 0.000471173+0.00920755j 0.00412405-0.116381j -0.00454744-0.0181677j 0.00364518-0.0677586j 3.18505e-05-0.1138j 0.00289814+0.0220067j -0.00289858+0.133667j 0.000331109+0.0704722j -0.00492447+0.21896j -0.00376183-0.274172j 0.00199529+0.361172j -0.00288657+0.098384j -0.00859004+0.326814j 0.00848938-0.104741j 0.0131892-0.0180076j -0.00454245-0.13469j 0.00299623+0.0957348j 0.00437612-0.0578464j -0.0124371-0.184784j 0.00976429+0.287817j 0.0123791-0.0608118j -0.00210434+0.00892133j -0.0168398+0.081723j -0.0216808-0.0747402j 0.000887773+0.00399339j 0.00716034+0.0205768j 0.0242445+0.00701895j 0.0367721+0.0170396j 0.00272536-0.0309423j 0.00751163+0.0851784j -0.00671863+0.0143659j 0.00453046-0.0209023j -0.00304518+0.0064819j 0.00154543+0.0979083j -0.010243+0.0102599j -0.00543129+0.0290489j -0.00401169-0.0587078j 0.00526629-0.0314349j -0.00499891+0.010991j 0.00395026-0.0835065j 0.000307967-0.0348511j -0.00449223+0.0480514j -0.00260703+0.0256596j -0.00104533-0.10677j 0.00138549+0.0736585j 0.00439132+0.0338942j -0.00732798-0.0305692j 0.000659478+0.0055003j 0.00456489+0.0572654j -0.000493568+0.0111176j -0.00560375-0.0615144j 0.000111053+0.0634777j 0.000217453+0.0115223j -0.00101893+0.0133679j -0.00242786+0.0538169j 0.00646346+0.0589639j 0.000303673-0.0253699j 0.00146425-0.0348415j -0.000839811+0.0410161j 0.0003122+0.00250924j 0.00072843+0.00148794j 
-0.000641908+0.0186452j 0.000806124-0.0258001j -0.00054512-0.0214657j -0.000978301+0.0333484j -0.00440385-0.0231826j 0.00468313-0.0629282j -0.000173413+0.093019j -0.00565608+0.206999j -0.000837658-0.0433561j 7.76516e-06-0.212492j 0.00569503+0.0806296j -0.00229132+0.12282j 0.00301368-0.243871j -0.00109753-0.130255j -0.000375107+0.0478743j 0.00882096+0.180907j -0.00716587-0.147883j 0.00466258-0.0283527j 0.00066021-0.0756593j 0.00231685-0.167338j 0.00548597-0.311718j -0.00579311+0.102833j 0.00578232+0.0769191j -0.000732676+0.0674784j 0.0140814+0.0496851j -0.00819731-0.220353j -0.00405967+0.0399496j -0.00834551-0.0335564j -0.0021725-0.0333681j -0.00846364+0.0505442j -0.0202136+0.0244762j -0.0030128+0.0325188j 0.00296091+0.00740202j 0.00954089-0.0119671j -0.0535503-0.00183668j 0.0238598-0.0146375j -0.0105417-0.0376277j -0.00488886+0.0158795j -0.0150979+0.054185j -0.00923001+0.0120632j -0.00253497-0.00135187j 0.00622234+0.0560818j -0.0123849+0.0032041j -0.00535703+0.0145144j -0.0064667-0.0952002j -0.00259896-0.00722242j 0.000630403-0.0424254j -0.00264425-0.00731506j -0.00446477-0.0583164j -0.000595196+0.00155962j 0.00614786+0.0335257j 0.00359403-0.0717915j -0.00155435+0.0901751j 0.00127016-0.0224837j 3.26305e-05+0.0325645j -0.00135787-0.029174j -0.000666905+0.0619109j 0.0013086-0.00705669j -0.000854567-0.00729811j -0.000176778+0.0135842j -0.00558512-0.0160984j 0.00110674+0.00268084j -0.00102699-0.0461434j 0.00359191+0.0218569j 0.000120138+0.0598591j 0.00265194-0.015763j 0.00158136-0.0289281j -0.0016084-0.0228323j -1.85386e-05+0.0213723j 
0.000665771+0.0189907j -0.00196777+0.0224019j -0.00178147-0.0248803j 0.00360345-0.000278552j -0.00373748-0.082273j 0.00517271-0.105312j -0.00745419-0.0552478j -0.001943+0.0289176j 0.00217095-0.252643j -0.00109323+0.093646j 0.00120763+0.147834j -0.00261219-0.0559234j 0.00288257+0.276668j 0.0023238+0.183005j -0.0025741+0.00333631j -0.00594639+0.205647j 0.00977325-0.133846j 0.00257122-0.454686j -0.00863521-0.033122j 0.000606892-0.0776495j 0.00521938-0.0136764j -0.00123763+0.00164444j 0.00481499+0.0143939j -0.00122669+0.0857407j 0.0107519+0.0650889j 0.0065855+0.128821j 0.00159097-0.181928j -0.00722365-0.00796042j 0.00368682-0.0795212j -5.27849e-05+0.0167762j -0.00352136-0.0506623j 0.0156187+0.0275084j -0.0113024-0.0395855j 0.0175753-0.0825065j -0.0337283+0.00478942j -0.0604887-0.0216267j -0.00535152+0.00215524j 0.0129666-0.0322752j -0.00928067+0.064793j 0.00385803-0.0844166j 0.00354017+0.0356262j 0.00533049-0.0425999j 0.0052834-0.0584789j -0.0038838+0.0723509j -0.0188127+0.0508818j -0.00415209-0.0257608j -0.0113079-0.0354849j -0.00058112+0.0397376j -0.00258196-0.0700182j 0.00231884+0.0357535j 0.00359632+0.0632738j -0.00514996+0.0142022j 0.00651549+0.0389973j -0.00592365-0.0543551j 0.00555907+0.0650465j -0.00572818-0.0434673j -8.84e-05-0.0179162j -0.00455649+0.00492732j 0.00326653-0.00510594j -0.00378004-0.00794111j -0.00238178+0.0360741j 0.00389108-0.0495059j -0.000737511+0.0158145j 0.00238891+0.0279911j -0.000942305+0.0575444j 0.00122721+0.0589561j -0.000482194+0.015435j -0.0015727-0.0182472j -0.000201136+0.0304285j 
0.000422053-0.0280738j 0.000940477-0.0137495j -0.000291711+0.0326072j 0.00182608+0.0234551j -0.00724887+0.0519j 0.00322537-0.086093j -0.00529126+0.146027j -0.00262819+0.0141879j 0.00843218-0.04777j -0.00463638+0.17079j -0.00616555-0.0682657j -0.00282209-0.0139044j -0.00304124-0.145647j -0.000943255+0.174456j -0.011249+0.195141j -0.000495351-0.423733j 0.00665132-0.418748j 0.0039183+0.203342j -0.00713355+0.0124108j 0.00494434+0.139902j 0.00299628-0.0289888j 0.0108684-0.0024213j 0.00938904+0.142216j 0.0177404-0.0421544j 0.0110665+0.177566j 0.0138363-0.00696447j -0.0100909-0.0257082j 0.00113302-0.0298189j -0.00547221-0.0355362j 0.00780828+0.034226j -0.000954644+0.00148431j -0.00554596+0.0164077j 0.000160404-0.0767946j 0.0348057-0.0565065j 0.0241077+0.0307974j -0.0184793+0.0286232j -0.000775728-0.0160345j 0.0182369-0.0241307j -0.0115246+0.0376386j 0.00472257-0.0567403j 0.00132642+0.0281991j 0.0121915+0.0186088j -0.00808667-0.0735501j -0.00274717+0.0567019j -0.0149611+0.0180946j 0.00289967-0.0216635j -0.00856867-0.0281106j 0.00198191-0.00694829j -0.00286908-0.0349298j 0.00421825+0.0738792j -0.00392565+0.0289537j -0.00577005-0.0252525j 0.00627921+0.0550128j 0.000531405-0.0211151j -0.00128181+0.0343071j -0.00587042-0.041744j 0.00329516+0.00637161j -0.00256047+0.00732507j 0.000439095-0.0250508j 0.000557159+0.0402712j -0.000761355+0.0298398j 0.00252046-0.0286504j 0.000612794+0.0306959j 0.00431875+0.0255771j -0.000150794+0.0226548j 0.00143123+0.00486573j 0.00147797+0.023378j 0.000308481-0.00235357j 0.000361303+0.00874331j 
-0.000544706+0.0285882j -0.00417893-0.0244119j 0.00248906+0.0986535j 0.000298944+0.0940058j 0.00183613+0.079006j 0.00391301-0.0473942j -0.00182173+0.0629111j -0.00176219+0.0475197j -0.00500031-0.114478j -0.0051495+0.26811j -0.0041744+0.0237194j -5.81982e-05-0.0499259j -0.0143801+0.230224j 0.00717514+0.185161j 0.00522921+0.113065j 0.00507063+0.0630842j 0.00197078+0.210678j -0.00319314+0.150248j -0.00865397+0.067378j -0.00604834+0.0748383j 0.00352107-0.258628j 0.00313273-0.0661662j -0.00500838-0.157054j -0.0130213+0.0739061j -0.00163175+0.0675794j 0.00157182+0.0348066j -0.0144697-0.0031111j -0.0169242-0.035691j 0.0123412-0.06647j 0.00862169-0.0780254j 0.00747764+0.0325734j -0.00144478-0.0365901j 0.0131142+0.0726108j -0.0213976+0.0616535j -0.0010523-0.0129204j 0.0531578+0.0186933j -0.0188029+0.0360605j -0.0101217-0.000507536j 0.0160731-0.00856392j 0.0135637+0.0113176j -0.00143145-0.0871949j 0.0122202+0.100642j -0.00507771+0.0149585j -0.00612741+0.0626317j 0.00258166-0.043235j -0.00140648+0.102768j -0.004077-0.0266146j -0.00469145-0.0564893j -0.00162588-0.023689j 0.00353821+0.00311352j 0.00211998+0.0441047j 0.00832-0.0448817j -0.00512134+0.019401j 0.00234869+0.00572274j 0.00102722-0.0169132j -0.00237304-0.0522405j -0.00208075-0.0218681j -0.00403816-0.00382966j 0.00184094-0.0474303j 0.00511382+0.0242294j 0.000608327-0.0324417j 0.00462915+0.0494524j 0.00289681+0.0254939j -0.00284059-0.00450478j -0.00590758-0.0719169j -0.00370233-0.0425073j 0.00209646-0.000369858j -0.00194393-0.0219059j -0.000517882+0.0167881j 
0.000891386+0.039684j -0.000752623+0.0167593j 0.00181005-0.0132205j -0.00130626+0.0100548j 0.000641285+0.0339127j 0.00314111-0.105013j -0.00314116-0.170741j -0.00147485+0.124317j 0.00433161-0.440396j 0.00155826-0.234497j -0.00682649+0.164118j 0.00484032+0.0276606j -0.00590783-0.0805018j 0.000705628+0.128013j 0.0010193-0.0121186j -0.00044201-0.0695762j 0.0109386-0.0186787j 0.00612589+0.239822j -0.00121504+0.0859748j -0.00256173-0.0416049j 0.000745957+0.0648306j 0.0135206+0.136518j -0.00407768-0.0925331j -0.00296585+0.124281j -0.00757888-0.0101539j 0.0117369+0.064387j -0.00368899+0.0548746j 0.00642229+0.091256j -0.00300758+0.0942873j 0.00412911+0.0171507j 0.0295747-0.0962855j 0.0159441+0.05922j 0.00577456+0.0126794j -0.0463405+0.0325471j 0.0320225-0.0158627j 0.00602628+0.013849j 0.00294158+0.0395015j -0.00379033-0.0239376j 0.015035+0.021016j -0.00474888+0.0419273j 0.00590976-0.0242698j 0.00271965-0.0540169j -0.000259297+0.0665857j -0.00510027-0.0629219j -0.000441512+0.0152391j -0.0059789+0.00998548j -0.00294195+0.00457511j 0.000811656+0.0129846j 0.00116805+0.0425667j -0.00199597-0.0906906j 0.000585151+0.0832459j 0.0019894-0.0182299j -0.000708072-0.0122486j 6.52227e-05+0.000893949j -0.00232211+0.00211232j 0.00206056+0.0650175j -0.00161051+0.0127958j -0.00278189-0.0330897j -0.00164536-0.0244781j 0.00082012-0.0208658j -0.00145122-0.0270812j 0.00137832+0.0649589j -5.46381e-05+0.003362j 0.00241975+0.00745286j 0.00050679+0.0386501j 0.000243601+0.00544494j -0.00230231-0.0611819j -0.000863711-0.00440327j 0.000174931-0.00465835j 
-0.000908622+0.0472266j -0.00298427-0.0391076j 0.00655793-0.0700833j -0.000982238+0.0419728j -0.00227244+0.160929j 0.0026162-0.172849j -0.009231+0.0485681j 0.00254152-0.223815j 0.00099101+0.0105531j 0.00492757-0.0705751j 0.0060397+0.228035j -0.00394478-0.171578j 0.00369433+0.150061j 0.00759001-0.167097j 0.00961607-0.0585968j 0.00333647-0.0938462j -0.00453837-0.130858j -0.015301+0.117455j 0.00509386+0.03345j -0.00980161-0.0553432j -0.0014609+0.00590288j -0.00463059+0.102867j 0.0174884+0.143184j -0.00736923-0.094344j 0.0183735-0.0543777j -0.00144314+0.0783324j 0.0238701+0.138817j -0.00910352+0.0152875j 0.0166459+0.0581367j -0.00887344+0.0330995j -0.0244243+0.0121651j -0.00740582-0.0381956j -0.00449906+0.0607704j 0.0139591-0.0383429j -0.0573764+0.00158419j -0.00446906-0.0346655j 0.0167882-0.0745296j 0.00540441+0.0114356j -0.00426066+0.0549477j 0.00873278+0.0345238j -0.00757156-0.0304419j -0.0069702+0.0560867j 0.0105288+0.0434501j -0.013904-0.00912359j -0.00670139+0.0240245j -0.00310359+0.0671737j -0.00248147-0.0704262j 0.00414256-0.0230997j 0.00301767+0.0463063j -0.0053213-0.0586358j -0.00282407+0.00615874j -0.00768145-0.0230164j 0.00424191-0.0274485j -0.00309432+0.0569915j 0.00701541-0.0127481j 0.00106253+0.0411137j 0.00123007-0.0509554j -0.00070245+0.026327j -0.00452002+0.0538695j -0.00318136-0.0337421j -0.00162136-0.02193j 0.00435796+0.0646241j 0.00129348+0.0702851j 0.00109297-0.0797086j 0.000724384-0.0232433j -0.00215274+0.0393335j -0.00455922-0.0390722j 0.000431532+0.0066391j 0.000968402-0.00972643j 
-0.0012196+0.0335842j -0.00195612+0.0219503j -0.00504836+0.0668681j 0.0016576-0.010586j 0.00499002-0.069093j -0.0099198+0.018209j -0.00193198-0.242827j -0.00716651+0.0886674j 0.00450294+0.183563j -0.00221468-0.334187j 0.000747132-0.136984j 0.0011161-0.474588j -0.00399937+0.0341979j -0.00191953+0.253412j 0.00659438+0.19023j -0.0073516-0.181862j 0.00713051-0.073916j -0.00796596+0.00940469j -0.00272148-0.0656185j 0.0105429+0.0920191j 0.00179609-0.0148346j 0.00668622+0.0260789j -0.00376598-0.0454419j 0.0119757+0.0390814j -0.010786-0.0819231j 0.00401007-0.0783134j 0.00666701-0.0349735j -0.011806+0.0895174j -0.0121391-0.0433006j 0.00762176-0.120311j -0.00516059+0.00809757j 0.00735898-0.000261706j -0.00313702+0.0201697j -0.0276804+0.0231887j -0.00983948-0.0228955j -0.0277219-0.0208827j -0.00943825+0.00474206j 0.000789271-0.0318918j -0.00500902+0.00345857j -0.00145635+0.0145564j -0.000861372+0.0191717j 0.00380663-0.04829j 0.0110107-0.0300415j 0.00573235-0.0192887j -0.000283547+0.00239201j 0.0011487-0.00138471j -0.000208669-0.0186773j -0.00173631-0.0351442j -0.00438684-0.0233626j 0.00682702-0.0264395j 0.00865866-0.0146234j 2.57213e-05-0.0120172j 0.000457402-0.0187565j -0.00573362+0.0197186j 0.0062421+0.00703651j -0.00176038+0.00226752j -0.00492639-0.0174874j 9.11493e-05+0.0154808j 0.00508604-0.0320348j -0.000713068-0.00190849j -0.00318424-0.0132214j 0.000185512-0.0169546j 0.000637969-0.0108871j -0.00774582+0.0128755j -0.00183331-0.0124826j -0.000100685+0.00568393j 0.00148325+0.0203708j -0.00201584-0.0259085j -0.00136063+0.0200904j 
0.000875115+0.0190323j 0.000886849+0.0154243j 0.00128889-0.083623j -0.000648079+0.0727394j 0.00435064-0.0744379j -0.00135036+0.120491j -0.00191893-0.060196j -0.00139384-0.0702548j -0.00220657-0.218863j -0.0103175-0.00308818j -0.00184188-0.0715045j -0.00489459+0.166102j -0.00536688-0.183759j -0.00358533+0.115272j 0.0027569+0.022358j -0.0112199-0.00411937j 0.00101496-0.0322164j -0.0105076-0.00528118j 0.0125465+0.16146j -0.0156001+0.0661796j 0.00435948+0.0178699j -0.0148105+0.0234708j 0.00021683-0.11289j 0.0121382-0.0211094j 0.00948425+0.0801152j -0.00446252-0.00131305j 0.00767852+0.00534455j -0.0371152+0.0592782j 0.00225849+0.0158085j 0.00302363+0.0224883j 0.00407809+0.00439481j -0.0131417+0.0185489j 0.00529142-0.0576007j 0.0264945+0.0175231j -0.0209149+0.0445393j 0.0148692+0.010477j 0.0209899-0.0150171j 0.0102071-0.0206549j 0.0113639-0.0143449j 0.0179503+0.0191171j 0.00111937-0.0394202j -0.00852829+0.029414j 0.00466488-0.00464358j 0.0146311+0.015523j -0.00014727-0.0132116j -0.00375118+0.0162855j 0.00286926+0.0304994j 0.0184692+0.0298131j -0.00426529-0.000711782j -0.007683-0.0187643j 0.00250962-0.0521655j -0.00402384-0.0412736j 0.00215201+0.0212021j 0.000143602-0.0119161j -0.00581175-0.0724464j 0.0038451-0.0203645j -0.00797859+0.0342321j -0.0019557+0.0090506j -0.00278171-0.0430756j 0.00479075-0.0314879j 0.00220655-0.0113157j -0.00597556-0.0305054j -0.00114935-0.0307479j 0.00128373+0.041454j 0.00334348+0.0154639j 0.000206728+0.0440978j -0.00339362+0.00519448j -0.000135557+0.0181557j 0.000893445+0.0197179j 
-0.000675759+0.0414342j -0.00350613-0.0220619j 0.00543326-0.174988j 0.00440666+0.0217665j 0.0015377-0.116452j -0.0034623+0.0810187j -0.00638246+0.411661j -0.00736439+0.0399234j 0.00383091-0.127378j 0.00917004-0.0849665j -0.00256292-0.00323918j 0.00547196-0.0824646j -0.00411319-0.0406499j 0.00305364+0.158984j -0.00249428+0.0369932j 0.00193282-0.0988595j 0.00900383+0.166892j 0.00778652-0.0384374j 0.00825473+0.042928j 6.62781e-05-0.0619368j -0.00163311+0.028004j 0.0152584+0.123568j 0.00869348-0.0251242j 0.00532632+0.022134j -0.00961539-0.0273922j -0.00254894-0.0291836j 0.00599184+0.0556829j 0.00898282+0.00889939j -0.0144959+0.03797j -0.0143412-0.106473j 0.0161631+0.0319864j 0.0210238-0.118577j -0.00147174-0.01472j -0.0191577-0.0544618j -0.0842858+0.0151674j 0.0335797-0.00672247j 0.00394529-0.0540762j 0.00237946-0.109095j -0.00278862-0.0616048j -0.00491213-0.0475j 0.00237322+0.0231332j -0.00521304+0.0552097j -0.00329278+0.0356482j 0.00618599-0.0437972j 0.0114248-0.00650096j -0.00179874-0.0130698j -0.00376883+0.0137189j 0.000813074-0.0943524j 0.00348048+0.043638j -0.00783804+0.0606882j 0.00760181-0.0350515j -0.00331006+0.0522015j 0.000841946-0.051349j 0.00124468+0.0247609j 0.00660692-0.0368981j 0.00252484-0.0542929j -0.00117654+0.0521864j -0.00192677+0.0173535j -0.00150799+0.0260631j 0.00209295-0.0286219j -0.00139696+0.00853327j -0.000430129+0.00064394j 0.000562019-0.0333682j -0.00395035-0.0537906j 0.00249034-0.0462078j -0.000462459+0.0342458j -0.00456534+0.00566294j -0.000951052-0.023139j -0.00171643+0.018199j 
0.0035733-0.0290318j -0.0024597+0.0780616j -0.00148427-0.0437903j -0.0061266-0.0959291j 0.00463106-0.0495899j 0.00515413-0.352291j -0.00528799+0.187656j 0.00197954-0.292151j 0.0057256-0.017562j -0.00141698-0.150117j -0.00935646+0.0064937j -0.0122377+0.0184427j -0.00203593-0.200147j 0.00899193+0.0606081j -0.010805+0.00398667j -0.0145464-0.0205322j 0.0115428+0.0817283j -0.003538+0.00356497j 0.000111598-0.0853742j -0.00955187-0.188009j 1.07626e-05-0.064181j 0.00515544-0.0128081j -0.0149547-0.0453069j -0.00719308-0.0485867j -0.0134147+0.0417893j 0.00502196+0.104361j -0.0191657-0.0834808j -0.0198791-0.0340624j 0.0108456-0.024446j 0.043113-0.0398419j 0.00720296-0.0353441j 0.000687518+0.0150195j -0.0142788-0.0233219j 0.0313183+0.0213521j 0.0103164+0.0485895j 0.0862242+0.0298074j -0.016263+0.10495j -0.00606861-0.0416527j 0.00982942-0.0190129j 0.0126742-0.0877283j 0.00202533-0.0680352j 0.0104502-0.000151847j 0.0131408+0.0151846j 0.0142328+0.017347j -0.0092047+0.0218345j -0.00370822+0.0241094j -0.0117283+0.00764489j 0.00335982+0.0169025j -0.0102157+0.0092608j 0.000564451+0.0263532j 0.0134215+0.0310994j 0.00520594+0.00184025j -0.000956835+0.0294925j -0.00468277-0.0607038j 0.0012892-0.00720143j -0.00547215-0.0806323j -0.00539643+0.0322594j -0.00581495-0.0199525j 0.00167513+0.0330828j 0.00301598-0.0225274j 0.00259964-0.00942619j -0.00131974-0.00300392j -0.00375404+0.00247493j -4.58351e-05+0.032864j -0.000200728+0.0195644j -0.00018324+0.0139066j -0.00135488-0.016744j -0.00258531+0.0107492j 0.00214127+0.0263652j 
-0.000792292+0.0424163j -0.00356887+0.017439j 0.000781274+0.0940903j -0.00618162+0.083547j -0.0038578+0.134964j 0.000569399-0.441223j 0.00862379+0.00986285j 0.00166015+0.237676j 0.00267569+0.204247j 0.00421807+0.201687j 0.00803414-0.0936578j -0.00415639+0.178885j -0.00599776+0.00692747j -0.00150916+0.0328151j -0.00690545-0.178694j -0.00312488-0.0417354j -0.00301369+0.0647932j 0.00647527+0.079918j 3.72441e-05-0.160477j -0.00446243-0.0756062j 0.00893532+0.120415j -0.00818928-0.0514422j -0.0183814+0.00872085j 0.0094272+0.0703617j -0.0102425+0.0355276j 0.00759118-0.0851428j 0.0101292+0.0084734j 0.00345987+0.0219801j -0.0110486+0.0749717j -0.00629417-0.0286505j 0.030033-0.0119863j 0.00977568-0.0286717j -0.00808229+0.0210838j -0.0185387-0.0143017j -0.00451323-0.0214115j -0.0749741-0.0366415j 0.00332546-0.0281986j 0.00291122-0.0622214j 0.00442265+0.00433055j -0.00596531+0.0288577j 0.0022824+0.0186021j -0.00359571-0.00360883j 0.00418418-0.0114327j 0.00767263-0.0499876j -0.000196514-0.0387234j -0.00386792+0.00264048j 0.000116573+0.00426965j 0.00394383-0.0585938j -0.00121652-0.00876287j 0.000417118+0.0439325j -0.000510362+0.0229581j -0.001358-0.0227666j 0.00265785-0.0141114j -0.00705628+0.022463j -0.000213556+0.00699919j 0.00740376+0.0201297j -0.00290054-0.0116566j -0.00140826+0.00285236j -0.0036913-0.080371j -0.00129545+0.0585772j -0.00110411+0.0203993j -0.00197083-0.0108474j 0.000751902+0.02741j 0.00107358+0.0107285j -0.000266663+0.00260647j 0.000725049+0.042766j -0.00436718+0.033837j -0.00207838-0.0352117j -0.00180553+0.0366342j 
0.00115711-0.0958125j 0.00241029+0.0511804j 0.00634908+0.00305541j 0.00696792-0.0524332j -0.00963936-0.110815j 0.00751833+0.0871379j -0.00309073+0.247204j -0.00057238+0.383128j 0.00356894-0.0376877j -0.0125681-0.0135068j -0.00443638+0.0934247j -0.0136802-0.0694132j -0.00137463+0.00924368j 0.00509982-0.0306039j -0.00114223+0.0811302j 0.00391673-0.0265772j -0.000777891+0.11227j -0.00270422-0.024308j -0.00879175-0.0407699j -0.00527486-0.0292821j 0.0181372+0.00659153j -0.0198567-0.0984988j 0.00360551+0.0734685j 0.0175039+0.127345j 0.0320318-0.0477313j 0.00330007+0.012635j 0.00918593+0.0219113j -0.0359964-0.00284428j 0.011967-0.0464833j 0.0177484-0.0108552j -0.0035827-0.0718465j -0.0101561+0.083229j 0.0035081+0.0401025j 0.0300648+0.00917j 0.0611761+0.0146766j -0.0635513+0.00634468j 0.002188-0.0292714j 0.0158287+0.0354572j 0.00564322+0.0693927j 0.00559217+0.0354901j -0.0113073-0.0262221j 0.013261-0.0149578j 0.0101179-0.00368227j -0.00650325+0.00485396j -0.0135585-0.00212719j -0.00200119+0.0266662j 0.000973823-0.0327576j 0.0112598+0.0227918j -0.00132848-0.039851j 0.00108849-0.0112868j -0.00955512+0.0203715j -0.0069396-0.0125752j 0.00610797-0.0476253j -0.00655117+0.0216584j 0.00452203-0.00594487j -0.00388962-0.0135469j 0.00279769-0.0611794j -0.000850065+0.0263626j 0.00101998-0.0126755j 0.000127512+0.00734267j 0.000596542+0.0147587j 0.0066587+0.0179411j 0.0012903+0.0513629j 0.00246973-0.0399143j 0.00157149-0.0396325j 0.000971934+0.00601645j -0.0045111+0.0315465j 0.00324283+0.0431319j 0.000142673-0.0401206j 
