0.0155086-0.0120888j -0.0144733+0.0960594j -0.0609097+0.045545j 0.0426365-0.0175778j -0.00889936+0.0179075j -0.00217634+0.00121173j -0.0370165+0.0235192j 0.0163594+0.0135075j -0.0748574-0.0450949j -0.0183273-0.0019871j 0.00794246-0.0167374j 0.00813034-0.0071871j 0.00845596-0.000608558j -0.0284035-0.0170485j 0.0215945+0.0498324j 0.017055-0.00866704j -0.0169899-0.046203j 0.047092-0.00390179j 0.0430945+0.0162143j -0.0246018+0.000912232j 0.0114102+0.0152287j -0.00395263-0.00139824j -0.00262558+0.0204827j 0.0129264-0.00814288j -0.0162159+0.0151954j -0.00763689+0.00241481j 0.0146061+0.0114575j 0.00169869-0.014538j 0.00995881-0.0102938j 0.00716109+0.000572398j 0.0171549+0.00618758j -0.000209119-0.0126213j 0.00249646+0.00626946j -0.00515353+0.00627067j 0.0139324+0.0216055j -0.00763875-0.00458198j -0.0151285+0.0061938j -0.0125858-0.0200986j 0.0200607-0.0111186j -0.0240659-0.0112457j 0.00345432-0.0192464j 0.00514583+0.0145482j -0.0230319-0.00794901j -0.0126307-0.00605895j -0.0124436-0.0150812j -0.00239199-0.00932609j -0.000329326-0.0150831j 0.00793823-0.00591347j -0.0110402-0.0148755j -0.0123293+0.0188598j 0.0128088-0.005221j 0.0149902+0.000461975j 0.000840266-0.000647584j 0.0114645-0.00808422j 0.00429771+0.00733877j -0.00183795+0.0300406j 0.0173294-0.00173706j 0.0186156+0.0111267j 0.00371246+0.0120746j 0.000999204-0.00230502j 0.00921966+0.0165885j -0.00860443-0.00660356j -0.0104259+0.0122369j 0.00369397+0.0160883j -0.0222916-0.0126602j -0.000693497+0.0122063j -0.00263309+0.0104016j -0.00946343-0.000153211j -0.0380219-0.039481j -0.0196521+0.0332439j 0.0182136-0.00486197j 0.0313572-0.0229702j 0.0147581+0.051791j -0.0724373-0.0414371j 0.00405623-0.00874659j -0.00588859+0.0278418j -0.00869276+0.0306396j -0.0102444-0.054962j 0.0404734+0.0931175j -0.0778091-0.00482577j 0.0375603+0.100255j 0.0468328+0.00636862j 0.065202-0.017044j 0.125661+0.00750189j -0.00276852-0.00405009j -0.0876049-0.0190374j 0.0159821+0.0744048j -0.0929801-0.0878621j 0.00927391-0.0547075j 0.00383576-0.0404852j -0.0236715+0.00638799j 0.0435254+0.0372694j -0.073663-0.108032j -0.177083+0.243974j 0.195583-0.0650348j 
0.0451713+0.0782957j -0.0850224-0.0508606j -0.0231594-0.0268358j -0.0122366+0.00120809j -0.0303702-0.0400818j -0.00652452+0.00728039j 0.0367102+0.0135166j 0.0185789-0.139379j -0.0824883+0.00259834j -0.0219535+0.0251342j 0.0157943+0.0677715j 0.106694-0.0392761j 0.0384523-0.0142495j -0.0290947-0.106045j 0.0868889+0.0458923j -0.0961236+0.0218629j -0.0271525+0.108843j -0.0613175-0.0494483j 0.0462615-0.0550895j -0.00129759-0.0333302j 0.0856769-0.0122014j 0.010781-0.00717911j 0.0227829-0.0098483j 0.0250595-0.0426373j 0.018548+0.0438511j -0.0810976+0.0186875j 0.0155843+0.0555186j -0.0462867-0.00442892j -0.00550088-0.034039j -0.0131342+0.0384888j 0.0419021-0.00662596j 0.0129117+0.0268832j -0.00529144+0.0554211j -0.0266274+0.0125278j -0.00944429-0.0104545j 0.00339087+0.0534565j 0.00674082-0.083584j -0.0262125+0.0639777j 0.0497716+0.0454279j -0.0138408-0.00594229j -0.0581685+0.0336118j 0.0566289-0.0323977j -0.0334504+0.0662453j -0.0517647-0.0783524j 0.00539752+0.0144206j 0.0124095+0.0252062j 0.00115969-0.00801745j 0.0352833-0.0103317j 0.0384517-0.00835168j -0.0366559-0.0464475j 0.0207812+0.0036257j 0.0420101-0.038613j 0.0122675-0.0299319j 0.0134928-0.00895759j -0.0610278-0.0460658j -0.0385075-0.0543153j -0.00669245+0.00193767j -0.00454625-0.00137062j -0.0168455+0.0106708j 0.0118187+0.00298741j -0.00965607-0.0479721j 0.0132458+0.019614j 0.0118702+0.0123127j -0.041511+0.00224213j -0.0181739-0.0164625j -0.00902949-0.0622888j -0.0249474+0.00933809j -0.00787155-0.00549475j -0.032212-0.0363647j 0.0140227-0.0267797j 0.0160582+0.0015653j 0.0335445+0.00552686j 0.00114355-0.000180304j -0.0226268+0.00824104j 0.047542-0.00318972j -0.0489137+0.000224854j 0.0425294-0.00222903j -0.00966661-0.0196867j -0.0155355-0.039487j -0.0206633-0.0190416j -0.0366803-0.0343888j 0.0131933+0.00849496j -0.020955+0.014213j -0.00741199+0.0186575j 0.00690493+0.013115j 0.0248112+0.00614807j 0.0606166-0.0304841j -0.00168092-0.0283608j -0.0205794+0.00445416j -0.0301172+0.0591568j 0.00203108-0.0506128j -0.034729-0.0136905j -0.00620723-0.0102444j 0.0460792-0.0691349j -0.0120902+0.0115596j 
-0.0295635-0.00712116j -0.0498282-0.0292888j -0.033199+0.0266021j 0.0112295+0.00711972j 0.115987+0.11379j 0.0649706+0.00985022j -0.0176828+0.0458925j 0.0556337-0.031065j 0.00778468-0.0253546j -0.0416997-0.0342742j 0.0162713-0.0486458j -0.069661+0.0320119j -0.0846218+0.0496417j 0.0522183-0.00492622j 0.063098+0.0441251j -0.030429+0.0848509j -0.0130932+0.0494978j 0.0337827+0.0108385j 0.0315182-0.0167162j -0.0518032+0.0223029j 0.10968+0.0726574j 0.000771178+0.0441701j -0.0170305+0.00927791j -0.0512148+0.00363947j -0.0643078+0.0130543j 0.0521736-0.0479345j -0.0438537-0.00726441j -0.0206416+0.0617535j -0.0411965-0.0384779j -0.0521337+0.0468132j 0.0130655-0.0439665j 0.0302677-0.0096772j -0.0171541+0.0308593j -0.0321908-0.00820791j 0.00390832+0.0311357j -0.0147723-0.0367765j 0.00726801+0.0122435j -0.0517502-0.0292067j -0.0227678-0.0267335j -0.00269701-0.0504607j -0.0233009+0.0745782j 0.011759-0.0113869j 0.0673549+0.0257723j 0.014047-0.0399166j -0.0296966+0.00918055j -0.0202317+0.0183696j -0.00416924-0.0370088j -0.0114206-0.0154149j -0.0493562-0.0328996j -0.00393732+0.0331315j 0.0375345-0.00929721j -0.0277952-0.0261458j 0.0365983+0.00359942j -0.0356984-0.00461406j -0.0458462-0.0429025j -0.0522846+0.00472928j -0.0093477+0.0315879j 0.0326847-0.0266782j -0.00351904+0.0445181j 0.0131197+0.0133841j 0.00284976+0.0138044j 0.0142899+0.0147574j 0.00328799+0.0422899j -0.0386322+0.0101877j -0.0090981+0.0226051j 0.01724+0.0109533j 0.009287-0.00113042j 0.0140857-0.0411949j -0.0597448-0.0717296j 0.0172484+0.0233481j -0.0308217+0.0272079j -0.0036258+0.013081j 0.0239716-0.00190526j -0.0215076+0.00930574j -0.0251011+0.0275382j 0.0756416-0.0371156j -0.0280828+0.00417747j 0.0134252+0.0647277j 0.00312422+0.00688649j -0.0259656+0.000696518j 0.000153443+0.0291213j -0.0170975-0.00673097j 0.0145201+0.078751j -0.0034136+0.0143913j 0.0497549+0.0243714j -0.0572807-0.0312073j 0.00665731-0.00442998j 0.011275-0.0139062j 0.00131881+0.0132009j 0.01282-0.0140553j -0.0338103+0.0509505j 0.00402605-0.0230096j -0.00396759+0.0371681j 0.00187962+0.0060495j 0.0385738-0.0281389j 
0.0349835-0.0259002j 0.108295+0.0703641j -0.0529735-0.00806816j 0.0178536+0.0413032j -0.00705952+0.0501253j 0.141448+0.101803j 0.00650972-0.0164647j -0.0495995-0.0555073j -0.0577743-0.0134086j -0.0423773+0.00892786j -0.00870462-0.0117043j 0.02039-0.00720701j 0.0212184-0.0094682j -0.0420398-0.0380547j -0.148303+0.0102776j -0.0499269-0.0100187j 0.0337139+0.00538942j -0.0404523+0.117129j 0.0361973-0.0520516j -0.0079903-0.040809j 0.0742417-0.0450798j -0.029643+0.026503j 0.0443314-0.00748594j -0.0607494+0.10098j -0.0425571+0.0469654j 0.0367255+0.00532184j 0.00788166+0.0584498j -0.0233232-0.0569692j -0.029105+0.0105812j -0.0374176+0.00297466j -0.0107587-0.00918372j 0.0299401-0.0154931j -0.0361803-0.00656881j -0.0196829-0.0100955j -0.0103256+0.0238581j -0.0379537-0.010427j 0.0127034-0.0727847j -0.0708104+0.0150729j 0.0122494+0.0267748j 0.0522184-0.0284262j 0.00809963-0.0292812j -0.00695717+0.0292548j 0.0120275+0.00876638j -0.0778807-0.0176611j -0.0274432+0.0415769j 0.034087+0.0141233j -0.0481874+0.00811376j -0.0107473+0.0118873j -0.0309187+0.0306698j 0.0288463+0.0568756j -0.0371492-0.0124409j -0.0225125+0.0256053j -0.0024482+0.00773512j -0.0247904+0.0184898j -0.0198454+0.00409538j -0.025709+0.00535548j -0.0118269+0.0067314j -0.0223382-0.00841133j -0.00772403+0.0465026j -0.0191285+0.0285942j 0.00451867+0.0239346j 0.0363435-0.0402098j -0.00155197+0.0392883j -0.0198642-0.00260243j 0.000263204+0.0241541j 0.0599752+0.00910297j 0.008492-0.0217784j -0.035709+0.023693j -0.0296135+0.00423517j 0.0301208-0.00101649j -0.00253147-0.019834j 0.0047603-0.00575627j 0.020674+0.0267726j 0.0623482-0.0273493j -0.0553606-0.00977874j 0.0199774+0.00562215j -0.0374161+0.0147278j 0.0251679+0.00382558j 0.00866068+0.0239158j 0.000313548+0.0280522j -0.0415265+0.0288598j 0.0304617+0.00311268j 0.040085-0.0329526j -0.0576881-0.0341351j -0.0354344-0.0312811j -0.00411025+0.0154999j -0.0309961+0.0284356j 0.0464295-0.042663j -0.00966912-0.00893301j -0.0149626+0.0179054j -0.0101197+0.0491131j 0.0392343+0.00967477j -0.0112605-0.00656761j 0.00164759+0.0214862j 0.0157668-0.0100107j 
0.00854273-0.0582368j 0.0693464+0.033099j 0.000532447+0.0443518j 0.00539068+0.0179255j 0.0712225+0.046796j -0.0279434-0.0552715j 0.0338519+0.0173813j 0.015467-0.0213912j -0.0176157-0.0402955j 0.0241428-0.053422j 0.00389836-0.00859253j 0.0578256+0.0505433j 0.033884+0.135996j 0.0358883+0.0102378j -0.039396-0.128309j -0.106446-0.05669j -0.0452363+0.0662826j 0.00723718+0.133546j -0.0351296+0.0330399j -0.0368898-0.0339904j 0.00248266+0.0664096j -0.0265245+0.0540845j 0.00766112+0.00383146j 0.099375+0.00878485j 0.0449877+0.0172425j 0.0300022-0.026338j 0.00221833+0.0423692j -0.0498166+0.0853031j 0.0424151-0.0375958j -0.049069+0.00555761j 0.0391974-0.0668243j 0.00411917+0.0106407j 0.00113598-0.0491303j -0.0111952-0.00814919j -0.0150907+0.0189581j 0.0454876+0.00208865j 0.0247806+0.0115426j -0.00395365-0.0206106j 0.0129961+0.010119j 0.00335452-0.0181363j 0.00897629+0.00386687j -0.0199768-0.0274008j 0.00779442+0.0475014j -0.0171152+0.0358248j -0.0203428-0.00407822j 0.0102325+0.0062784j -0.028328-0.048901j -0.00932752-0.00231641j -0.017144+0.000257664j -0.033663-0.0124008j -0.00922548+0.00406133j -0.0377086+0.0110619j -0.00528693-0.043317j 0.0200673-0.0400171j 0.00626081+0.0192271j -0.0157204+0.0392312j 0.0164646+0.0259762j 0.00847394-0.0103272j -0.0329808-0.00688297j -0.0272093-0.00129991j -0.0060339-0.0327288j -0.0303181-0.00088276j -0.0140403+0.0281686j 0.0125937-0.0144972j 0.00828232-0.00745694j 0.00609777-0.0242139j 0.00383241+0.0112587j -0.000396564+0.0139915j 0.0303826-0.00397854j 0.00739379-0.0154717j -0.0282543-0.00895078j 0.0380602-0.00246523j 0.00338123-0.033228j 0.0237204+0.0199002j 0.0410848+0.00687104j -0.0139398+0.00803062j 0.0266662+0.0101345j 0.00883019-0.00522836j -0.0143942+0.0139243j -0.0140833-0.00146167j -0.00783736-0.000286688j -0.0384708-0.000747004j -0.00764896-0.0257483j -0.0165955+0.00967959j 0.0347906+0.0343007j 0.00344351-0.0172916j -0.0583697+0.0165752j 0.00682938+0.00704491j 0.0147178+0.0201987j -0.00468553-0.0135648j 0.00928216-0.02243j 0.015183-0.00430764j 0.0100607+0.0180798j -0.00650417+0.00596571j 0.00138338-0.0222005j 
0.0929964+0.0205184j 0.0784755+0.0981226j 0.018457+0.021091j 0.0491416+0.0114786j 0.0211096+0.0572231j 0.0470393+0.0384974j -0.00813149+0.0181673j 0.0162405-0.0522428j -0.0154383+0.000673565j -0.0464995+0.0353273j 0.012739-0.033803j 0.0908732-0.0579206j 0.142016+0.0369902j 0.0115013-0.00625965j -0.15414-0.0165993j -0.0342947+0.0129828j 0.00803073-0.0258348j -0.0201732+0.0701984j -0.0157018-0.0334022j 0.00447387-0.0490502j 0.0184436-0.0456606j -0.0042193-0.0427339j -0.0458506-0.0077035j 0.023312+0.0287758j -0.00810286+0.0340082j 0.00213233+0.00390824j -0.0205468+0.0513357j 0.0128454+0.012431j 0.0119616-0.0435182j -0.0184591+0.0183646j -0.0393501+0.0121834j -0.0301113+0.0116325j -0.0198996-0.0134829j -0.0523374-0.0568868j 0.0204907+0.026868j 0.0225991+0.0102945j -0.0408085-0.0264623j 0.00199077-0.0147925j 0.0014456-0.00975144j -0.038588+0.00516189j -0.0306543+0.028069j -0.00779581-0.00157789j -0.0026535+0.0409023j 0.0321443+0.0150985j -0.0190942+0.0211865j 0.0200855+0.0157566j -0.0192392+0.0204104j -0.0178982-0.00954779j -0.00582924-0.00184548j 0.000974298+0.00235697j 0.00606361-0.0342243j -0.0247756+0.000127795j -0.0522746-0.029314j -0.0136908-0.00331517j 0.0520805-0.0167023j 0.0298627+0.0387135j 0.0060402+0.0469852j -0.0309675-0.00534118j -0.0616788-0.00738167j -0.027698-0.0271388j 0.00268433+0.0222977j -0.00861471+0.0325683j -0.0618416-0.00601144j -0.0075294-0.0026602j -0.0150298+0.0119089j -0.000768469+0.00678919j -0.014461-0.02658j 0.00820724-0.00795815j 0.058291+0.0174007j -0.00888392+0.0110519j -0.00035437+0.0286653j 0.00508251+0.0111409j -0.0171582-0.0332034j 0.0461542+0.0323324j -0.0319417+0.0160975j 0.00264019+0.0216578j 0.00906148+0.0237826j 0.0341853-0.0420085j 0.0198544+0.0223794j 0.0454297+0.0522843j 0.00256637-0.019578j -0.0213977+0.0198638j 0.00614456-0.0491447j -0.00566477-0.0110573j -0.00616649-0.0140001j -0.0109934-0.011721j -0.0298286-0.0138487j -0.0201349-0.00246194j -0.0337895+0.0560187j -0.00440829-0.0122661j 0.026758+0.0191772j 0.0396415-0.0257935j -0.0521908-0.0338179j -0.0276376+0.0346697j -0.031442+0.0301801j 
-0.116375-0.0616391j 0.0557285-0.00851138j -0.0202049-0.040519j -0.00279017+0.00812545j 0.0266207-0.0201841j -0.0415284-0.0585889j -0.0201818-0.00803259j -0.0285914-0.00716501j 0.0447685+0.0309214j 0.0803627-0.0844615j 0.0351679+0.0323647j -0.115973-0.0211068j -0.0482979-0.0659033j 0.0128067+0.121556j -0.092755-0.0608402j -0.0350071-0.0293788j 0.0583641+0.0644042j 0.0214243-0.0242079j -0.0117828-0.0499368j 0.0032013-0.00675854j 0.020609+0.0317929j -0.0431161+0.054206j 0.0372421+0.0126394j -0.0138299-0.0204691j 0.0110737+0.033538j -0.0327539+0.0336819j 0.00776624-0.0325135j 0.0680606-0.0487598j 0.036787+0.0198773j -0.0119739-0.020626j 0.108469-0.0290126j 0.0565339-0.0304025j 0.000521386+0.0318486j 0.0426769-0.0386386j -0.00953205+0.0169641j 0.0315533+0.0243016j 0.0317593-0.0520161j -0.0106457-0.0275198j 0.00847142-0.0258959j -0.00441922+0.00580356j 0.0760521+0.017987j -0.0489172+0.0105102j 0.00219131+0.0157739j 0.00975301-0.0319825j 0.000782998-0.0634684j 0.0126128+0.0154182j 0.0167608-0.0388807j 0.0369347+0.00597768j 0.024059-0.045112j -0.0120895+0.0172537j 0.0241713+0.0229128j -0.0393948-0.0197827j 0.011495-0.0113663j 0.023397-0.00463662j -0.0114201-0.0203535j -0.0383637-0.0133514j -0.0512299-0.0177289j -0.000242524-0.0161693j 0.0257386-0.0208415j 0.0378336-0.021084j -0.00803795+0.000865484j -0.0350141+0.0109344j 0.00471263-0.0134291j -0.00454162-0.0172968j -0.0153003+0.0182182j 0.0134943+0.029237j -0.0156748-0.00235151j -0.0380903-0.0203501j -0.0127116-0.0054771j 0.0388428+0.0255315j 0.011433-0.0133626j 0.0265727+0.0136855j 0.0388459+0.0241176j 0.0149161-0.0306086j -0.0346819-0.00624432j 0.0229201+0.0223837j 0.0415949-0.0198974j 0.00946628+0.0331453j 0.0130297+0.00188235j -0.0224777+0.0194357j 0.0675112+0.0161751j 0.0297131-0.0403789j 0.0554499+0.0193536j 0.00144642+0.0186485j 0.0174854+0.0221089j 0.0217084+0.00484747j 0.00537792+0.016106j 0.0381045+0.0157443j 0.0174281-0.000504401j -0.0182332+0.00171006j 0.0264483-0.0441637j 0.000552249+0.00681904j 0.0399486+0.000133302j -0.0358984+0.0307833j -0.00535005+0.00267026j 
-0.0282697-0.0403711j 0.0447491+0.00255085j -0.00710993+0.016863j 0.0162659+0.016032j 0.0157208+0.00374458j -0.0395587-0.0428695j 0.0228938+0.019081j -0.00394951-0.0558843j -0.0225906-0.00241324j 0.00474339+0.0122807j -0.0256199-0.0176133j -0.00534565-0.00397967j 0.0015303-0.0183819j 0.0194043-0.00396527j -0.0752367-0.0119301j 0.0335627-0.0812465j 0.0146846+0.0298487j 0.0049852+0.0896861j -0.00582246+0.0469685j -0.00178129-0.0103334j -0.0300653-0.0209639j -0.0426878-0.0101445j 0.0053849-0.00788j 0.0412667+0.0459878j 0.0625431-0.0206093j -0.0215574+0.00678737j 0.00516191-0.0206169j 0.0128377-0.0151053j 0.0261931-0.0137927j 0.0169013-0.0154623j 0.00468578-0.0305635j 0.0166666-0.0137368j 0.0187865-0.0346331j 0.00931986-0.000296041j -0.00826829-0.00592645j 0.0342851+0.0450344j 0.00850518-0.0340978j -0.0110917-0.00594669j -0.0423276+0.00112662j 0.0271031+0.0474212j 0.0376375-0.0242269j 0.01181+0.0220477j -0.0616378-0.0443177j -0.0302702+0.0180376j -0.0180511-0.0322833j -0.000897343+0.0142927j 0.0013527-0.00889396j 0.00704003-0.0257465j 0.00457306-0.0195145j 0.00253399+0.0109861j -0.0223421-0.0200674j -0.000785846-0.0138792j -0.00114098-0.0335015j 0.00798227-0.0216376j -0.00311167-0.000534438j 0.0119136+0.00965734j -0.00153562-0.000263411j -0.00708192+0.015022j 0.000399447+0.0139671j -0.0201533-0.0110014j 0.00296934-0.00412167j -0.0194803-0.0033241j -0.00238867-0.0150092j 0.0289934+0.0027714j 0.0237822+0.0045562j 0.0328922-0.00771145j 0.00279345+0.0202978j 0.0126963-0.0120474j -0.00217596+0.00205397j 0.0168366+0.0305588j 0.00356555-0.00590235j 0.00586452+0.0122109j 0.0447831+0.00100467j 0.0305494-0.0168961j -0.00154932+0.00492134j -0.00113832+0.00943419j 0.016-0.026029j -0.00645326+0.00878271j -0.00698721-0.0178804j -0.0174572-0.00663194j -0.00514108+0.03305j 0.023896+0.0236113j 0.0272607-0.026473j 0.0159134+0.0143411j 0.00760232-0.000234263j -0.000803711+0.00894541j 0.00479228+0.000307417j 0.0043326-0.0202113j 0.00417322+0.0241712j 0.00869762-0.00578301j -0.00648961-0.00635268j 0.0241574-0.00031518j -0.00551908+0.00782011j -0.0139797+0.0167135j 0.00206327-0.0201821j 
-0.0365588+0.00441331j -0.0318003-0.0169741j 0.0164927+0.00995029j -0.00259033-0.0191821j -0.0571728-0.0345395j -0.00243078+0.0276475j -0.0194605-0.00442271j 0.0179275+0.0482223j 0.040013-0.0075165j 0.0337523-0.0170043j 0.0167824+0.000434918j -0.0594604+0.0204121j -0.0316534-0.00474178j 0.0371872+0.033617j 0.0362225+0.00461579j 0.0278569+0.0170263j 0.0205669+0.0203441j 0.0431547-0.0296734j -0.0148421-0.0430988j -0.0262403+0.0394196j -0.0148772+0.0443539j 0.040797+0.0401853j -0.00792015-0.00675722j -0.0297801+0.000790289j 0.02668+0.0297582j 0.0281966-0.0423653j 0.0407315-0.0267959j 0.0733272-0.00176113j -0.0481105+0.0195214j 0.000755821-0.0263868j 0.0457709+0.0591954j 0.00529794+0.0132312j -0.0326577-0.0092705j 0.00825336+0.0376986j 0.00261981+0.0245341j -0.0396191-0.00616232j 0.012153-0.00338126j 0.00623493-0.00617603j -0.0038991-0.0281856j -0.0295558+0.000244857j 0.0433246+0.0108457j -0.0117778+0.0409386j 0.0213083-0.00505256j -0.0504454-0.0391022j -0.00723221-0.00138996j -0.00284726-0.0163266j 0.0264125+0.00449211j 0.0266221+0.00596973j 0.00885203+0.0374395j -0.00662852+0.0119727j 0.00257376+0.000135079j 0.0271291-0.0338798j -0.00319737+0.00707395j 0.00836163-0.0103935j 0.00432343+0.0252961j 0.00100129+0.0292868j -0.0084648-0.00467019j 0.0290324-0.0129254j 0.0154978-0.01313j 0.0167316-0.0195007j 0.0166202+0.0377312j -0.000740955-0.0327958j 0.0154721+0.033612j -0.00112594-0.000400289j -0.0254824-0.016524j -0.0146318+0.01264j 0.0100709+0.0347956j 0.0261945-0.0113629j -0.0319853+0.000529552j 0.00204541+0.0169271j -0.00693841+0.00355928j 0.00963368+0.0026814j -0.0263201-0.0107369j -0.00384686+0.0161358j -0.00567571+0.00441617j 0.00171879-0.0289986j -0.0366748-0.00651849j -0.00353865+0.0138304j 0.0273288-0.00750175j 0.0137364+0.0292175j 0.00158465+0.0100211j -0.0038636-0.0188005j 0.00487363+0.0327418j 0.0275478+0.000118502j -0.00527386-0.00208694j 0.00235011-0.00406506j 0.00816982-0.00501645j -0.0109316+0.00221042j 0.0199739-0.000260502j 0.00708187+0.0185927j 0.00223791+0.00178848j -0.0150513-0.00141796j 0.0129624+0.0148181j -0.0186272+0.0049553j -0.000968925+0.00595733j 
0.0360278+0.0451518j -0.00786314+0.0151716j 0.0256157-0.0251183j -0.0383487-0.0683888j -0.0560366-0.0897895j -0.00740863+0.0645057j -0.0199015-0.0348587j -0.0869131+0.086984j 0.0929301+0.034707j 0.0418653-0.0156632j 0.0635545+0.038036j 0.00104467+0.0154022j 0.0573087+0.00491575j 0.00538371+0.0869125j 0.0108979-0.0497837j -0.0286787+0.0398168j -0.000830057-0.0519161j -0.0226749-0.0739919j -0.0267795-0.0424501j -0.0305414-0.0251799j 0.00428741+0.0135154j 0.0427584-0.00255431j 0.0587882+0.0423702j 0.000475117+0.0125877j 0.0119703+0.0364475j 0.0183002-0.0200463j 0.0819589-0.0252109j 0.0558929-0.0127919j -0.0124882-0.00271443j -0.025526-0.016811j -0.00115125+0.0709091j -0.00776503+0.0164761j -0.000472889+0.0271274j -0.0258225+0.00863512j 0.0548643-0.0270152j 0.0314798-0.0160364j -0.0228126-0.0286062j 0.00472894-0.011086j 0.0288532+0.00308788j -0.032513+0.0501384j 0.00338938+0.0025855j 0.000472344+0.0304316j 0.013597-0.0520655j -0.0220812+0.0296938j -0.00900678+0.0221673j 0.00130457-0.0109407j -0.00996538+0.031468j 0.0164359+0.0265008j -0.0171653-0.0141363j 0.0211545+0.00522863j -0.0170089+0.00615273j -0.0408219+0.0160919j -0.0328096-0.0187566j 0.0151233-0.00471966j 0.00998922-0.00284623j -0.00459647+0.0528361j 0.0278641-0.0289245j 0.0139566-0.0173452j 0.0117441-0.0158872j -0.00605921-0.00414495j -0.0076994+0.020595j 0.0130278+0.0197554j -0.0245909-0.00221939j -0.00200175-0.03518j -0.00395708+0.0501262j 0.00393682+0.0216507j -0.0346528-0.0157971j -0.0215408-0.0294934j -0.0209585+0.00713861j 0.00315413+0.00313067j -0.0122808+0.00544099j -0.0156096+0.0271946j -0.0566031-0.00827787j -0.00696143-0.00796994j -0.0153127+0.00597562j 0.0181564+0.0039405j -0.0207249+0.0203641j 0.0298863+0.0609461j 0.00718883+0.0222959j 0.0332615+0.0542372j -0.0288159-0.0292064j -0.026222-0.00714058j 4.45227e-05+0.0196947j -0.0192911-0.0271886j -0.00166302-0.0125484j 0.0490825+0.0440548j -0.0423148+0.0120382j 0.00581266+0.0207939j 0.00720481-0.0187397j -0.00294967+0.0552311j 0.0121782-0.0159904j -0.0274746+0.0177718j 0.00740937-0.000738271j 0.0244304-0.0136898j -0.0267601+0.0299416j 
-0.0168888+0.00105826j -0.0477182+0.0127506j 0.0402579+0.0504245j 0.00693973-0.0653075j -0.0458336-0.044084j -0.017947+0.0111345j -0.000913161+0.0713318j 0.0942462+0.0988932j 0.0581551-0.0979723j 0.00476781-0.0544011j 0.00570711+0.0137528j -0.0490603+0.0148122j 0.00841509+0.040509j 0.102837-0.0604138j 0.0606623+0.00905589j -0.0727946-0.00506736j 0.000821468+0.0383325j 0.0175871-0.0557814j -0.032921-0.0764508j -0.0042354-0.0468656j -0.0588018+0.044459j -0.0422007-0.0478458j -0.0801896+0.0631651j -0.00204012-0.0315717j 0.0527668+0.0094685j -0.0162857-0.039712j 0.00474673-0.0163801j 0.0170624+0.0572321j -0.0154256+0.00603605j 0.0700298-0.0064968j 0.0243756+0.0332995j -0.0268518-0.00179732j 0.00746141+0.0287909j -0.0333189-0.00246576j 0.00609426+0.00406525j 0.0260075-0.0191544j -0.00761849+0.0523742j 0.00393046-0.0175885j 0.0210592+0.0129679j -0.0407787+0.0429941j -0.0134332+0.0116191j 0.00195495+0.0209352j 0.0219627-0.00395205j -0.00275376+0.0399201j 0.0302684+0.0163243j -0.0144348-0.0119615j 0.0214486-0.00243524j 0.0060858-0.004766j -0.0297905+0.0256302j -0.0191227+0.0160134j 0.00992543-0.0191265j 0.0234039+0.0286806j -0.0181644+0.0190393j -0.00972873+0.0226358j -0.0293423+0.0410464j -0.0076139+0.0207085j 0.0175829+0.0124114j -0.00176474-0.0121767j 0.00642895-0.0129242j 0.0412118-0.0104965j 0.0249288-0.0184842j 0.0071708+0.0102629j 0.021267+0.0188646j 0.00893378-0.00452681j -0.0539135+0.00595899j 0.0019214-0.0271133j -0.0169125+0.0156261j 0.0441633-0.0139153j 0.0027406-0.00634227j 0.00887193+0.0398084j 0.0399081+0.033056j 0.013873-0.023614j -0.0114423+0.0196003j 0.0608324-0.0343348j 0.0316332+0.0334451j -0.00587763+0.0547626j -0.0149403-0.0237995j -0.0390454-0.00211997j -0.00586815-0.010344j -0.0135925+0.0297189j -0.00213187+0.0517272j 0.0176482+0.0333228j -0.00289815+0.00266355j 0.0553729-0.00379628j 0.0127302+0.0051938j -2.92689e-05+0.0164426j 0.0496793-0.0192611j -0.0457384-0.0698528j 0.0121614+0.00148969j -0.00301343+0.0216299j -0.00274503-0.0281896j -0.0239995+0.0331802j -0.03426+0.0108655j -0.0364395+0.0546783j 0.01351-0.0118249j 
