0.00580052-0.0073513j 0.0072736+0.00345287j 0.00457145+0.00416172j 0.00633293-0.00497562j 0.00285327-0.000444561j 0.00392386+0.000494536j 0.00537206-0.00670894j -0.00545024-0.00484474j -0.00487297-0.00298374j 0.000299239-0.00213939j -0.00269048-0.0013059j -0.000258843-0.00933109j -0.00486666-0.00267965j -0.00267499-0.000883176j 0.000871757-0.0012031j -0.000710997+0.00105534j 0.000612611+0.00402483j 0.000409133+0.00590086j 0.00370476+0.00251018j 0.00355951+0.00310857j 0.00377604-0.00154702j -0.00283021-0.00148228j 0.00276265+0.00208824j 0.000248585-0.00174424j -0.00099784+0.000371356j -0.000428755-0.000255346j 0.000136851-0.00103705j -0.000373166-0.000921815j 0.00481794-0.000332185j -0.00121647-0.00348455j 0.00125998-0.00404957j 0.00304903-0.00475905j 0.00498729-0.00563971j -0.00121743+0.00419355j 0.00159735+0.0042884j 0.00391336+0.00434261j 0.00125473+0.00148846j 0.00570973-0.00347672j -0.00533406+0.00491869j 0.0014448-0.000565514j -0.00905162-0.0108168j 0.001827+0.00569046j 0.00610044-0.0024592j -0.00416983-0.01772j -0.000998756+0.00271301j -0.0234982+0.00635009j 0.00773664-0.00249037j -0.0264064-0.00203797j -0.0428263+0.00487437j -0.0122088+0.00153989j -0.0623033+0.0128522j -0.0131345-0.0498237j 
0.000204877-0.00159849j -0.00049891-0.00113977j -0.000800475-0.00898125j 0.00719778-0.000564105j -0.00677525-0.00142877j -0.0012505+0.00523403j -0.00230958-0.00662906j -2.86054e-05+0.00401809j -0.00805188+0.00372428j -0.0092845+0.00206508j 0.00913927+0.0060502j -0.00888899-0.00380241j -0.00253917+0.00459033j -0.00423662+0.00643945j 0.00313544-0.00580897j -0.00551321-0.00736063j 0.000822329+0.00304516j -0.0082873-0.00626213j -0.00310826-0.0134477j -0.0100839-0.00141503j -0.00268978-0.00455111j -0.0146731-0.0257442j -0.00895761+0.0330991j -0.00115673+0.00291101j 0.0087853-0.0225848j 0.00779693-0.00948003j 0.00148126+0.0080569j 0.00127942-0.00207735j 0.0279546+0.00998676j -0.0160886-0.00972539j -0.016706-0.00616807j 0.00324921+0.0182391j 0.0186364-0.000536845j 0.00294008-0.0171123j -0.00374526+0.00210035j -0.0100106-0.00367563j 0.00173427+0.00398379j -0.00862925-0.00926574j 0.00923139-0.0116366j 0.000287831+0.00357613j -0.000587133+0.0026776j 0.0077696+0.00628521j 0.00278155-0.0078103j 0.00182494-0.00449208j 0.00550722+0.00408305j -0.00581572+0.0051673j -0.00945696-0.00255017j -0.00336032+0.00453494j -0.0101849+0.00335998j 0.00281673+0.00682736j -0.00223113+5.10497e-06j -0.00286477+0.00227094j 
-0.00110929-0.00134307j -0.000594335+0.00038561j 0.00183666+0.00177557j -0.00400807-0.000847459j 0.00952592+0.000597368j 0.00531416+0.000283319j -0.00263597-0.00309529j 0.0055734+0.00196857j -0.00152879+0.0155812j -0.00417464-0.00304891j 0.00343354-0.00831591j -0.00583065+0.00353631j 0.00330183-3.27843e-05j 0.0115578+0.0112345j 0.0124487+0.00678293j 0.00123244-0.00132453j -0.0151841+8.70928e-05j -0.00884626-0.00134723j 0.0126487+0.00516882j 0.0113308-0.0069463j 0.0118782-0.000352029j 0.0131845-0.0157832j -0.00477473+0.0280904j 0.000387071+0.0128603j -0.0165917+0.00322054j 0.0105159+0.0110879j 0.0130883-0.0117871j 0.0126841+0.0327508j -0.00169703-0.0237788j 0.00911783+0.00527693j -0.013765+0.00362464j -2.50988e-05+0.0159325j 0.00720756+0.0085482j 0.0117142-0.0153881j -0.0144965+0.00399461j -0.0010601+0.0073027j -0.00613368-0.00968333j -0.00999787-0.00580625j 0.00608479+0.0106394j -0.00877056-0.00335928j -0.00227096-0.0100871j -0.00220485-0.00157343j 0.000292587+0.00547478j -0.0104281-0.00713867j 0.00587539+0.000307903j -0.00209145+0.00544884j -0.00136299+0.00413526j 0.00120635-0.0062801j 0.00366571+0.00215768j 0.00238029-0.00457083j -0.00156634+0.00034609j 0.00216293+0.000807686j 
-0.00457629+0.000851176j 0.00457932+0.00374134j -0.000993065+0.000669314j 0.00394322-0.00407698j 0.000630931-0.00375425j 0.00742588-0.00296026j 0.00221697+0.00445773j 0.0049688+0.00159247j 0.00514795-0.00184498j -0.0137827+0.00298999j 0.0125507+0.00397606j 0.00913272-0.00569637j 5.12768e-06-0.0122032j 0.00664282+0.00853137j -0.00501905-0.00565756j 0.000470742-0.00369071j 0.00943705+0.0144481j -0.00759232-0.00217946j 0.00546513-0.00834875j -0.00153101+0.0268816j 0.00156+0.0231852j 0.00411082+0.0177575j 0.0111999-0.0159711j 0.0202948-0.0107052j -0.0158189-0.00760497j 0.00628923+0.0223596j 0.00974359+0.0209617j 0.0168085-0.0151681j -0.0132783-0.0017644j -0.000871649+0.0213675j -0.00926768+0.00512122j 0.00830951-0.0186736j 0.00870027-0.00525198j 0.0057459+0.00914999j 0.00507781-0.00452408j 0.00261644+0.0109713j 0.00957208-0.0186974j 0.00304635-0.00717902j 0.00844065-0.00815912j -0.00545039-0.00228028j 0.004243+0.00115711j 0.00359505-0.00834809j 0.00267267+0.00258593j -0.0019684+0.00509538j 0.00499589+0.000862953j 0.00249106+0.00264459j -0.00442144+0.00335952j -0.00344871-0.00207583j -0.00107778-0.000575646j 8.96678e-05-0.000488011j 0.00471609-0.00123673j 0.00165345-0.00321626j 
0.00415237+0.00967877j 0.010003+0.00164954j 0.00397758+0.00182998j 0.00182477+0.00545446j -0.00908978+0.0039878j 0.00171944-0.00200384j -0.0041248-0.00818713j 0.00547987-0.00547488j 0.0174314+0.00533455j 0.0105362-0.00824922j 0.00871459-0.0057612j -0.00437333-0.00499995j 0.00929791+0.00687806j 0.0057674+0.0102084j 0.0194125+0.00868483j -0.0238296+0.00582344j -0.00941223+0.0213702j 0.00631371-0.0140065j 0.00548745-0.0184341j 0.0116578+0.0174026j 0.0132028+0.00282077j 0.0114526+0.0011959j -0.0183911-0.00379339j -0.00280404+0.00109427j -0.0177695+0.0130607j 0.0190947+0.00230729j -0.00458253-0.0163684j -0.0198463+0.00917812j -0.00603481+0.00944701j 0.00770435+0.00112788j -0.0033173-0.00502238j -0.00541207-0.017722j -6.13858e-05+0.00241546j 0.00431933+0.0115415j -0.00393367-0.00303236j 0.00983278-0.0014583j -0.00514607+0.00958978j -0.00540314+0.00635185j 0.000288227-0.00610798j 0.0030822+0.000493141j -0.0101381+0.00336264j 0.00608358-0.00300365j 0.00594574-0.00371761j -0.00711757+0.0052216j 0.00453167+0.00297858j 0.00135674-0.00265281j 0.00721019+0.00124816j 0.000952648+0.000470579j -0.00193092-0.00103922j 8.47478e-05-0.000737487j 0.00732146-0.00583359j -0.00725934-0.00328046j 
0.0111969+0.00106475j -0.00138149-0.00861608j -0.00504401+0.00703967j -0.00990634-0.00263811j -0.0116601-0.00152204j -0.00243955+0.00345546j -0.00255265+0.00730521j -0.0118317+0.000504694j 0.00263071-0.00611841j -0.0104745+0.00200233j 0.00421096+0.00234205j 0.00669503+0.00991034j -0.0218781-0.00962286j 0.00612563+0.0134773j -0.000208838+0.00288033j -0.00918311+0.00270154j 0.00499644+0.0201452j 0.0024535+0.0115798j -0.00198699-0.0078005j 0.00364813-0.000363952j -0.00830361-0.0217574j -0.0031792-0.00971243j 0.0269364+0.00364513j -0.00340304+0.00166149j -0.00790765-0.00234192j -0.00486668+0.00930909j 0.00364548+0.0105113j -0.00614333+0.0267165j -0.0115481+0.00130518j 0.0134647-0.00477343j -0.00476371+0.016867j -0.00549428-0.00332752j 0.000771487+0.0138703j 0.00431965+0.000224011j -0.0050291+0.0122584j 0.00146553-0.0163164j -0.00078582-0.000882683j 0.0122204-0.00749428j 0.00801581-0.00600222j -0.0101951-0.00175859j -0.00682755-0.0106818j 0.00867266-0.00649136j -0.00393532-0.00288565j 0.00802998+0.00550134j -0.00262541+0.0110094j -0.0109256+0.00345834j -0.00228057-0.0038313j -0.00231279+0.000336064j 0.00674838-0.00272371j -0.00191431-0.00522682j -0.0042302-0.000298812j -0.00329321+0.00691432j 
0.000645731+0.00225263j -0.0022815-0.00297806j -0.000991225+0.00397646j -0.0095262-0.00100337j -0.00492389-0.00271561j 0.00245115+0.00737904j 0.00276964+0.00281798j -0.00824471-0.00198604j 0.0136802-0.00202051j -0.00154036-0.00339053j 0.00265475-0.00114547j -0.00189945-0.00798121j 0.00914115+0.0057955j -0.00250886+0.00127189j -0.0134151-0.000380173j -0.00753355-0.000914035j -0.00090725-0.00736687j -0.00736952+0.00525256j -0.00636654-0.0189489j 0.000259791-0.00850792j -0.00743202+0.00752508j -0.00847661+0.00640084j 0.00595602-0.0307882j -0.00643824+0.000404974j -0.00535506-0.00220593j 0.00430566-0.0238669j -0.00971519-0.00569922j 0.0131621+0.0147705j 0.0106308-0.00738772j -0.00833432+0.011021j -0.00832005-0.00292927j -0.0043243-0.00923135j 0.00327607+0.0237536j 0.00368379-0.00794051j 0.00235062+0.00236068j -0.00283464+0.00560772j 0.00617909+0.00272044j -0.00287093-0.00536975j 0.00705342-0.00544516j 0.00424054-0.00805024j 0.000256763-0.000866503j 0.00666131+0.00926787j 0.00186287-0.00344385j -0.000436368-0.00216069j -0.00938652-0.00479411j -0.00255031-0.00281009j 0.00428016+0.00567817j 0.00547372-0.000872453j 0.00582001-0.00122603j 0.00158237-0.00251854j -0.00279696+0.00257871j 0.000206819+0.0011634j 
-0.00285377-0.00324774j -0.00408713-0.00121723j 0.00176918+0.000205855j -0.00397978-0.000872998j 0.00865158+0.00990668j 0.00112158-0.00035837j 0.0103458+0.00243888j 0.000224528+0.00548021j -0.00774396+0.00270395j 0.0092383+0.0165735j -0.00458657-0.00494632j -0.00945194+0.0122151j -0.00767445+0.0013061j 0.018868+0.0285068j 0.0075227-0.0193663j -0.00149718-0.0141111j 0.0117972+0.00235341j 0.0129924+0.0173378j 0.00205245-0.00755989j -0.0253443+0.00986751j -0.00354075+0.000807737j 0.000277958-0.0119014j -0.00442627+0.0050774j -0.0160635-0.00656632j -0.02242+0.012324j -0.00793436+0.00230158j 0.0149695-0.0122653j -0.00364269+0.00425708j -0.0181027+0.0227094j -0.00988651+0.0208187j -0.00179042-0.007309j 0.011676+0.00457697j 0.00482287+0.020537j 0.00577617-0.00857247j 0.00935676-0.00473968j -0.00312626-0.0141009j -0.00374191+0.010281j -0.0068183-0.00987091j -0.00136016-0.0133748j 0.00033324-0.0077593j -0.000193483+0.0045033j -0.00426543-0.000314068j 0.00833315-0.0079762j 0.00827784-0.00181033j -0.00250477-0.00715015j 0.000596162-0.00280997j -0.00233729+0.00794097j 0.00139098+0.00428512j 0.00228656-0.00139151j 0.000868161+0.00196849j -0.00202605+0.00343384j 0.0031234-0.000685449j 
0.00468941+0.0012901j -0.000707605-0.00664824j -0.00484689+0.00610139j -0.00825702-0.00221824j 0.00203196-0.000284629j 0.00366825-0.00257191j -0.00796511+0.0114981j -0.004776+0.000411782j 0.000519356-0.00400488j 0.00710624+0.00668421j -0.0028741+0.00121298j -0.0120975-0.00092178j 0.0193525+0.00120523j -0.00604253+0.0011374j 0.00407847-0.00174374j 0.00351135-0.00624097j 0.00064085-0.0183025j 0.00809532+0.0294266j 0.00950474-0.00464955j 0.00714699-0.0100506j 0.0157382-0.0131457j 0.00583238+0.0267646j -0.00426536-0.00458212j -0.00795351-0.0200863j -0.0048102+0.012639j 0.0206305+0.00333719j -0.0222132+0.017404j -0.000812621-0.0295911j 0.00490112+0.00649809j -0.00810189+0.00658193j -0.00175069-0.00268362j 0.00416674+0.00645519j 0.00630644-0.00614275j -0.00638859-0.0048052j -0.0102283+0.0173952j 0.00629299+0.00146248j -0.0197492-0.00547681j -0.00065207-0.0119492j 0.00578671-0.00367422j -0.000240541+0.00558545j 0.000307785-0.00522638j 0.00702745+0.0179674j 0.000253897-0.0072562j 0.00398265-0.00759268j 0.00313258+0.00790279j -0.00861317-0.00458759j 0.00379913-0.00309823j 0.00191846-0.00811092j 0.00343483+0.00195735j -0.00122281-0.00546651j -0.00349309+0.00224132j -0.00196334+0.00323608j 
-0.00641604+0.00191558j 0.00275571+0.00631812j -0.00113317-0.00576143j 0.00337988-0.00356278j -0.0017893+0.00330149j 0.00350257-0.00832586j -0.000408626-0.00370263j 0.000157457+0.0113061j -0.012143-0.00550114j -0.00543789-0.0102795j 0.00515447+0.00739583j -0.0022414-0.000634829j -0.00433006+0.00326445j -0.00896224+0.00368455j 0.00511645-0.00854993j -0.000969752+0.00619125j 0.00459704-0.00606876j 0.0108618+0.00522401j -0.0142544+0.0043208j -0.0215104+0.00597853j 0.000675062+0.00407424j -0.00489881-0.0274524j 0.00327892-0.0121226j 0.00921597-0.0447615j 0.0123668+0.015371j 0.00511017-0.00269079j -0.0221471+0.0119291j -0.00311128-0.00376856j -0.0015049-0.0070862j 0.00625752-0.0103174j -0.0211454-0.00461204j 0.00484787+0.0035906j -0.00168705+0.00239588j -0.00264619-0.0044863j -0.00736263-0.00615595j -0.00752488-0.0068668j 0.000853905+0.00441036j 0.00417722-0.00243877j -0.00823669-0.00612378j 0.00154462+0.00661154j -0.00277373-0.0107429j 0.00319185+0.000905713j 0.00589627+0.00334779j 0.00109701-0.0120714j 0.00390017+0.00481926j 0.00547854+0.00204555j 0.000467602-0.00313728j -0.000599218+0.00146695j -0.00101722+0.00728433j 0.00302706-0.000956404j 0.00459609+0.000795936j 0.00132756-0.00361152j 
-0.00273765+0.000946717j 0.00260078+0.00205527j -0.00280919-0.00190744j 0.00204653-0.00328086j 0.000718733-0.0134025j -0.00862167-0.0148471j 0.000776518-0.00354924j 0.00348069-0.00601515j 0.0121083-0.00961474j -0.00117959+0.00633405j -0.0176788-0.0109775j 0.0108953-0.00891456j -0.0020637-0.00223851j -0.00329905-0.0020948j -0.00206948+0.0230506j 0.00408061+0.00787003j -0.0230835+0.018826j 0.0132549-0.0203733j 0.0022744-0.0353685j -0.00580944+0.00643192j -0.013498+0.0141488j 0.000712863-0.00648544j 0.00878217+0.00214679j 0.00718693-0.00855572j -0.017633-0.0175658j 0.00470833+0.0133902j -0.0203933+0.0201243j -0.0068742+0.0158001j 0.00844835+0.00125879j -0.00598743-0.00393206j -0.008561-0.0104064j 0.0146854-0.00352759j 0.000755578-0.00768638j 0.00279143-0.013593j 0.0110861+0.00589263j -0.00144122+0.00905978j 0.00137204+0.00341326j -0.00293002+0.00424829j -0.00333406+0.000471481j -0.000578688+0.015541j 0.0076513+0.00495026j 0.000846313+0.00944179j -0.000547303+0.00445754j 0.000383113-0.00418923j 0.00343617+0.000338578j 0.00180785-0.000411118j 0.00517468-0.00619617j -0.00109602-0.000691617j -0.00102807+0.000329236j -0.00153027-0.00367609j 0.00157871-0.00102183j 0.000428694+0.000196622j 
0.00156931-0.00553313j -0.00651483-0.000263707j -0.005937+0.000831023j -0.0012574-0.00444598j 0.0104468+0.00650876j 0.00527128-0.00609667j 0.00721055+0.00991497j -0.00383142+0.00779093j -0.0226348-0.00524531j 0.0010155-0.00591247j -0.0013014+0.0123955j -0.00824933-0.00780958j -0.000210925-0.0154735j 0.0068271-0.00681441j -0.00943426+0.00793807j 0.0168688+0.0124344j 0.00915494+0.0215009j 0.0049652-0.0336672j 0.00468736+0.00410701j -0.0128894-0.0113447j 0.0131846+0.00880949j 0.00631987+0.00149273j 0.00184313+0.0102701j 0.00537621+0.0118477j 0.00485791-0.0103314j 0.0127411-0.00743356j -0.0122984-0.00791769j -0.00533301+0.0215192j -0.0178281-0.00678905j 0.00536416+0.0173716j 0.00158197+0.00537419j 0.0132194-0.00715112j -0.00165891+0.00116772j -0.0171275+0.00295106j -0.0136824-0.00367544j -0.00174235+0.000487634j -0.00573741-0.000740137j 0.00725037-0.00972122j -0.00537265-0.00380407j 0.00327222-0.00148969j 0.00757669-0.0103529j 0.0012473+0.0112568j -0.0024481-0.00500854j 0.00504752-0.0149498j 0.00691546+0.00496327j 0.00217024+0.00104158j -0.00127405+0.00475222j 0.00873088+0.00167339j -0.00190362+0.00357955j 2.34301e-05-0.0019875j -0.00195876+0.00245962j 0.000421263+0.0023404j 
-0.00212098-0.000429772j -0.00350567-0.000303255j 0.00158203-0.00462713j 0.00825162+0.0057092j 0.00536536-0.00104557j 0.00411731+0.00437349j -0.0042936+0.0183347j -0.0131788-0.00954931j -0.00156678+0.0193937j -0.00135568+3.15961e-05j -0.0206579+0.0119938j -0.011573-0.00818593j 0.00845128+0.00728805j 0.019543-0.0113726j -0.00627695-0.00432709j 0.0142156+0.00956075j -0.0342002+0.0133723j 0.00137717+0.0151425j -0.00816627-0.0143359j 0.0125116-0.00356011j -0.00614686+0.0068868j -0.000333806-0.0151372j -0.00275023+0.00428991j -0.00564559-0.0256437j 0.0134188-0.018723j 0.00226029+0.00267005j 0.00974086-0.0158913j 0.0116923-0.000284635j -0.00229162+0.00305626j -0.00635373+0.00327654j -0.0107327-0.00451243j -0.00018739+0.00548964j -0.00621609+0.00910486j -0.0134956-0.00425546j 0.00282884-0.00642399j -0.00199267-0.0122689j -0.00307381+0.00423995j 0.00990819+0.00212136j 0.00431828-0.0055743j -0.00328787+0.00341794j -0.00189098+0.000452543j -0.00589588-0.00786579j 0.00954128+0.00383879j 0.00190199+0.0095925j -0.00562188-0.00527639j -0.00437802+0.00495944j -0.00295106-0.0046534j -0.00592014+0.0075142j 0.000422366-0.00211772j -0.00144334+0.00336729j -0.000397959+0.000351448j 0.00213065-0.00234732j 
0.000540052-0.00191775j 0.00274726+0.000845584j -0.00412357-0.000247728j -0.00111273-0.00581913j -0.00135903-0.00126227j -0.00791711-0.00148101j 0.0142648+0.00245847j 0.00402071-0.0008974j 0.00374284-0.0114398j -0.00269486-0.00271228j -0.0125893+0.0059672j 2.64112e-05-0.0021516j -0.00213653+0.00372965j -0.000680208+0.00127669j -0.00943783-0.0301524j 0.00765841-0.0243735j 0.00307205+0.00627516j -0.0056697-0.0276672j -0.0101417-0.0235339j 0.0192765+0.0259664j 0.00103593+0.0389405j 0.00303798+0.0106804j 3.82489e-05-0.0156826j -0.00472406-0.0221862j 6.29616e-05+0.0152031j 0.00438492-0.0107271j 0.0121641-0.0141215j 0.00195063-0.00800776j 0.00516889-0.00324918j -0.00704966+0.00779984j 0.0144977-0.00300164j -0.00243559-0.00135977j 0.00156545-0.00287814j -0.000406987-0.00115496j -0.00149649-0.00190841j 0.000535724+0.00252516j 0.00451898+0.0021612j -0.00187131-0.00555768j 0.00600541-0.000533613j 0.00722035+0.000608689j 0.00955593-0.000186944j 0.000359395+0.00560157j -0.00727369-0.00710779j 0.00279656-0.00156712j 0.00342247+0.00119523j 0.00143174-0.00421681j -0.00146432+0.00583893j 0.00474009-0.00193526j -0.00419648-0.000963947j 0.00130839-0.00183353j 0.00132876-0.000892651j -0.000804013+0.000692513j 
0.0076709-0.00363825j -0.00538307-0.00595285j 0.000608686+0.00220964j 0.00326863+0.00824333j 0.0125388+0.00664384j 0.00247668-0.00641852j -0.00524641+0.00275101j -0.00279309-0.01706j -0.013979-0.00490116j 0.011244-0.0119032j 0.00609029-0.000335794j -0.0157282+0.0170715j 0.00462821+0.00494213j -0.00358138+0.0336881j 0.0126603+0.0108711j 0.000353188+0.00307638j -0.0148552+0.0179487j -0.00581769-0.00779184j 0.00905974+0.0297034j -0.0137029+0.00293718j -0.0109669+0.00968694j 0.00572826+0.0131057j 0.00653937-0.021301j 0.0199325+0.00516349j -0.00883686-0.00616081j -0.0193376+0.00324235j -0.00554243+0.0110342j -0.00327917-0.0108165j -0.00266956-0.00664073j -0.0129043-0.0119597j -0.00597011+0.00332897j 0.0186022-0.00644328j 0.00537781-0.00714808j 0.00165649+0.00487141j 0.0104015+0.0104406j -0.00112007+0.00365177j 0.000994425+0.00295602j -0.00323477+0.013347j -5.07116e-05+0.00212364j 0.00205624-0.00480686j 0.00443621+0.0085751j -0.000786696+0.00719472j -0.00267962+0.00174685j -0.000369571+0.00167087j 0.0023972+0.00347325j -0.00089052+0.00136058j -0.00119084-0.00398818j -0.00372268-0.000758671j 0.000393896-0.00356442j -0.00632863+0.000552892j -0.00192344-0.000880298j -0.00123841+0.00483967j 
-0.00528849+0.00336282j 0.00122185+0.00437544j 0.00539689+0.00644603j -0.00686087+0.00319414j -0.00171839+0.00254249j 0.0117992+0.000286931j -0.0156937-0.014771j 0.0130867-5.30404e-05j 0.00708406-0.00828044j 0.0166526-0.0109646j 0.0163781+0.00432511j 0.0148427+0.00987513j -0.00535817+0.0134547j -0.0130914+0.0163954j 0.0116952+0.025704j 0.007344+0.00354778j 0.0183822+0.0201661j -0.00670087+0.00988524j -0.0130434-0.00383388j 0.00165575-0.000245446j 0.00114577-0.000104375j 0.00573592+0.0111913j 0.0123161-0.00247814j -0.00426111-0.00802193j 0.00967062-0.00895173j -0.00497716-0.0188939j 0.00102375-0.0186893j 0.00171214+0.0243914j 0.000495507+0.00316925j 0.00506215+0.00540467j -0.00905172-0.0134528j 0.00635478+0.00389912j -0.00534488+0.00477357j -0.000591486-0.00475333j -0.00834841-0.00345162j 0.000791582+0.00267848j -0.00247489+0.00337007j -0.00579824+0.0022986j -0.00322357+0.00329485j 0.000995246+6.08773e-05j 0.000159414-0.00119294j 0.00575315+0.00107375j 0.00177544+0.00383457j -0.00653523-0.00276261j -0.00349054-0.00465625j -0.00397406-0.00160577j 0.00898948+0.00140889j 0.00139435+3.96861e-05j 0.00318948+0.00256245j 0.00045816-0.000465994j 0.00177641+0.00239698j 0.00238734-0.00497485j 
-0.00265813+0.0025745j 0.00306691+0.00435402j 0.00144402-0.00357224j -0.00320042+0.000439652j -0.00890423+0.00406128j -0.00237795-0.00716296j 0.0068592+0.00198629j 0.00480771+0.00751092j 0.00883352+0.00697175j -0.00690168-0.000210865j -0.00915049+0.0155733j 0.0028886+0.00609381j 0.00781615+0.00597749j -0.00675611+0.00864182j -0.0064024+0.0119591j -0.00928347+0.0156976j 0.0105773+0.041884j 0.0147581+0.0226409j 0.0171443+0.000550173j 0.00609641-0.00259292j -0.00200511-0.00329922j -0.00249588+0.0207685j -0.00761516+0.00273602j 0.0140332-0.0075446j -0.00770863-0.0320541j -0.0147536+0.00242692j -0.00883509-0.00536367j 0.00190274+0.0191302j -0.0087273+0.000586299j -0.0268065+0.00365503j 0.0258614+0.0129216j -0.00073498-0.00608101j -0.00736052-0.0152407j 0.00270536+0.00701865j -0.00232031+0.00429947j 0.00609651+0.00360966j -0.00731306+0.000779181j 0.00318607-0.00730655j 0.00957542+0.000915296j 0.00630245-0.00138188j 0.00950021+0.00195578j 0.000552776-0.00216595j -0.0018734-0.00254317j 0.00870326+0.00407753j -0.000457948-0.00162651j 0.000922898-0.00635833j 0.00247458-0.00330277j -4.49254e-05-0.00273448j -0.000336309-6.67009e-05j 0.00379933+0.000312553j 0.00435191+0.00108911j -0.000462357-0.00190812j 
0.00570034+0.000930888j -0.00314581-0.00527131j 0.0034344+0.00854232j -0.00651183+0.00279651j -0.00136443+0.00364805j 0.000355608+0.0132873j -0.00575777-0.000414146j -0.00228799+0.00425311j -0.00752771+0.0198194j 0.0182205-0.00709198j 0.00532731+0.00420665j 0.000593367+0.000956108j 0.0053992-0.0207964j -0.0069827-0.0132155j -0.000248197-0.00173344j 0.00400824+0.062752j -0.00120761-0.0210575j 0.00126446-0.0177976j 0.01839-0.0337997j -0.00396188+0.0361024j -0.0112206-0.0210498j -0.00120711+0.0114637j -0.0036321+0.0164336j -0.00169421-0.0268951j 0.00917495+0.013032j 0.0026741+0.00551807j 0.00106877+0.0196678j -0.00583713+0.000768862j 0.00846999+0.00729503j -0.00281322+0.00191678j 0.00409124-0.00336575j -0.000525893+2.78734e-05j 0.00829418+0.00700246j 0.00340737-0.00353188j 0.00373128+0.0045656j -0.00257089-0.00392438j -0.00541558-0.00816094j -0.00407794-0.0021952j 0.00733893+0.00342526j 0.000970186-0.0040105j -0.00343696+0.00725489j 0.0021627-0.00362529j 0.000508351+0.000140375j 0.00171416-0.00104949j -0.0002734-0.00366017j -0.00149837+0.00313864j -0.00302389+0.000444398j 0.00201676-0.0033301j 0.00416521-0.0036883j 0.00114943+0.00113355j -0.00222384+0.000385053j -0.00159987+0.00327392j 
-0.0123011-0.00450046j -0.00373783+0.00882496j -0.0114403-0.00024359j 0.00376128-0.00949905j -0.0111023-0.0132815j 0.0013526-0.0100771j 0.0147353-0.00017778j -0.00529633-0.00696376j 0.00205262-0.0237707j -0.0130914+0.005174j -0.0127773-0.0115324j 0.00904669+0.0217353j -0.00253792-0.00126944j 0.019534-0.00643626j -0.00271432+0.0311727j -0.0113408+0.0320141j 0.000597576-0.0159872j -0.0124458+0.00948363j -0.011922-0.000837031j -0.0036812+0.00740299j 0.006799-0.0232604j 0.00289706+0.0203705j -0.00878715+0.0139047j -0.00528905+0.000431652j -0.0125133+0.0248594j 0.007354-0.0137091j 0.00536705-0.00524575j -0.0125509+0.00236453j -0.00102182-0.00375474j 0.00727804-0.0115989j -0.0076173-0.00876643j -0.00984659+0.00543361j 0.0136592-0.00379924j -0.000956995+0.0103334j -0.0032151-0.00791133j -0.00403024+0.00128385j -0.00293106-0.000321378j -0.00790974+0.00656643j -6.33869e-05+0.00236326j -0.00699061+0.00122537j -0.00336188-0.00402393j 0.0097049+0.00661601j -0.0031248+0.00129788j -0.00480765-0.00185095j -0.0041902+0.00026497j 0.00284004-0.0028111j 0.00206018+0.00821274j 0.00583945+0.00295803j -0.0019394+0.0052224j 0.000995665+0.00550462j 0.000654002+0.0046792j 0.00500271-0.00266459j 
0.00185464+0.00703536j 0.00628192-0.00139702j -0.00142725+0.0172141j -0.00997653-0.00643348j -0.017285-0.0197218j -0.00105309+0.0111087j 0.00246812-0.00358434j -0.00394446-0.00110726j 0.00935368-0.000690601j 0.00148999-0.0024059j -0.000369499+0.0083616j 0.00883306-0.0143461j 0.00508503+0.00273529j 0.00612245-0.0149771j 0.00339437+0.00494006j 0.00537971+0.00438385j 0.00490875-0.0104451j -0.00230636-0.0164611j 0.0106579+0.0119742j -0.0155094-0.0181436j -0.00145116+0.0142182j -0.00648496-0.0109908j -0.0160908+0.00471211j 0.0130982+0.0024184j -0.0121892-0.0183234j -0.0142786-0.000441215j -0.0211159-0.00501818j 0.00802409-0.0108247j -0.0190485+0.00250683j -0.0192839+0.00397154j -0.000527933-0.00987471j 0.000250949+0.0145512j -0.000597576-0.00629508j -0.00996106+0.00427224j 0.00878421-0.00588745j 0.00579707+0.00369843j -0.0016381+0.00747719j 0.0119407-0.000167134j -0.00237571-0.00861948j -0.00194318+0.000957709j -0.0121654+0.00160189j 0.00643826-0.0073342j 0.00156255+0.0115879j -0.00192376-0.0131653j -0.00241232+0.00299027j -0.00417467+0.00566275j 0.00171902-0.0070719j 0.00288495-0.000607556j 0.00730809+0.0027089j 0.000893614-0.00139229j -0.000908233-0.00326727j -0.00118754-0.00201884j 
