-0.000815506-0.0148843j 0.00348331+0.018889j 0.00394416+0.0206884j 0.000679054+0.0242667j -0.0030654-0.0121297j -0.00576728-0.0296904j -0.000987269+0.0393558j 0.00357225+0.0141976j 0.00180601-0.00969902j 0.00552956+0.0247136j 0.0079036-0.0404365j 0.00251191-0.0127444j 0.00076426-0.0294461j 0.0133483+0.0439791j 0.00266202-0.00564333j -0.00923972-0.00712922j 0.0037412+0.00712819j -0.00574204-0.0391777j -0.00689856+0.0176245j 0.000993712-0.00357214j -0.00585942-0.027781j -0.0145231-0.0369313j -0.00121262+0.0141214j 0.00558541-0.000788761j 0.0069213+0.00897634j 0.00209019+0.00221533j 0.00237816+0.0310119j 0.00439567+0.0135053j -0.00647767-0.00639852j -0.000696089+0.0108031j -0.000667014+0.0215252j 0.00182901-0.00192723j 0.00589017+0.00235237j -0.00174848-0.0103604j -0.0234071+0.0076655j 0.0254166-0.0017652j -0.0123404-0.0279237j 0.00368302+0.00232161j 0.00150015-0.0176403j 0.00387793+0.00141289j 0.00179394+0.0360438j 0.0102655+0.0205281j 0.00494573-0.0403193j 0.00826167-0.0133392j 0.00464182-0.0201827j 0.00677037+0.0503416j 0.00628113+0.0279098j 0.00327353-0.057578j -0.00119516-0.0112781j -0.0207406-0.039878j -0.0127144+0.000476448j -0.0169016+0.00172576j -0.0135372+0.018745j 0.0156596+0.0749324j -8.86109e-05+0.0569893j 0.0571592+0.203793j 0.0646539-0.132214j 0.00313281-0.274516j 0.111594+0.181295j 0.0570621-0.162076j -0.0436169-0.202281j -0.0120155-0.03869j -0.0396997+0.0051808j 0.0218117+0.0648769j -0.00701101+0.0531954j 0.0214893-0.000689744j 0.00575944-0.0127301j 0.0061043+0.0132937j -0.00516586-0.433878j 
0.00725867-0.000905926j -0.00432925+0.00370342j -0.0121183+0.0223023j -0.00203511+0.00753612j 0.00613806+0.0285939j -0.0042289-0.00191496j 5.85962e-05+0.011314j -0.017582+0.0176234j -0.00507687+0.00448559j 0.00852272+0.00352324j 0.0135974-0.0196468j -0.0231977-0.01459j -0.0141603-0.00389646j -0.0363774+0.00550122j -0.0194768-0.0102054j -0.00596869-0.0105416j -0.00839822+0.0129922j -0.00345657-0.00946277j 3.96917e-05-0.0214911j 0.0365676+0.0128025j 0.0182196+0.00630951j -0.00460111-0.0369645j -0.0322126-0.00166942j 0.0701396+0.0157628j 0.020248-0.0166534j -0.0836473-0.00294753j 0.00457-0.0306025j 0.0189872+0.0559789j -0.0229124+0.011705j 0.0107295+0.0915851j -0.0870269-0.00471388j -0.0133525-0.0256185j 0.0698499+0.0110162j -0.0643579-0.0225719j 0.0200798+0.0345924j -0.0277645+0.0370311j 0.0559325+0.0125402j 0.0558918-0.0226677j -0.138808+0.0429067j -0.0614701-0.039985j -0.0306144-0.0206964j 0.0280386+0.0288008j -0.0159543+0.080799j 0.00572981+0.00525559j 0.0442175+0.0148587j 0.0133827+0.0169762j -0.0330145+0.0245651j 0.0200556-0.0197328j -0.0183078+0.00609495j 0.0190256-0.00745602j -0.00278166-0.017896j 0.00218834+0.0056478j 0.00898715-0.0249494j -0.008444+0.00257241j -0.0131912-0.0180333j -0.000368391-0.00815497j -0.0133171-0.0117217j 0.0174154+0.021552j -0.00692237-0.00382008j 0.00223118-0.0117481j -0.000626532+0.00569035j 0.00674774+0.00895641j -0.00320698-0.0157063j -0.0134614+0.0330188j -0.00463018-0.0115993j 0.0032823-0.00298158j 0.000972585+0.0199607j -0.00462678+0.0169466j -0.000247501+0.0059753j 
-0.00399534-0.00230597j -0.00233729-0.0122729j 0.00124951-0.0109568j 0.0107558+0.0142459j -0.00259983+0.0288912j -0.00809691+0.00315013j 0.0145961-0.00920565j 0.00871603-0.0198025j 0.020223+0.0248327j -0.00513099+0.0154238j -0.0193506+0.0111829j -0.0151603-0.00138959j 0.00792606+0.0105115j 0.0121363-0.0215751j 0.0301295-0.00616337j 0.0399087-0.0325836j -0.00770981+0.009291j -0.00146549+0.0311177j -0.0789659-0.0198849j 0.0601535+0.0225318j 0.0204133+0.030738j 0.0457026-0.0204271j -0.0781973+0.00535564j 0.0261089+0.00744202j -0.0687569+0.00286021j 0.031361+0.0288289j 0.0134209+0.036437j 0.0113125-0.0163158j 0.0469476-0.0674659j 0.166115+0.0172772j 0.0560653+0.0164329j -0.00753401+0.0695425j -0.0146485-0.0933498j -0.127039-0.00956041j 0.0497545-0.169132j 0.147461-0.0256465j -0.0385409-0.0264146j -0.0618766+0.0107561j 0.0271354-0.00818246j -0.0685307-0.034789j -0.0305574-0.00118403j 0.0914397+0.00214902j 0.0610753+0.0128306j -0.0373586+0.0079429j 0.00936308+0.00244351j 0.0150628-0.0239246j -0.00622651+0.0230514j -0.0297325+0.0133348j -0.0171455-0.0135215j 0.00541951+0.0024383j -0.00678018+0.0404719j -0.00150245+0.0177159j 0.00503536-0.0277643j -0.00993404-0.0165578j 0.0268741+0.0336979j 0.0182392-0.018187j 0.0186955-0.0208943j -0.00521023+0.00663638j -0.00286531+0.0178108j 0.0102719-0.0110915j -0.0174397-0.029482j 0.0143066+0.00629367j 0.00812354-0.0170629j 0.000946587-0.015028j 0.00027177-0.000403996j -0.000437386+0.0119611j -0.00319269+0.00470343j 0.00374088-0.0116336j -0.00542508+0.00142268j 
-0.00181028-0.0135786j -0.000422515+0.00317948j 0.00918046-0.0164644j 0.017279+0.00366552j -0.00973181+0.00926924j 0.00276518+0.00564012j -0.00400781+0.0233911j 0.00331676+0.0261389j -0.0144981-0.00316384j -0.0154451-0.0184438j -0.0191191+0.0175091j -0.00364902+0.015352j 0.0145893-0.0171555j -0.0045473-0.0232938j 0.0301833+0.0140558j 0.0325978-0.0114516j -0.0153869-0.0179593j -0.0123722-0.0530229j -0.0920668-0.0169835j 0.00843792-0.00351104j 0.0271218+0.0185312j 0.0425632-0.0327303j 0.0169355+0.00693213j 0.0300249+0.0100237j 0.00300407+0.0239408j 0.0631609+0.0825582j 0.00879408+0.0495184j -0.0026306+0.0256092j 0.0237206-0.0611817j 0.0217331-0.0531217j 0.00135917-0.00954463j -0.145112-0.026325j -0.0773138-0.0889494j -0.0382294+0.0243629j 0.0321656-0.194998j 0.115443-0.0562257j -0.0489401-0.0141715j 0.0311756+0.0054725j 0.00142785+0.00913664j 0.0152811+0.0526972j -0.0444669-0.0249722j 0.0403341-0.0142673j -0.0414539+0.0671873j -0.0454508-0.0301328j -0.0476422-0.0334013j 0.0166036-0.0284579j 0.00156269+0.0339829j -0.0244828+0.0709571j -0.0246318+0.00358829j -0.0125251+0.0204344j -0.00195094-0.0248289j -0.00500075-0.0256773j 0.00790106+0.00720933j 0.028753-0.0141345j -0.0179377+0.000472239j 0.0102899-0.00327671j 0.0244916-0.01935j -0.00187628-0.0102661j -0.00059498+0.0197251j -0.00058702-0.0215114j -0.00831336+0.000569968j 0.0174765+0.00957048j 0.00751219-0.0176376j 0.0178406-0.0190056j 0.00234452+0.00207272j 0.00684437+0.00704376j 0.00327241+0.0037077j 0.00242629-0.0085368j -0.00164193-0.00554789j 
0.00051187-0.0130139j 0.0034319-0.0101628j -0.00649309+0.0158582j -0.000782341-0.0123716j 0.00235734+0.0386085j 0.00335081+0.0320374j 0.0105286+0.00236357j -0.00539718-0.0484565j -0.0304001-0.0182085j 0.00893859-0.0111485j -0.0121145+0.00119734j 0.025132-0.00623813j -0.00549456+0.00326792j 0.014596-0.0178815j -0.0639007-0.0292037j -0.0229741+0.0287728j -0.0214443-0.0217779j -0.00754714+0.0160138j 0.0479156-0.0288292j -0.0123172+0.0271455j -0.0282118-0.00830067j -0.0213578+0.0121573j 0.0833679-0.0185915j -0.0114318+0.0113245j -0.0354861+0.0372999j -0.0844436-0.0811654j -0.0779208-2.96661e-05j -0.0160152+0.0243739j -0.00732037-0.0467763j -0.148606+0.0013218j -0.0594247-0.0239483j -0.106624+0.00179625j -0.0735541-0.0280002j 0.0710505+0.0812096j -0.0244797+0.0105421j -0.0790112-0.0189821j 0.030161+0.0175388j 0.102264+0.00174694j 0.0863387-0.0593838j 0.0452142-0.0375498j -0.0442534-0.00486819j -0.0523319+0.0541827j -0.0268053-0.0813707j 0.00815345+0.00495467j 0.0731553+0.015411j 0.0404497+0.0271913j 0.0191782-0.0260892j 0.00423739-0.0440236j 0.0183488-7.70896e-05j -0.048313-0.00225631j -0.00846248+0.0307684j 0.000101065+0.0207499j 0.0013381-0.00469539j 0.022221+0.0314521j 0.00278483+0.0174251j -0.00740671+0.00352338j 0.0106474-0.0327823j -0.00600499+0.013154j -0.00436857+0.00073997j -0.00613022+0.0645567j 0.0261963-0.029068j -0.00202394+0.013932j -0.00362675+0.0083559j -0.0010631+0.00540804j -0.00124232-0.0279609j -0.00762619-0.0223121j -0.00300213+0.00864429j 0.00338582+0.00095289j -0.00177433+0.00701675j 
-0.00178563+0.0138819j -0.00578436+0.000494471j -0.0118366-0.00316112j -0.00487849-0.00454102j 0.00485518-0.0246938j 0.00438497+0.0227016j 0.00859266+0.0160819j -0.00314889+0.0175252j 0.00572621+0.0224587j 0.0157235-0.0047593j -0.0121874-0.0469712j -0.00790849-0.00659335j -0.0142627-0.0584827j 0.0226906+0.00185313j 0.0159371-0.000112295j 0.025305-0.0058303j -0.00753465-0.015784j -0.00627387-0.0162869j -0.00934009+0.00197158j 0.0523321-0.00344043j -0.0534302+0.000454631j 0.0385568-0.0843309j -0.0202517+0.0379821j -0.104693+0.0559192j -0.0389409-0.0239551j -0.0880188-0.0033184j -0.184034-0.00590411j -0.0158362+0.0532815j 0.140922+0.0338962j 0.0925537+0.110669j -0.197381-0.0199489j -0.0552934-0.0232534j 0.138966+0.0406395j -0.082146-0.0332741j -0.0321441-0.145037j 0.0302907+0.00752709j -0.0786852+0.0284392j -0.0673843+0.0174613j -0.0211276+0.000170603j -0.00187683-0.0362867j -0.0358914-0.0500441j 0.0414223+0.0724215j 0.0503364+0.0162243j -0.0141239+0.0386869j 0.0101956+0.0138411j 0.0327535+0.0349597j -0.0350598+0.0293045j -0.015042+0.0425875j 0.00347037+0.016148j -0.0369842+0.0352044j 0.013386-0.0679404j 0.0293939+0.00554995j -0.0186662+0.00369486j 0.0069101-0.00718388j 0.00601149-0.0475121j -0.00777873+0.0170911j -0.0101637-0.0507766j 0.00692246+0.0318696j 0.0113984-0.0173806j -0.00615485+0.0330367j 0.00804063-0.00444684j 0.00377239-0.0039196j -0.019455+0.0117687j -0.00848747+0.00962992j -0.00376813-0.0163954j 0.00147383-0.000244683j -0.00529885-0.0158326j -0.00757964-0.00693848j -0.00374592+0.00053852j 
-0.00592938+0.00401211j -0.000691392-0.00353179j -0.011603+0.00960722j -0.0100371-0.00749285j 0.00529984+0.0057133j 0.0129273+0.00283703j 0.0171632-0.00682799j -0.00185862-0.0216973j 0.0127237-0.031432j -0.0182621+0.0265928j 0.0134903+0.000777128j -0.0330019-0.0660962j 0.0212741+0.0179417j 0.0169022+0.0554958j -0.0445206+0.00330958j -0.0131368-0.00289475j -0.0160755+0.0248599j -0.000940855+0.0126683j 0.0104082+0.0287882j -0.00412554-0.00931192j 0.0203497-0.0117308j -0.0230992-0.0750641j -0.0797265-0.00897535j 0.00749207+0.041651j 0.0258185-0.0163136j -0.0954404-0.00715329j -0.063318-0.0965135j -0.066122-0.0135871j 0.0290834+0.0660257j 0.136153+0.0507493j -0.0457775-0.137796j -0.0680823+0.0860362j 0.0326296+0.0762208j -0.00413584-0.00175841j -0.066528-0.0678425j 0.0593127-0.0808145j -0.063663-0.0557908j -0.041671+0.0911724j 0.02976-0.0431691j -0.00633519-0.0686491j -0.0500946-0.0025091j -0.0140879+0.0807608j -0.00189964-0.0607517j 0.0347794+0.0380851j 0.0173239+0.0100083j 0.0320839-0.0085439j 0.0246004-0.0406254j -0.0206344+0.0190517j 0.00675879-0.0339721j -0.0250716+0.0164194j 0.0162469+0.0165543j 0.025887+0.0025594j -0.00280724+0.0229368j 0.00325901-0.0332704j 0.0116021+0.0375616j -0.00306189-0.0283142j -0.00155721+0.0120428j 0.000307378-0.00343795j 0.0061869-0.0169314j -0.00527851+0.0152557j 0.00829556-0.0237036j -0.00671044+0.0245263j -0.00147542+0.023272j -0.00532034-0.00357031j 0.00052883-0.00404756j -0.00315508-0.00279158j -0.00158668+0.00671446j -0.00361631+0.00267041j -0.00353978-0.000833983j 
0.00203337+0.00665921j -0.00698408+0.00782604j -0.00118568+0.0134068j 0.00103513-0.0188305j 6.33092e-05-0.01394j 0.013154+0.00466623j -0.0129453-0.042326j -0.0102896+0.0168115j 0.00150285-0.0513023j -0.00733792-0.0225003j 0.015579-0.0123023j -0.00436021+0.0173282j -0.00446274-0.0118092j -0.00586057+0.0279307j -0.00227755+0.00414346j -0.0396748+0.0470869j 0.0223667-0.0366963j -0.000426902-0.0178571j -0.0276978-0.0217586j -0.0332498+0.0120683j 0.0483323-0.0107846j 0.00312063-0.00445118j -0.0417229+0.0134538j 0.0409958-0.00665105j 0.0528741-0.020822j 0.0363849-0.0311814j -0.00545554+0.012238j -0.060168+0.0207949j -0.0405305+0.0739449j -0.00639189+0.0618346j 0.0832852-0.00399053j 0.0349498-0.0311557j -0.0317398-0.0123451j -0.0503237+0.014841j 0.024395+0.00831166j -0.0549187-0.0431864j -0.0365562+0.00750594j 0.0597385-0.00253205j 0.00341998+0.0157222j 0.0297229-0.0470648j 0.0220738-0.040809j 0.0118565+0.0307595j -0.00947663+0.0211324j -0.043469+0.0135946j -0.0839368+0.0203992j -0.0238155+0.0345337j -0.0384664+0.0291764j 0.0257269-0.0131278j -0.0249801+0.0157085j -0.0202414+0.0143376j 0.0163396-0.015679j -0.0060969+0.0120218j 0.00238367-0.0276349j -0.00348922+0.0135585j 0.0105754-0.00782265j -0.00914854+0.0202966j -0.0122998-0.0475199j -0.018832+0.0384138j -0.0167674-0.00366975j -0.0129622+0.0398711j -0.00948839-0.0102867j 0.00964103+0.00859264j 0.000618156+0.0134683j 0.00992747+0.00255598j -0.000329856-0.0144391j -0.00204494-0.0194391j -0.00759501+0.00363537j -0.00591076+0.00167747j 0.00135575+0.0176786j 
-0.00273116-0.0117368j -0.00136865-0.00817093j 5.89454e-05-0.0128942j -0.00741714+0.00825014j 0.0107848+0.00718145j 0.0177531+0.0277728j 0.000677314-0.0239385j 0.00683547-0.00240185j -0.0115606-0.00630252j -0.0436761+0.0100168j -0.00215064-0.0734948j 0.0155657+0.00501852j -0.022744-0.0393587j -0.0147787+0.0698932j 0.00539463-0.010282j 0.00833714-0.0443754j -0.0194369+0.0384231j 0.0191025-0.0118225j -0.00345904+0.00394989j -0.050352+0.00258287j -0.000122816-0.030457j 0.00732092-0.0207815j -0.0312617-0.00680633j -0.0279669-0.00125813j 0.0727503-0.00450307j 0.0855925-0.0346131j -0.0675827-0.0352474j -0.0569426-0.015157j 0.00274359+0.0133765j -0.0577802-0.00576737j 0.046712+0.0644024j -0.0708283+0.0623004j 0.0793458+0.00281008j 0.013612-0.0182762j -0.0935703-0.0865255j -0.0565836+0.0641114j -0.0954938+0.00530571j 0.0094465+0.0991831j -0.0615752+0.086831j 0.0597079-0.0124854j -0.0073531-0.0319583j -0.0163425+0.00211825j -0.101393+0.0130114j 0.00546711+0.0360852j -0.0364725+0.0418392j 0.00949866+0.00308883j -0.0227317+0.00443903j 0.0192217+0.046608j -0.000962179-0.00177131j 0.0180584-0.0286294j 0.0071189-0.029203j 0.0194182-0.0166769j -0.0102833+0.0133615j 0.0176635+0.00490992j -0.0236026-0.0166912j 0.00644399+0.00167145j -0.0131102-0.00849864j -0.00685497-0.0136776j 0.00370383-0.00608301j 0.0132526-0.0187954j -0.00848194+0.0307324j -0.0107092+0.0280689j 0.00514629-0.0134859j 0.00743696+0.00569449j -0.00740105-0.00138153j -0.00644034+0.00697054j 0.00790903-0.00877576j -0.00517077-0.0130278j 0.000421396-0.00908133j 
0.00545702+0.00235409j 0.00381973+0.0199703j 0.00710785+0.00365174j 0.00747624+0.0124213j -0.0110947+0.00247475j 0.00822963-0.0463721j -0.0109257-0.0374097j 0.00967555-0.0150705j -0.0136908+0.0123715j 0.00375098-0.0199987j -0.00372976-0.00832483j -0.0505242+0.0290917j 0.0304332-0.01501j 0.00731253-0.000722333j 0.0130804-0.00455573j -0.0467379+0.026984j 0.0160685+0.00386267j -0.0242583+0.0293003j -0.018704-0.0205518j -0.0605794+0.0297411j 0.0510206+0.00800242j -0.0754593+0.0932247j -0.0323196-0.00222864j 0.00406423-0.00137112j 0.0599375-0.016778j -0.046029+0.0567156j 0.0331155-0.00689562j -0.10344-0.00192415j 0.110834-0.0517586j 0.0814682-0.0456003j -0.0132283+0.0530497j -0.0259993+0.0165686j -0.0366237-0.00167204j 0.0318906-0.0293216j 0.0496465+0.113052j -0.0651852-0.0917474j 0.0682369-0.0333659j 0.0951654-0.016217j 0.0238547+0.0102824j 0.0352703+0.00720486j 0.0279755+0.024923j 0.00949249-0.0179789j 0.0184109-0.000549409j -0.0206057-0.0226751j -0.0530706-0.0166177j -0.0151768-0.0113538j -0.0127833+0.000558688j 0.0316418-0.0218842j -0.0282322-0.00253783j -0.0223236-0.000276983j -0.00172051+0.0300591j -0.0233912-0.0100583j 0.0160426-0.0178303j 0.00573935+0.0116589j -0.0223864+0.0266332j -0.0169576-0.00492787j 0.00545986+0.0126928j -0.0046516+0.000690459j -0.00998578+0.0141007j -0.00675488+0.00341982j 0.00707071-0.0050334j 0.0125915+0.00315826j -0.0016711+0.00820379j 0.0119261-0.015576j 0.00812879+0.0118406j 0.00957258-0.0078366j -0.00596573+0.0186676j 0.00180895+0.0145443j 0.00365597+0.00360256j 
0.00147685-0.00537305j -0.00601451+0.00563098j -0.00765705+0.011806j -0.00899131-0.0455457j 0.00775093+0.0178694j -0.0170993-0.0426349j -0.0314849-0.0143703j -0.0203749+0.0240718j -0.00614795+0.0474606j -0.0391253-0.0225023j 0.0213083-0.030213j -0.0131924-0.0433758j -0.0217721-0.0115116j 0.00382304-0.00537068j -0.00197369+0.0126833j -0.0277375-0.0461768j 0.0656781-0.00794865j -0.0319926-0.0525775j 0.0407522-0.056122j 0.0238016-0.0112677j 0.0277682+0.00684823j -0.0124795+0.0157414j -0.0149743+0.0235731j 0.0562454+0.0390878j 0.0618804-0.0565883j -0.062806+0.0603107j 0.0983913-0.0955906j -0.143237+0.0170378j -0.0131076+0.0334843j 0.073703+0.107451j 0.0744063-0.116354j 0.0420286-0.09843j 0.0771776-0.0315447j -0.104725+0.0739231j 0.010523-0.00925372j 0.0853183+0.0671335j 0.0286939-0.0678172j -0.0399851-0.00524772j -0.0204787-0.0435856j -0.0203371+0.0397013j -0.0104647-0.00784164j -0.0259804+0.078872j -0.0312051+0.0416487j 0.0726268+0.0138684j 0.0598021-0.0626288j -0.013721+0.0384046j 0.0267287-0.0103798j -0.0236391+0.00555581j -0.00110949-0.0314046j 0.0348707+0.0397065j 0.0316382+0.0145895j 0.00439292+0.00820656j 0.0144155+0.00987832j -0.00707148-0.021613j 0.0181181+0.000811028j -0.0057084-0.0372144j -0.0171656+0.00779399j 0.000437489+0.00108635j -0.00217075+0.00163107j 0.0190473+0.0144861j 0.0016631-0.028838j -0.0105524-0.0104711j 0.0172782+0.0103275j -0.0230595+0.00901563j 0.00126075-0.0136786j -0.00539303-0.0140178j 0.00602806+0.00741182j -0.00384505+0.0146648j 0.00236501+0.00525812j 
-0.00405191+0.0081934j 0.000622108-0.0202009j 0.0029562-0.0111814j 0.00314802-0.0297297j -0.00249379+0.0252536j -0.0136809+8.78582e-05j 0.0137237+0.0213415j -0.0419774-0.0663255j 0.00666222+0.023158j -0.0280983+0.0357674j 0.00880201-0.0180315j 0.0139919+0.0197684j -0.0429545-0.00300183j 0.000718126-0.00507061j -0.00493853-0.0470344j 0.0555417-0.0119499j -0.0345527+0.0262302j 0.0209677+0.0233737j 0.0648308+0.0121629j 0.0534675+0.0309202j 0.0577098-0.0119263j -0.00415415+0.0146624j 0.00848311-0.0138962j 0.0777237-0.0249175j 0.0354208-0.0382595j 0.0102823+0.0428948j 0.0158538+0.0360979j -0.133277+0.0514841j -0.0687606-0.0327998j -0.135066+0.0227732j 0.0260614+0.0686099j 0.0238146+0.106136j 0.0900483-0.0413723j -0.0336254-0.00240895j -0.0540194-0.0139219j -0.0729648+0.0561148j -0.00822443-0.0245178j 0.00739229+0.0215279j -0.0129105+0.00162924j -0.00219365-0.0635564j 0.0162396-0.0159986j -0.0117003-0.00269409j 0.0108558-0.0153976j -0.00775414+0.0207337j -0.0165919+0.0316412j -0.00322557-0.0223836j -0.000517174-0.00488359j -0.00303013+0.0040767j 0.000951576-0.00289407j 0.0102694+0.000434348j 0.0146896+0.0246624j -0.0103224+0.0122216j -0.00767768-0.0169818j -0.00245597-0.0143617j 0.0158951+0.0345591j 0.00939991+1.89745e-05j -0.00427417-0.0278937j -0.00112875+0.0100379j 0.00849775+0.0112538j 0.00562907-0.00243334j -0.0176718-0.0169006j -0.00365203+0.0268579j 0.00452985-0.0197094j -0.00684117-0.0209443j -0.00464577-0.0211441j -0.0037848+0.00113364j 0.00437985-0.00942667j 0.000754703-0.0223687j -0.00106193+0.0026153j 
0.00833234+0.0135341j -0.00600571+0.014378j 0.00624525-0.026241j 0.0127666+0.0217323j 0.00354511+0.0242253j -0.00232879+0.00830606j 0.00212133+0.0174073j -0.0201658-0.000235813j -0.0114251-0.0498536j 0.013621-0.0192472j -0.0412011-0.0134423j -0.00978571+0.00535816j -0.0780464+0.0152765j -0.0196641+0.0347423j 0.0989413-0.00326802j 0.0138538+0.0219572j 0.0020549-0.0698782j -0.0203657-0.0945226j 0.0397761-0.0812011j -0.00127786+0.0043185j 0.0140146+0.000824613j 0.0106185+0.0848176j -0.0319572-0.0214578j -0.0291481-0.00815183j 0.0493615+0.0131275j 0.0062688-0.0198842j -0.126009+0.0217612j -0.164083-0.11239j 0.100132+0.0472597j 0.00829372-0.0758853j -0.0514212-0.00941405j -0.0518823-0.155177j 0.26896-0.0936959j -0.00758173+0.103441j 0.0345692+0.113992j -0.0813141+0.186483j -0.0191133-0.02182j -0.026263-0.00208796j 0.0654384-0.00743621j 0.056293+0.062677j -0.0209505-0.0130864j -0.0443014+0.0071359j 0.0347079+0.0385005j -0.0249764-0.0457286j 0.0176433-0.0354595j -0.0229211+0.0437103j 0.0391584-0.0350873j 0.0397108-0.0541188j 0.00853582-0.0455361j -0.0233516-0.0374461j 0.0172133+0.0480308j -0.00607194-0.0176966j -0.00802289+0.0124462j 0.0159045+0.0429248j -0.0193305-0.000999339j -0.00556404-0.0129428j -0.0219967+0.0347864j 0.0177077-0.00865389j 0.0151326+0.00867102j 0.0133914-0.00703498j 0.00596601+0.018994j 0.0116846+0.0154306j -0.00569219-0.0217855j -0.0174659-0.00721369j -0.00255529+0.00296172j 0.0067562+0.015981j -0.00922027+0.00988024j -0.00428248+0.00428274j -0.000234752+0.00237188j 
-0.000343722-0.00430759j -0.00464903-0.00972998j 0.011796+0.00639827j 0.000500957+0.00649408j 0.00376111-0.0241888j 0.0128283+0.0239175j 0.00574711-0.0429733j 0.0243205+0.0132436j -0.00978845-0.0230202j -0.0273715-0.0527226j 0.0227701+0.0185309j -0.0242088+0.00107833j 0.00432276-0.0212052j -0.0133939-0.00753813j 0.0788405+0.0293911j 0.0342052+0.0130744j -0.0838097+0.0024728j -0.0937883-0.0202839j -0.0318335+0.0287308j -0.0450177-0.0395419j 0.0414737-0.0171064j -0.0997152-0.0232396j -0.0362474-0.00896803j -0.0485404-0.0475243j 0.159419+0.0301226j -0.00552826+0.00327878j 0.170765-0.0315537j -0.0739652-0.122043j 0.080878+0.0629265j -1.97604e-05+0.0126436j -0.113322-0.0274133j -0.213962-0.0290533j 0.0337273+0.064094j 0.143032+0.0156183j -0.0133624-0.106957j 0.00721439-0.0204414j 0.0785803-0.00691518j -0.0634916-0.00973617j -0.0265599+0.00162196j 0.0246338+0.058915j -0.0662599+0.0247038j -0.0143572-0.00846865j -0.000329083-0.0244983j -0.0749238-0.0162732j 0.0202327-0.0409514j 0.0106975-0.0223586j 0.0345426-0.0257939j -0.016254+0.0257561j 0.00565365-0.0030003j 0.0106512-0.00426469j -0.0361228+0.022978j -0.00582043-0.00260932j 0.00893723+0.0212509j 0.00808188+0.00800939j 0.0143617-0.0146608j 0.025996-0.0138026j -0.000142759-0.00459856j 0.0162973-0.0255356j -0.0144234+0.00683619j 0.0189913+0.0204243j -0.0169471+0.000643894j 0.0079246-0.0212779j 0.0151644-0.00437446j 0.0021566+0.00531249j -0.0086016+0.0150454j -0.00924203+0.0103702j -0.00468459-0.00146941j 0.00257847+0.00176467j -0.000704008+0.00310213j 
-0.00806038+0.0170674j 0.00246145+0.00135665j -0.00376821+0.00446599j -0.00604392-0.0211323j 0.0269704+0.051208j -0.0261361+0.0235141j 7.37841e-05-0.0168514j 0.00462833+0.0287017j -0.00691301+0.0354154j -0.0109851+0.0197514j 0.0458746+0.0130501j 0.0457714-0.00695293j 0.0105998+0.00297527j -0.044577-0.0315092j 0.0568502+0.0614051j 0.000965217+0.022483j -0.0752518+0.000546649j -0.0727641+0.0309041j 0.0618543+0.0620121j 0.0182248+0.00591341j 0.00596811+0.00208072j -0.0840038-0.0230838j -0.0290392+0.0134739j -0.0319529-0.0243866j 0.0271541+0.00892108j -0.0115076+0.034627j 0.175177+0.039389j -0.0389905+0.0828949j -0.0464935-0.0364362j -0.220348+0.0555978j -0.0638871-0.0429107j 0.0102273+0.0572731j 0.0669104+0.0100945j 0.029875+0.0649719j -0.04501-0.016522j 0.0107213-0.0256019j 0.0813666+0.0350597j -0.0506327-0.0590847j -0.0535389-0.0470383j 0.00795807-0.0158108j 0.0568517+0.0034048j -0.0578631-0.0137246j -0.00205765+0.00702144j -0.0190291-0.0153351j 0.00344869+0.00494522j -0.0245206-0.0357929j 0.0344296+0.0147132j -0.0268101+0.0243234j 0.00691578+0.0325049j 0.0202171+0.0207026j -0.0115298-0.00882453j -0.010564+0.0272161j -0.00914194-0.0168486j 0.00864148-0.0289371j 0.0199945+0.00987876j 0.0107315-0.000291261j -0.00816746-0.036834j 2.03011e-05+0.019164j 0.00612936+0.0125259j -0.00447258+0.000361489j -0.0159606-0.0329974j -0.0135785-0.00291967j 0.00450042-0.0156989j -0.00165512-0.0073254j 0.000227213-0.0212962j -0.00766532-0.00558827j 0.012794-0.017545j 0.00431641-0.0126957j 0.00129633+0.0117117j 
