0.0246693-0.0701027j 0.106906-0.0568261j -0.00373664+0.0177114j -0.121176-0.0727603j 0.0638058+0.0250849j 0.0343636+0.0455647j 0.0161983+0.0612874j -0.048779-0.0788227j -0.00341491+0.0185773j 0.0113272-0.0163933j 0.0368329+0.0345778j -0.010955+0.0101606j 0.00866256+0.0752661j 0.0120174-0.0278087j 0.00277036+0.0298349j -0.00633257-0.0409088j 0.00719657-0.0268915j -0.010058-0.000556838j 0.0195889+0.0115494j -0.0122497+0.0426066j -0.0114698-0.0319647j -0.034028+0.0301145j 0.00944599-0.00206008j 0.0411062+0.0431229j 0.0148198-0.0101557j -0.00350574-0.0257001j 0.00552427-0.0181778j 0.0117797-0.0332545j -0.0134366+0.0125371j 0.0070101-0.0125425j 0.0111217-0.0320878j 0.014422-0.0382166j 0.019133-0.0160747j 0.00709975+0.0301499j 0.0282105-0.0142359j 0.00628963-0.0158651j 0.0413137+0.00602583j 0.0434941-0.0228683j -0.0105484-0.0109759j 0.00144014+0.0305672j -0.0123279-0.00851283j -0.0116807+0.0343125j -0.046319+0.00193151j -0.0307101+0.0283097j 0.0126393-0.035526j -0.0250808+0.00993113j 0.00256096+0.0627092j -0.00231564+0.00436823j -0.0244665+0.0452891j -0.04322+0.00736857j -0.0029433-0.0206763j -0.0338366+0.0601886j 0.0266267+0.0267247j -0.0075508-0.00120035j 0.0172206-0.0100456j 0.00581249+0.0657912j 0.00639233+0.0491627j 0.060148+0.0267414j 0.207899-0.0984564j -0.0679313-0.223801j 0.23187+0.0174182j 0.00225971+0.114996j 0.171589+0.0181458j 0.0806483-0.0779416j 0.00386966-0.229058j -0.0362026+0.0649479j 0.0266927-0.163606j 0.0787165+0.103897j -0.00938446-0.00992133j 0.16631-0.219292j 
0.0187179-0.0191552j -0.0207322+0.0409452j -0.0388515-0.0166287j 0.0325032+0.0167113j 0.00510788+0.0340999j -0.0460699+0.025054j -0.00547098+0.00262745j 0.0115533+0.0128813j -0.0183272-0.106688j -0.0124101+0.0391022j -0.00841427+0.0151914j -0.033753-0.00878753j 0.0235587-0.0311643j 0.0342943-0.0492784j -0.0128153+0.0235553j -0.0295875+0.043527j -0.0549385-0.0567003j 0.10182+0.04492j 0.0913312+0.00673274j 0.117424+0.0424268j 0.0713252-0.00449139j 0.0259408+0.0710117j 0.178269-0.126573j -0.0847396-0.0214448j -0.0590187-0.129578j -0.201957-0.161198j -0.0465479+0.0351988j 0.168709-0.0107083j 0.03441+0.118284j -0.0660992+0.0240501j 0.129171+0.02318j 0.106704-0.166682j -0.150957-0.0393562j 0.145165-0.109714j 0.0119855+0.128967j 0.0539721-0.0298417j 0.156056+0.0858688j -0.103441+0.0459634j 0.197087+0.0647967j 0.0939928-0.0827634j -0.0154917-0.0492053j -0.0694843+0.0748492j -0.114109+0.0469526j -0.0807733-0.0332996j -0.0957864+0.18021j -0.0144477-0.0868748j -0.0643868+0.0599029j -0.196014-0.0488522j -0.0291241-0.0611575j 0.0670562+0.00222989j 0.105504-0.0645973j 0.154591-0.0457345j 0.0465436-0.0697548j 0.0152509-0.0662543j -0.0450579-0.0154559j -0.0179592-0.0105427j 0.0114834+0.05281j -0.0233045-0.0164272j -0.0150503+0.0299138j -0.0244164-0.0162261j -0.0484027-0.0408828j -0.051214-0.093747j -0.0190196+0.0208279j 0.00270571-0.00944015j 0.0820344+0.0231595j 0.00978664+0.0102891j 0.0245543-0.0126209j 0.0258445-0.0153817j 0.0434309+0.0239286j 0.0177591+0.00322586j 
-0.0115694-0.0170443j 0.024124-0.0232171j -0.0261693-0.00667256j 0.0235956+0.0166778j 0.0723625+0.0786276j 0.00236861-0.0928085j 0.0187718+0.0167508j -0.0275201+0.0219166j -0.0433506+0.0701188j 0.00292421-0.0678236j 0.000670131-0.0334199j 0.0140666+0.0369701j 0.000519504-0.0173897j 0.0816017-0.0495346j 0.0195439+0.10742j 0.0341918-3.3031e-05j -0.0137628+0.0316829j 0.0291671-0.0579244j -0.109094+0.158297j -0.0015641+0.0480187j 0.039724+0.0318091j 0.0480907-0.0556182j -0.0137419+0.00427237j 0.031573+0.0196761j -0.118827+0.00879795j -0.0736311+0.0374535j -0.00624901-0.0840344j 0.027651-0.0774959j -0.00099377+0.206517j -0.158701+0.053351j -0.039672-0.0450189j -0.155398+0.0696505j -0.0897645-0.00710928j 0.0827302+0.034362j 0.01926-0.0575713j -0.0822072-0.0442463j -0.0140865+0.0959665j -0.0184131-0.138901j -0.0641596-0.144948j -0.0649935+0.0302393j 0.0228137-0.172622j -0.216337+0.024353j 0.0940682-0.106176j -0.0531146+0.00722025j -0.011134-0.178386j 0.0628582+0.150877j 0.0333307-0.0134062j 0.0793939-0.0299329j -0.0131903+0.0797448j 0.0240641+0.0511534j 0.0355844+0.0364211j 0.0926618-0.103777j -0.0439236+0.0873486j -0.0125994+0.0514337j 0.0310229+0.0266002j -0.109649+0.0135463j -0.0446212+0.0883468j 0.0307535-0.00837661j 0.0388603-0.0122344j -0.0216333+0.00956384j -0.0412499+0.0239961j -0.0124905+0.0833472j -0.0139834+0.0233671j -0.0217364-0.0100446j 0.0621577-0.0154787j 0.100098+0.048849j 0.0213412+0.0308703j 0.0122023+0.0382345j -0.00554366-0.027162j -0.0285054-0.00181311j 
0.00466705-0.00138224j -0.00630653+0.0043699j 0.0186663-0.00463192j -0.00521779-0.00143702j -0.00884257-0.010197j -0.00535357-0.0392895j -0.0246427-0.0104678j -0.0670791-0.00692598j 0.0352526+0.0656249j -0.0229478+0.0328248j -0.0144768+0.0504301j 0.113348+0.0731332j 0.0083802+0.063722j -0.0323238+0.0327114j -0.00965354-0.0522921j 0.0543338+0.0969917j 0.0657045-0.0965778j -0.0325655-0.00813279j 0.045518-0.0861121j -0.0631687-0.0964233j -0.0181774+0.232333j -0.12616+0.0149113j -0.0120388-0.0447733j -0.0873157+0.0260911j 0.0341083-0.00136451j -0.0112778-0.0296073j 0.180093+0.0426835j -0.0689486+0.0730892j 0.0553598-0.0424545j -0.123646-0.0700228j 0.014481-0.111807j -0.00864393+0.0254421j 0.0497209+0.0768021j -0.0206319-0.13997j 0.0751831+0.125242j -0.0798095-0.0206707j 0.0506086+0.146782j 0.011725+0.0227439j 0.0284583-0.033885j -0.0389435-0.0770688j -0.0747921+0.00860575j -0.0448977-0.0676184j -0.0928069-0.00868198j -0.102139+0.0384953j 0.0347631-0.0764041j 0.141544-0.0283236j 0.00520991+0.0922583j 0.0417785-0.0290074j -0.019872-0.0123846j -0.0760882+0.142627j 0.0474293+0.0411292j 0.0635535-0.0248124j 0.0734901+0.0177655j -0.0443398-0.0937547j -0.0513829+0.0157201j -0.0910896-0.0257773j 0.0889393+0.0656421j -0.00783907-0.0304911j -0.00561856+0.0441721j -0.0506208+0.0105733j 0.0767284-0.0267574j 0.0190588+0.00331736j -0.0127989-0.0081175j -0.0100158+0.00360471j -0.0084991+0.0393904j -0.0213054-0.00312036j 0.00834225-0.0190387j 0.0124018+0.0213184j -0.00761577+9.66135e-05j 0.00854151-0.00409675j 
-0.0217202-0.0134639j 0.000464742-0.00803784j -0.0231045+0.0116221j 0.000240907-0.0227986j 0.0569483-0.00932998j -0.0106167+0.0316723j 0.0219493+0.0226911j 0.0277456-0.00487946j -0.0110635+0.0274026j -0.00740702-0.0449489j -0.00937608+0.120509j 0.0176164-0.0161449j -0.045729-0.00363098j 0.0383598-0.0415773j 0.000886233+0.0625233j 0.0317544-0.00310294j -0.0183341-0.0110264j -0.0339927+0.0492544j -0.0510178+0.0579553j -0.144483+0.0854131j 0.0457315-0.0351551j 0.220646-0.0579312j -0.059416+0.00251529j -0.0150628+0.0929443j 0.0624653-0.0423786j -0.019777-0.0406053j 0.172144-0.17128j -0.0881438-0.0498961j 0.0880712-0.0778287j -0.0507691+0.072855j 0.0375268+0.0976946j -0.047952-0.128149j 0.0683266+0.189953j -0.184589-0.106621j -0.0669029-0.138829j -0.0891367+0.224247j 0.0782462-0.010285j -0.132377-0.0194068j 0.0802754+0.063105j 0.0247772-0.0176673j -0.119498+0.000908068j 0.0339658-0.00380947j -0.0819838-0.180384j 0.0855118-0.0727837j -0.0953052-0.0236344j -0.0313945+0.00509091j 0.00891914-0.0196477j 0.00705338-0.0287119j -0.0694147+0.0410475j -0.00892768+0.0837123j -0.0099882-0.00291402j -0.00275573-0.0269678j 0.0114662+0.010999j 0.0167974+0.0469662j -0.0929515+0.0308666j -0.0207252+0.024745j -0.0112689-0.006325j 0.0379615-0.048556j -0.0862471+0.00890243j -0.00969133-0.0525922j -0.0110329-0.0100607j 0.0148565-0.0190889j -0.0520438+0.02734j 0.00762567-0.00278966j 0.00841166-0.0399394j -0.0277767-0.0202365j 0.000941385-0.0162481j 0.0156411-0.0387306j 0.0117577-0.00938906j -0.0221106+0.00155097j 
-0.0112045-0.00300201j -0.0206271-0.0085813j 0.0211213+0.0146544j 0.0196303-0.00819131j -0.00895569-0.045777j -0.051693+0.00828688j -0.00201933+0.0366132j -0.00384005+0.0363868j 0.0825578+0.0194955j -0.0405575-0.0139982j -0.108919+0.0159147j 0.0799705-0.0272427j -0.00605793+0.0274457j 0.0642693-0.0327271j -0.0820167+0.0058483j 0.082716+0.0109325j 0.0824494+0.0708595j 0.045735-0.0169485j -0.0536835+0.0314428j -0.104021-0.119043j 0.04865+0.206287j -0.0197654-0.036713j 0.119311+0.0443347j -0.0963837+0.121909j -0.0281192-0.119114j 0.0376768-0.211586j 0.100004+0.173687j -0.0223378+0.0320535j 0.0015971+0.115319j -0.00660371-0.00209419j 0.0521135-0.0241406j -0.0290786+0.143311j -0.0691568+0.00388939j -0.1376+0.0463454j 0.0548242-0.25652j 0.0342465-0.0119203j -0.169448-0.0628227j -0.0423803+0.0453244j -0.0186381-0.0677672j 0.0457374-0.0350185j 0.00970642-0.0638665j 0.110131+0.0542402j -0.0955132-0.109855j -0.0450619-0.00276309j -0.0139506+0.0850729j 0.107497-0.0862574j -0.00254654+0.0163201j 0.0357702+0.0995203j 0.0457392+0.00212003j -0.0506338-0.0612592j -0.104789-0.0595202j -0.1083-0.00353867j -0.00189388+0.0277097j 0.0642309-0.0260755j 0.0471079+0.0403814j 0.0388088-0.0146222j 0.0203717+0.0548038j 0.0418965-0.0401566j 0.0314767-0.0739373j 0.0163745-0.0470518j 0.0469992-0.0518049j 0.0556595+0.0188459j 0.00258132-0.0288313j 0.0127933-0.0118123j -0.0236515+0.0123722j -0.0346836-0.03644j 0.0214313-0.0341636j -0.0109579+0.0126074j -0.0101678+0.00487258j -0.00669939+0.0269713j 
-0.00848813+0.0175769j -0.0182461-0.0192901j -0.0188591-0.00258452j -0.0446603-0.0048559j -0.0408498+0.000378852j 0.0143796+0.0189819j 0.0444324-0.000376069j 0.00637063-0.0196976j 0.109451-0.00452218j -0.000185727+0.00756354j 0.0359855-0.055727j -0.00457023-0.00716979j 0.0122428+0.0540709j 0.0384788+0.145026j -0.101886+0.0133086j 0.0343267-0.0524257j 0.0567956+0.0339473j 0.0410574+0.0553808j -0.0405423-0.09618j -0.0234368-0.14034j -0.092244+0.102752j -0.210983-0.213837j -0.046561-0.0771286j -0.0215323+0.0642681j -0.136121+0.296387j -0.0384872-0.0394239j -0.123017-0.108104j -0.0183518+0.0434394j -0.0323569+0.0228387j -0.0267082+0.157557j -0.039501-0.202089j -0.0582071-0.106911j -0.00991746-0.0447214j 0.0272809+0.0419994j 0.046112-0.0697418j -0.0316468-0.00032831j -0.015952+0.0205991j -0.108652-0.0828141j -0.0110039+0.111161j -0.0490131-0.0857923j 0.124132+0.0169343j -0.101766-0.0246096j -0.0687752+0.0651777j 0.0513937+0.0672359j 0.0606152+0.0119372j 0.0516179+0.0438179j 0.000946347+0.00380366j 0.0737909-0.067125j 0.109478+0.00344689j 0.0397714+0.0791745j -0.0117177+0.0781911j 0.034937-0.131711j -0.0363861-0.0679338j -0.0645642+0.0366395j -0.0239281+0.0729826j -0.00813082+0.0326936j -0.00306804+0.0884263j -0.0131132-0.00134331j 0.0531334+0.0144976j 0.0205603-0.00418292j -0.0140121+0.0196245j 0.0303968-0.0561157j 0.0625351+0.00657172j 0.0442825-0.0472718j 0.000276791-0.00871588j 0.0367203-0.0436877j 0.0480548-0.042774j 0.0169164+0.0109329j -0.00688313-0.000372168j 0.00497536-0.00469355j 
0.0222717+0.00838805j -0.0057056-0.00964958j 0.0148718-0.0253048j -0.029433+0.0159341j 0.0435981+0.0782824j 0.0432494+0.0183783j 0.0155088-0.0374207j 0.0015783-0.0713649j -0.077963+0.0219058j 0.0824761-0.105061j 0.0979143+0.0447663j 0.00894092+0.0296191j 0.00867329+0.0999147j -0.119653-0.0180225j -0.124374+0.0528881j 0.023905+0.192003j 0.0764191-0.113886j -0.035578+0.0995398j -0.0171678-0.238938j -0.00947313-0.0430288j -0.106255-0.0659013j 0.0578776-0.01845j 0.0115337+0.178579j 0.0638978-0.216198j 0.0201229-0.0140966j 0.0268339+0.00107627j 0.0162094+0.00185232j 0.0322386+0.0142519j 0.11059-0.0116863j -0.0310304-0.0796571j 0.0214404-0.170674j 0.124935-0.045001j -0.189172+0.0154727j 0.0639766+0.171673j -0.0687314-0.162642j -0.117526+0.0131968j 0.0915819-0.0772632j -0.00519966-0.0500372j -0.0758418+0.23142j -0.0130946+0.0820936j 0.0788839-0.0511891j 0.106807+0.128397j 0.029639+0.0705541j 0.0335069-0.0794393j -0.0851271-0.00889243j 0.0142968-0.0267798j 0.0267889-0.0652364j -0.0193759+0.028742j -0.0328237-0.0135096j 0.0685245+0.0484326j -0.0529189+0.0355545j -0.00272993+0.059616j -0.040037-0.060156j -0.0285913-0.0282884j -0.0669181-0.0989899j -0.0258227-0.0859694j 0.0929398-0.054998j -0.00381875-0.00613907j -0.0460363+0.00315953j -0.0294067-0.0230784j -0.0283382-0.0365998j -0.0698716-0.0292073j 0.0150398+0.0471581j 0.0200796-0.0147905j 0.036009+0.0153228j 0.00812236+0.0302034j -0.0121927+0.0193248j 0.0181587-0.030193j 0.00493654+0.0267285j -0.00264745-0.0143896j 
-0.0434682-0.00946261j 0.0324017-0.022869j -0.0821156+0.0238889j -0.0499969-0.0376511j -0.0367909-0.0312796j 0.0386704+0.0609272j 0.0502787+0.0633428j 0.0152703-0.00690432j 0.0548057+0.0197146j -0.0261491+0.0994306j 0.0115828+0.111931j -0.0310458-0.0145607j -0.0966705-0.00950085j -0.0699238+0.105266j -0.103869+0.0868729j 0.118368+0.0337754j -0.0347869-0.0991951j 0.0628989+0.0780392j -0.0590572+0.0865528j 0.0402942-0.00979528j 0.107936-0.0472602j 0.0596689-0.0427164j 0.0728692+0.23145j -0.0301501+0.153718j 0.0520727+0.0274035j 0.0720348+0.104007j -0.0326116+0.0443837j 0.0309631-0.0556493j -0.0109271-0.0452386j -0.0252797+0.0423525j -0.0957426+0.0700596j 0.122818+0.0128095j 0.0077556-0.0601225j -0.0144731-0.0275843j -0.0744232+0.16536j -0.0595077+0.0191594j 0.023506+0.0986405j -0.0261891-0.0108946j -0.0329214+0.0303893j 0.0789723+0.081459j 0.0646598-0.0170348j -0.0856625+0.000845685j 0.15191-0.054899j -0.105455-0.0267016j -0.00960456-0.0832269j -0.0829246-0.0515843j 0.0335186-0.0512083j 0.0745391-0.0138045j 0.0140119-0.0250973j 0.0272267+0.0369366j 0.036297+0.0501346j 0.0260943-0.0363647j -0.00565117-0.0456436j -0.0553128-0.0328919j -0.109739-0.0305003j -0.0451905-0.0258204j -0.0618977+0.0608423j 0.0444804-0.0151715j 0.00762275+0.09613j 0.0134392-0.0413024j 0.0355081+0.0504346j 0.0253966+0.0239228j -0.0152409-0.0369996j 0.022442-0.0349243j -0.00320259-0.0594123j -0.0119885-0.067092j 0.0360594-0.0505563j 0.0375913-0.0172612j 0.00238686-0.0390608j -0.0215778-0.0265195j 
-0.0105871+0.0104716j -0.0357298+0.0074833j 0.0161078-0.0283934j 0.0159873-0.0659583j 0.117375+0.00269236j 0.0265116-0.0269475j -0.0528763+0.0482494j 0.0667101-0.017422j -0.143072+0.079388j 0.0203507-0.0954086j -0.0617007+0.0805768j 0.0157267+0.11249j 0.0818119+0.0209662j -0.0452247+0.00663213j -0.0212719+0.183191j 0.0658823-0.0418898j -0.182214-0.00691806j 0.0630717+0.0586567j 0.0210849+0.0250483j 0.147553-0.0279999j -0.058574+0.124135j -0.0767947-0.02088j -0.0461064-0.00517758j -0.0204548-0.0742946j -0.171326-0.110353j 0.0660609+0.195519j -0.0740444-0.0354463j -0.027034+0.11068j -0.0417348+0.0684803j -0.00169474+0.0558855j 0.036293-0.0484489j -0.154629-0.0376224j 0.0803076-0.00564957j -0.119567+0.00170878j -0.0331164+0.0251336j -0.10808-0.0770676j 0.0929234+0.12981j -0.0167184+0.0382341j -0.0426805+0.0471493j -0.0761166+0.055382j -0.0779024+0.119429j 0.0724124+0.0679587j -0.0360629+0.0770408j -0.0636602+0.165652j 0.0443784+0.00438123j 0.105334-0.0243272j 0.117483-0.0433529j -0.0620056-0.0128619j 0.02001-0.0520098j -0.0294743+0.038222j 0.0502075+0.054721j -0.0493045-0.0185269j 0.027463-0.0190771j 0.0343908-0.0062294j 0.0661949+0.0606956j 0.0448586+0.0429431j 0.145071+0.0574043j 0.0198392+0.0307394j -0.0401447-0.0257951j 0.0374661-0.0768405j -0.0109577-0.0733789j -0.0104694-0.0290315j -0.0446049+0.059486j 0.0153996-0.0316161j -0.0138743-0.0351654j -0.0157462+0.0391431j -0.0278397-0.00877074j 0.00148368-0.0416687j 0.0128566+0.00185148j -0.00330057+0.0103929j 
0.0436301-0.00984221j -0.0174777-0.0272925j 0.0291147+0.00157918j 0.0624569+0.141101j -0.0730119+0.0329494j 0.0160632-0.00596822j 0.0597352-0.136495j 0.0587786-0.0187644j 0.0517126+0.0103042j -0.206939+0.164933j 0.197901-0.000226538j -0.0148749-0.0466736j 0.0278459+0.0548379j 0.111606-0.16082j 0.110676-0.0515242j -0.0401884-0.0229732j -0.0690597+0.0109797j 0.134739+0.0250568j 0.0237083-0.0185064j 0.00968145-0.077969j 0.043154+0.14236j -0.0797024+0.121503j -0.0425733+0.0164764j -0.1142+0.0617855j -0.128474-0.0521873j 0.00501145-0.0237032j 0.104501-0.06463j 0.155457-0.0437104j 0.0325342+0.00204123j -0.154014-0.00727013j 0.075429+0.0330159j -0.077387+0.029732j -0.0140281-0.0351014j 0.00136321-0.00504017j -0.113465+0.0497144j -0.174928-0.148974j 0.101327+0.086402j -0.110703+0.00522984j 0.129933-0.0384841j 0.0380832+0.0749869j 0.0539824-0.073202j 0.00247411+0.0293039j 0.000153782-0.0190104j -0.0485905-0.062977j -0.0283679+0.0281496j 0.0687953+0.0129007j -0.032025-0.0217121j -0.00475797+0.10652j 0.104787+0.0543151j 0.0623741-0.063474j 0.035335+0.0133471j -0.031673-0.0197239j -0.0734047+0.00428429j 0.0239729+0.020668j 0.00300473-0.0338477j 0.0318911+0.00975062j -0.0119457-0.0831835j -0.0306124-0.0751253j 0.0285011-0.0554305j -0.122596-0.0485425j 0.000726242+0.156796j 0.0393361+0.0432792j 0.0233582+0.0277618j -0.0301153+0.162853j 0.0688295+0.0129637j 0.0113207+0.00580429j -0.00765145+0.142027j -0.052482+0.0578468j -0.0281482+0.0656521j -2.27066e-05+0.0542401j 
0.0108506-0.0278778j -0.000269288+0.0232845j 0.0159953+0.0265858j 0.0131505+0.0284895j -0.0652229+0.0125841j -0.0123454+0.0247j 0.0328785-0.000474081j 0.0353777+0.00811636j -0.032302+0.0594802j -0.0397529+0.13134j -0.0175573+0.0619368j -0.0187674+0.0374825j -0.0422686-0.00685533j 0.034462+0.104438j 0.0486551+0.137637j -0.0808818+0.0123033j 0.148525-0.103173j -0.0256406+0.075796j 0.0420275+0.042364j -0.0404153-0.0394762j 0.073886-0.0465554j 0.0551712-0.0276306j -0.156911+0.0182507j 0.0663286-0.00337j 0.166579-0.0423463j -0.0236875+0.0443162j -0.04625+0.121888j -0.0219401+0.00559155j 0.0567321+0.0973934j 0.128805-0.229047j 0.104777+0.10096j -0.157819-0.0574148j 0.0245848-0.112238j -0.0779882-0.119672j -0.0874546-0.0555095j 0.0113398-0.0748973j -0.00848272+0.149683j 0.008556+0.165275j 0.0110785+0.0323026j 0.0361474-0.019194j 0.0339414+0.0109691j 0.0257115-0.00444167j -0.0458232-0.00483808j 0.0669448-0.0178876j 0.101658-0.0645142j 0.0491591+0.00952609j 0.00898714+0.0408479j -0.0807697-0.00519969j 0.0321622+0.0115293j 0.126637+0.120202j 0.0229898+0.0221939j -0.0644231-0.0316635j -0.0168414+0.029589j 0.0276649+0.0292665j 0.00213221-0.0138994j -0.0497961-0.0585838j -0.0201639+0.0371254j -0.0393702-0.0127546j 0.0260395+0.0748947j -0.0260743-0.0283306j 0.00854763+0.0528177j -0.0178734+0.0317692j 0.0182229+0.00955184j -0.0105933+0.0018849j 0.0257711-0.0156651j -0.000838601-0.00924116j 0.0186798-0.0103897j -0.0276665-0.00407442j 0.00752723+0.00642609j -0.00023652+0.0242831j 
0.00866228-0.0102501j -0.00981605+0.012485j -0.00451971+0.0155814j -0.0376685-0.0706248j 0.00656379-0.121948j 0.0270796-0.047783j -0.0225021-0.0132614j -0.00261866+0.0219851j -0.118504+0.0760597j -0.183026-0.0792538j -0.0798244+0.242007j -0.150379-0.0424854j 0.182447+0.115096j -0.0397117-0.110603j 0.122232+0.0223342j -0.0449663+0.0754306j 0.128303+0.0212949j -0.0830838-0.163804j -0.0907002-0.00729406j 0.0141504-0.0459287j 0.0664687-0.105777j 0.00510082-0.0073331j 0.0906587+0.0500336j 0.0216462+0.0140451j 0.123817-0.106247j -0.0177555-0.0693301j -0.132591-0.137012j 0.00822794-0.144296j -0.271595+0.0242704j 0.0102185+0.0822546j 0.0951036-0.116403j -0.186887+0.0325992j -0.181554-0.098894j 0.0839338+0.18507j -0.0204263+0.0299331j -0.0657799+0.198638j -0.0100557+0.00516123j 0.0421823+0.058563j 0.10677+0.0535543j -0.00613807-0.0834323j -0.00961808+0.0358712j -0.0651833+0.0712717j -0.0537543-0.0300008j -0.0506296+0.00559537j -0.0558608+0.000380324j -0.00917075+0.00159315j 0.0113623-0.0289426j 0.0208051+0.0135971j 0.0451331+0.00146864j -0.0126617+0.00547647j 0.0361414+0.0242688j -0.065229+0.0251553j -0.0469133-0.011334j -0.00846285-0.0387728j 0.0202045+0.020339j -0.0505897-0.000973191j 0.0345342+0.0490005j -0.055739-0.0189299j -0.014464+0.00799674j 0.0506244-0.0334362j 0.00747688-0.0170376j 0.0517929+0.0405048j -0.0462018-0.0164281j -0.00704006-0.0305575j -0.0797353-0.0941832j -0.0143344+0.0129996j -0.00900767+0.00345962j 0.0137402-0.0222586j 0.00991438-0.00631112j 0.0088924-0.00823477j 
-0.0101917-0.0187935j 0.000221652-0.0178055j 0.0372401+0.00495913j -0.0367851-0.0240378j -0.0855326-0.0365762j -0.0250101-0.0019544j 0.0345411+0.0216286j 0.0894101+0.0668049j 0.0437804-0.0804438j 0.124874-0.154722j -0.157658+0.0691253j -0.0176373-0.167718j -0.168053+0.091976j 0.122201+0.138786j 0.0343391+0.0936173j 0.0390209-0.110475j -0.192336-0.0597063j 0.0877137-0.00998134j 0.140601+0.019289j -0.0418148+0.00950353j 0.0209005-0.0985553j 0.0137987-0.0302634j 0.0613858-0.0902467j -0.0185839+0.00577719j -0.169519+0.136717j -0.00593589-0.0142894j 0.00715841+0.138926j -0.0776633+0.0169474j 0.197746+0.0458546j 0.0825455+0.0730317j 0.00772049-0.0799636j -0.0583545+0.0419235j -0.151054+0.0300764j 0.0141791+0.176218j -0.117422+0.0515946j 0.0282475+0.0346471j 0.177242-0.144016j 0.0362236+0.0264766j 0.0825641-0.0224253j 0.0712216-0.00288856j 0.0192351-0.0657728j -0.0460548+0.0196397j 0.00935371+0.0645885j 0.0631891-0.00141459j 0.0670709-0.030602j 0.0442803+0.00139996j 0.0787713-0.0557075j -0.0374693+0.0685373j 0.0476176+0.0112665j 0.0807124+0.0558452j -0.0020839-0.0230516j 0.0194552-0.0324852j -0.0739933-0.0465113j -0.0125009-0.0070581j 0.0224928-0.0203062j -0.0456098-0.0662052j -0.0355255-0.00262819j 0.0191073-0.0480738j 0.0147551-0.00158003j 0.0189815-0.00573082j 0.000688442-0.0434041j 0.0453645+0.0208586j -0.0186881-0.0651186j -0.00410726-0.0664764j -0.0244692+0.0162746j 0.0315408-0.0265515j 0.0448161-0.0169663j 0.0130222+0.00606759j -0.00641227+0.00587592j -0.016288+0.00922519j 
0.0111425-0.0140674j -0.00305523+0.0133654j 0.0480057-0.0137018j 0.0820833+0.0862263j -0.18306+0.0673558j 0.0659334-0.00781789j -0.0585395-0.0533383j 0.083528+0.0332133j -0.00778071-0.0769023j -0.105554+0.0870294j 0.0811478+0.0877417j -0.107837-0.0247191j -0.0781422+0.0603252j -0.178622+0.0553564j -0.237398+0.087762j 0.081822-0.0657548j -0.0722795-0.0922239j -0.00436596+0.040553j 0.00405921-0.0549684j 0.0497652-0.141696j 0.0143589+0.0452226j -0.0281078+0.142271j 0.0316038+0.0750697j 0.028865+0.0689305j -0.0126943-0.0195414j 0.100721+0.15591j -0.152818+0.00367138j -0.00104451-0.145375j -0.183123-0.0430762j 0.13465+0.115227j -0.0639651+0.102293j 0.088811-0.0750649j 0.0554599-0.0397676j 0.04023-0.0191708j -0.0230062+0.0666516j -0.0926843+0.0115752j -0.0384444+0.0405648j 0.0134334-0.00423794j 0.01619+0.047948j -0.0095316+0.105703j 0.00432279+0.0311335j 0.0801783-0.0209038j -0.0453213+0.0584096j 0.0706004-0.00371493j 0.0252862+0.0388995j 0.0140391+0.0449269j 0.0311442-0.0734251j 0.0199217+0.0257273j -0.00163227-0.0190933j -0.0026401-0.0284294j -0.0307123-0.0141316j -0.0271905-0.0328563j -0.0793275-0.00258693j 0.0155653+0.0381988j 0.022615+0.0231051j 0.0192551-0.0406502j -0.0275439-0.0441361j -0.0311948-0.0582413j 0.000538647-0.0163939j -0.0632085-0.00398896j -0.00887839+0.0367057j -0.0135971+0.0252864j 0.0441972-0.0398121j -0.0236539-0.0137612j 0.0324383+0.0301767j 0.043644+0.0162696j 0.000217582+0.0259379j -0.0347468+0.0560272j -0.00605022-0.00911064j 0.00356511+0.0261175j 
