-0.143079+2.77556e-17j 0.140355+0.00794496j 0.0970624+0.107348j 0.0345976+0.102677j -0.00178714-0.00927491j -0.0277687-0.0132733j 0.0482373-0.00133669j 0.0239049+0.0555971j -0.0281793-0.0549898j -0.0237996+0.0265356j -0.0130221+0.00411679j -0.00196204-0.0810263j -0.0204485+0.0412676j -0.029303+0.0311232j 0.0208475-0.016214j 0.000864179-0.00159635j -0.0289941+0.0118864j -0.025715+0.0183961j 0.0138599+0.00447678j -0.00105613+0.00641505j -0.00879792-0.00421993j 0.0145185-0.0486298j 0.0223511+0.00889358j -0.0130992+0.0099032j -0.0150528+0.0231377j -0.0169187-0.00878058j -0.00860925+0.0105366j -0.020634-0.0133079j -0.0040709-0.0214147j 0.00897298+0.00574411j -0.0161869-0.00629146j -0.0128913+0.0140591j 0.0255046+0.00932039j -0.0031656+0.00136527j 0.022298-0.0100053j 0.00532664+0.0169791j -0.0355612+0.0209633j 0.00853052-0.00895398j 0.00492975-0.0255365j -0.0380096+0.0258835j -0.0130502+0.00675365j 0.0117294-0.00385324j -0.00861267+0.0182868j -0.0144668+0.0220557j -0.030465+0.0243717j 0.00274246+0.00907878j -0.00329026-0.000175138j -0.000972586+0.00582038j -0.00439657-0.00339236j -0.00701751-0.00732249j 0.00399398-0.0369703j 0.0229154-0.0221938j -0.00412544+0.0241727j 0.00899747+0.0219928j 0.000444927+0.0126869j -0.0124782+0.0381996j 0.0354763-0.0202395j 0.0104546-0.0222831j 0.0180269-0.0458911j -0.0086303-0.00773944j 0.00846587+0.0122169j -0.0167872-0.00185612j -0.00422078-0.00455576j 0.00181747+0.0208787j 0.00604262+0.0218382j 0.00435472+0.00229472j 0.00570066+0.00997145j -0.00417784-0.0120308j -0.0236652+0.0101166j -0.0111314-0.00654126j -0.00449416+0.0431709j 0.0151439-0.00100514j -0.0194779-0.0212833j -0.0271765+0.0368968j -0.00965714-0.0161034j -0.0311423-0.0168266j 0.00732924+0.0426844j -0.0297318+0.0244593j 0.0167108-0.00544621j -0.0225158-0.0134738j 0.0259667+0.0041015j -0.00136538+0.0422072j -0.0506197+0.0559689j -0.0129961-0.0498766j -0.00645058-0.0155143j -0.00713619+0.0862608j 0.0906419+0.212004j -0.346262-0.0501363j 0.0285902-0.182179j 0.000906219-0.095409j -0.0444126+0.0126659j -0.0611739+0.219771j 0.00445781-0.00332018j 0.0114672-0.0180466j 0.225273+0.144861j 
-0.00196204+0.0810263j -0.0342453-0.0415936j -0.107425+0.0387463j -0.0271865+0.0034064j 0.041306-0.0767363j 0.0301571+0.0129083j 0.0865905-0.0222843j -0.00521657+0.0126956j -0.0417427+0.0455774j 0.0034581+0.0105501j 0.020661+0.0305759j -0.0362893+6.93889e-18j 0.0543056-0.0428943j 0.0133951-0.0122371j -0.0520735-0.0178368j -0.0220097+0.0770627j 0.0537671+0.0184926j 0.00543335+0.00171731j -0.027206+0.00812662j -0.0196446+0.0177944j -0.076106-0.00876484j 0.0013883+0.00286454j -0.018532-0.0195004j 0.0316663-0.0670059j -0.00425228-0.0200837j -0.0470311-0.0128828j -0.0617331-0.0298279j 0.0245483+0.0517195j 0.013307+0.0643053j 0.0489429-0.0228515j -0.0047293+0.0804597j 0.0160199-0.023604j -0.0394169-0.0662026j -0.0165073+0.0375247j -0.045019-0.0165831j -0.0100248-0.00864747j -0.0184374+0.0516854j 0.0160762-0.0444796j -0.0449503+0.0654975j 0.0255749-0.0416592j 0.0343559-0.049069j 0.00929178+0.0373177j -0.0367736-0.0295183j 0.0178582-0.00268681j -0.0268113+0.0478678j 0.0214372-0.0348683j -0.00140522+0.00947151j 0.0112075-0.00888329j 0.0204705-0.0109881j -0.00669516-0.0387545j 0.0376978+0.0327266j 0.00815072-0.0120973j -0.0189579+0.0040573j 0.000577213-0.0166142j 0.00682552-0.0334146j -0.0249323-0.00770507j -0.0377072-0.0867628j -0.0655143+0.0341935j 0.042733-0.11683j 0.0103317-0.0246027j 0.00292438+0.0111944j 0.0103959+0.00231879j 0.0304523-0.00125781j 0.0211764-0.0392968j -0.00262658+0.0403304j 0.0646671+0.0126472j 0.0371115+0.000383958j -0.00569825+0.000508531j -0.0718485+0.0107557j -0.0111526+0.131918j 0.0190844-0.0444407j -0.000425203-0.100796j 0.136433-0.152815j 0.0703836+0.00945086j -0.0885641+0.022764j 0.0258182+0.0310129j 0.197626+0.0679934j 0.114712+0.109575j -0.0132066+0.0536259j -0.0717137-0.0930218j -0.0783815-0.0612971j -0.0609222+0.075295j -0.0210015+0.00504845j 0.0190988+0.114771j 0.00904271-0.0173355j -0.0916727+0.103873j 0.0394264-0.0401679j -0.00884422-0.0163301j -0.201028-0.0268856j 0.00588324-0.182874j 0.131932-0.0852242j 0.0822596+0.0449675j -0.0721569+0.212606j -0.0336625+0.0433417j -0.0129961-0.0498766j 
-0.0204485-0.0412676j -0.0193287-0.00655224j 0.0399087-0.0127054j 0.0201974-0.0290815j -0.0189219+0.0259672j -0.031462+0.032337j -0.0438134-0.0342668j 0.0376658-0.0198692j 0.0105969+0.0597605j 0.0273569-0.0389259j 0.0200168-0.0579017j 0.0543056+0.0428943j -0.00570252+1.249e-16j -0.0344369+0.035119j -0.0891087-0.0188826j -0.0857603-0.00475155j -0.0244671+0.00788702j 0.0257768-0.0310374j 0.00558819-0.0231257j -0.0245271+0.00909532j -0.0205696-0.0398454j -0.0020617-0.0147539j -0.0728351-0.0630076j 0.0823395+0.0633763j -0.0351125-0.00888737j -0.0617016-0.000875453j 0.0209806+0.0418631j 0.0104517+0.00779014j -0.013099-0.000703775j 0.0300744+0.0396029j 0.0151407+0.00961052j 0.0218107+0.0412131j 0.00471368+0.0200432j -0.0285333-0.0151046j -0.00919115+0.0221656j 0.00169429+0.0100412j 0.00976028-0.0903549j 0.00588534+0.0221901j -0.0482584+0.046393j -0.0130328-0.0472006j -0.0175352+0.0228875j 0.020907-0.0220628j -6.49556e-05-0.0237259j 0.00367302-0.0023941j -0.0259309-0.00120798j -1.69913e-05-0.0227543j 0.0286116+0.0292803j -0.00737158-0.000957956j 0.0112398-0.0217593j -0.0139274+0.0244497j 0.0107432+0.0322573j 0.0307326+0.0694671j 0.0176307-0.00879953j -0.0214927+0.0368896j -0.0372204+0.076606j -0.0547625+0.0238698j -0.0084635+0.0171545j -0.05948+0.0424443j -0.0238408+0.0760817j 0.0265536+0.0459599j -0.0121017+0.00482699j 0.113382+0.0106624j -0.0410576-0.0453441j -0.0421308+0.0405926j -0.0606504-0.0574759j -0.0508803+0.0658083j -0.0452699-0.0651534j -0.0467254+0.00859418j -0.0826733+0.0925186j 0.135531-0.0144545j -0.0878452-0.142487j -0.0471224+0.0524187j 0.106954-0.0424931j -0.000219082-0.0557736j -0.0569498+0.203352j -0.0694907-0.0460716j -0.025013-0.0243855j -0.0446095-0.062363j -0.0190015-0.0768172j 0.052212-0.0727784j 0.0341251+0.0137117j -0.000678877-0.0366357j 0.0368964+0.242872j -0.0210015+0.00504845j 0.0190337+0.0665217j -0.0883559-0.0198773j 0.0515299+0.0232742j 0.00767685+0.0400796j -0.0523813-0.0276668j -0.0609562+0.111509j -0.0891359-0.0744887j -0.0469135+0.121584j -0.0700609-0.0415673j 0.0485588-0.00838123j -0.0506197+0.0559689j 
-0.029303-0.0311232j -0.0148274-0.0509491j 0.0395895-0.024758j 0.0151055-0.0936373j -0.0375204-0.0107966j 0.00180494+0.0954747j -0.00919047-0.00448456j -0.0298674+0.0621j -0.0879792+0.0378372j 0.0530903+0.0167785j 0.0454512-0.0822285j 0.0133951+0.0122371j -0.0344369-0.035119j -0.10061-1.11022e-16j 0.019484-0.0336351j 0.00538045+0.0086013j 0.0244595-0.0461157j -0.00832861+0.0223046j 0.0244104+0.0026264j 0.00440552+0.0239799j 0.0490008-0.00900752j 0.0587633-0.0306888j -0.0453777-0.0181346j -0.0201122-0.00372793j -0.0445265+0.0520637j -0.0443633+0.00345184j -0.0117697+0.025465j 0.026607-0.0186477j 0.0204131+0.00649744j -0.0317531+0.0311584j 0.00809319-0.0987129j 0.0235211+0.0267235j -0.00642778-0.0391698j 0.00147859+0.00347737j 0.0362368-0.0219696j -0.00746286+0.0158332j 0.0100354-0.0497876j 0.00999913+0.0110592j 0.0214753+0.0087189j -0.046521+0.044081j -0.0126449+0.0863285j -0.0267179+0.00618366j -0.0183849-0.0372221j 0.0059554+0.00872382j -0.0133476+0.0212752j -0.0450832+0.0287177j -0.0348327-0.00861548j -0.0141708+0.0143519j -0.0356588-0.0125339j 0.00959653+0.0026795j -0.00399017+0.00865244j 0.0426881+0.00698535j -0.0534693+0.0544951j -0.032655+0.0424757j 0.0453607-0.048197j 0.0173501-0.0153873j 0.0573877-0.0325372j 0.0146806+0.0694538j 0.0277418+0.00420469j -0.0276045+0.0330973j 0.0209047-0.0225576j -0.091946-0.0415206j -0.0666242+0.109029j -0.0212813+0.010535j 0.00955581-0.029709j 0.000547242-0.0626567j 0.00636907-0.021112j 0.0148163+0.0140754j -0.0181131+0.0132328j 0.014739+0.112086j 0.0413176-0.0990753j 0.0372658-0.0329704j 0.109671-0.0123863j -0.109162+0.0512881j 0.147887+0.0604407j -0.0572218-0.0822226j 0.00272071-0.094128j -0.0382077-0.0159223j -0.0985013+0.0633821j 0.00351381+0.0692721j -0.00433627-0.0213315j 0.0190608+0.154903j -0.000678877-0.0366357j -0.0609222+0.075295j -0.0755084+0.055297j -0.0236215-0.047414j 0.151909-0.0351921j -0.0296719-0.0150881j 0.146198-0.130913j -0.0703691-0.0592532j 0.104311-0.127258j 0.0850816-0.209145j 0.22285-0.0392854j -0.0894658+0.0238322j -0.00136538+0.0422072j 
0.0208475+0.016214j -0.00388895+0.0266005j 0.0116622+0.0341178j -0.00803586-0.0349446j 0.00417458+0.00519858j -0.0152156+0.015725j 0.0103822+0.023602j 0.0207927+0.00188008j 0.0188761+0.0119096j 0.0102449-0.00492673j -0.0130043-0.00170103j -0.0520735+0.0178368j -0.0891087+0.0188826j 0.019484+0.0336351j -0.0394281+2.22045e-16j -0.021566+0.00166663j 0.0893637+0.0324261j 0.0345371-0.0311931j -0.0206396-0.0446975j 0.0581072+0.023929j -0.00899912-0.0189455j 0.00855545-0.052221j -0.0207026-0.0551563j 0.0520528+0.00576371j -0.0173754+0.0406606j -0.00754359+0.0706394j -0.0109414+0.0410262j -0.0185302-0.0435213j 0.0294887+0.0032666j 0.0595564+0.0100838j 0.023697+0.0053481j -0.0222882-0.000240725j 0.00915349-0.0300972j 0.00507884+0.00129359j -0.00163813-0.00052795j 0.0116464-0.0187671j -0.0363609+0.0127827j -0.00333506+0.00557861j 0.00482358+0.0194895j 0.0166186+0.0591228j -0.00469932+0.0380006j 0.0445888+0.0112763j -0.0565222-0.0353205j -0.029767-0.0350571j -0.0232755+0.023338j 0.0384856+0.00704647j 0.0285088+0.015102j -0.0122099+0.0490576j 0.0159769-0.013099j -0.00179334-0.00564812j 0.0519866-0.0074717j 0.026035+0.0113741j 0.00781992-0.0157237j 0.0160268-0.0146241j -0.0313382-0.0708609j 0.000772949-0.025031j -0.0536594+0.00487778j -0.0575219+0.00415807j -0.0119779-0.000179723j -0.0507486+0.0207987j -0.0355035+0.000986191j 0.0498671+0.08955j 0.0284835-0.0143649j 0.00522558-0.00419692j 0.025586-0.0481276j -0.163765-0.0913072j 0.0041572-0.106453j 0.043503-0.00810717j -0.00784665+0.0425004j 0.00961234+0.107204j 0.21511-0.0695416j -0.0220837+0.151701j 0.00860035+0.0751731j -0.127056+0.0603321j -0.0814237-0.021013j 0.0856622-0.050118j 0.0154334+0.0304975j -0.0222526+0.0594467j -0.0199237-0.0845844j -0.0419098+0.0652904j 0.00613698-0.282823j 0.00433627+0.0213315j -0.0341251-0.0137117j 0.0783815+0.0612971j 0.0819646+0.024455j -0.0666048+0.0206562j -0.103759+0.0223257j -0.146109-0.0175741j 0.0317524-0.00379015j 0.122122+0.0711144j -0.0296049+0.0902073j 0.0795489+0.0452707j -0.10718-0.00060487j -0.00576931+0.0234096j -0.0259667-0.0041015j 
0.000864179+0.00159635j 0.0179465+0.0129706j -0.0280611+0.00907242j 0.0126778+0.0483104j 0.0424731-0.00248218j 0.0242227+0.00137301j 0.0322333+0.0041652j -0.0114825-0.0356871j -0.0370721+0.00650484j 0.0633336+0.00797825j 0.0124505+0.0332274j -0.0220097-0.0770627j -0.0857603+0.00475155j 0.00538045-0.0086013j -0.021566-0.00166663j -0.0898038+1.17961e-16j -0.0640513-0.00834707j -0.0196959-0.0263465j -0.00423647-0.0154831j 0.030764-0.0388324j 0.0452216+0.0523675j -0.00438183+0.00312962j -0.0553637+0.037757j -0.0333668-0.018671j -0.0270896-0.0108218j -0.00676215-0.0595691j 0.00771645-0.0272845j -0.0292678-0.0300539j -0.00797036+0.000543991j -0.0288896-0.00133537j -0.0391471+0.0171542j -0.0156864+0.0146494j 0.00288874+0.0583086j 0.0121249+0.0181697j 0.0555229+0.0540669j 0.00445286+0.0136552j 0.00139353+0.00586421j 0.0333087-0.0362252j -0.0441559+0.00920354j 0.0081113+0.0327463j -0.00944372+0.00281138j -0.0116215+0.0586629j -0.0326668-0.0472206j 0.0332404+0.0610875j 0.043857+0.00824271j 0.00361027+0.0568055j 0.035598+0.0982315j -0.0228033+0.0448919j 0.0196925+0.000129425j -0.000619529-0.0293505j -0.0286563+0.0025551j 0.0586194+0.0468562j 0.039713+0.0748263j 0.0153087+0.0534706j 0.0112993-0.00528542j 0.0255338+0.032431j 0.0804475-0.00440174j 0.0287832+0.0234208j -0.0333723-0.0981253j 0.0375568-0.000576604j 0.0473252-0.0361663j 0.0161176+5.40128e-05j -0.0373292-0.0264945j 0.0169129-0.0572315j 0.065463-0.0214077j -0.101795+0.0579133j -0.0347495+0.005602j 0.128063-0.0566261j -0.01423+0.0510482j -0.203524-0.0722721j -0.0373633-0.0554111j -0.0252937+0.0399375j 0.0135428+0.0759125j 0.0372889+0.0107728j 0.0298406-0.0260413j -0.0447932-0.0316508j -0.121254+0.0438264j 0.0175104-0.0598704j -0.0432266-0.0429269j -0.0775066+0.115908j 0.0419098-0.0652904j 0.00351381+0.0692721j 0.052212-0.0727784j -0.0717137-0.0930218j 0.0456446-0.0436444j -0.109616-0.0157886j -0.0481413-0.0525314j 0.0467416-0.0362955j -0.0148715+0.0285425j -0.102647+0.185358j -0.140428-0.225262j 0.0798961+0.0484639j -0.0288178+0.0934804j -0.0321444-0.00730621j -0.0225158-0.0134738j 
-0.0289941-0.0118864j -0.00454023-0.00994951j -0.00918177+0.0173812j 0.0147864+0.0128816j 0.00883656-0.0225941j -0.0498363+0.0732011j 0.000961755-0.010098j 0.0237612-0.019961j 0.0179698+0.0270688j -0.0400907+0.0250465j 0.00955085+0.0451055j 0.0537671-0.0184926j -0.0244671-0.00788702j 0.0244595+0.0461157j 0.0893637-0.0324261j -0.0640513+0.00834707j 0.0300238+1.80411e-16j 0.00876106+0.00197551j -0.0391519-0.038285j -0.00830386-0.0129097j 0.0590386+0.0412079j -0.0427709+0.0268587j 0.0956927+0.0316205j 0.0420627-0.00432609j 0.0804856+0.0578256j 0.0626715-0.0296728j 0.013128+0.0246289j -0.0177695-0.0131684j 0.012481+0.0231469j -0.0231345-0.0203095j 0.00254018-0.000430758j 0.0213536+0.0253289j -0.0329794-0.0244938j 0.0557713-0.00165213j 0.0678351-0.045833j -0.0137292+0.0415406j 0.0401396-0.00507197j -0.0334909-0.0176372j -0.0218914-0.0411966j 0.000450496+0.0200976j -0.0108509+0.0237599j 0.028539+0.0216557j -0.0158443-0.0258846j 0.0150573+0.0929919j -0.0138494-0.0429883j -0.052814+0.0047741j -0.0204648+0.00767757j -0.0193211-0.012166j 0.0379778+0.00979123j 0.0225372-0.0223399j 5.80511e-05-0.0365043j 0.0243968+0.0636001j -0.0550974+0.0468844j -0.00126853+0.0229666j 0.0568907+0.0452746j -0.0123971-0.00644123j 0.0593948-0.0852107j -0.0466665+0.0502475j -0.0147002+0.0364451j -0.0555887-0.0246372j 0.00302243+0.0057282j 0.0206148-0.0346426j -0.0100876+0.144825j 0.0658996-0.064558j 0.0392671+0.000300943j -0.0625619-0.101124j 0.128973-0.051785j -0.00205268+0.094662j -0.028621+0.0693631j -0.120245-0.0262643j 0.0372746+0.0644323j -0.181171+0.0762462j 0.000208257+0.0599803j -0.0252348-0.0943044j 0.0231665+0.0786389j 0.00854266-0.0111312j 0.12414-0.00757326j 0.0669448-0.0832435j 0.0108246+0.247295j -0.0432266-0.0429269j 0.0199237+0.0845844j -0.0985013+0.0633821j -0.0190015-0.0768172j -0.0132066+0.0536259j 0.0685758+0.151881j -0.13883+0.0836968j 0.0330167-0.0801189j 0.0809998-0.0735854j -0.066983-0.0667861j 0.192488+0.0908668j 0.028623+0.139383j -0.0117924+0.0256678j 0.0695875-0.0241723j -0.00431527-0.00182516j 0.0167108-0.00544621j 
-0.025715-0.0183961j 0.00373874+0.0425289j 0.016006+0.0703069j 0.00834917-0.0234599j -0.00744897+0.0343985j -0.011725-0.0186093j -0.0151111-0.0101387j 0.0478679-0.0205072j 0.00314225-0.0350844j -0.00322657-0.00143633j -0.00450514-0.0388411j 0.00543335-0.00171731j 0.0257768+0.0310374j -0.00832861-0.0223046j 0.0345371+0.0311931j -0.0196959+0.0263465j 0.00876106-0.00197551j -0.0151583+2.63678e-16j -0.0118005+0.02168j 0.101148+0.00453475j -0.0347905-0.0222885j 0.0685155-0.039547j -0.0209554+0.0372965j -0.0307281-0.0462913j 0.00721181+0.0665303j -0.0128286+0.0367441j -0.0514715-0.0180595j 0.0141905-0.00983878j 0.0465434-0.0311794j 0.00869867-0.0309718j 0.0267776-0.0499136j -0.060068+0.000235143j -0.0309972-0.00224266j 0.0914279+0.0325592j 0.00273566+0.0229639j 0.0365652-0.00725208j 0.0157548-0.0171721j -0.0222801-0.0586124j -0.0499791+0.00101413j -0.0288538-0.0683079j -0.0887661-0.0584993j -0.0103305+0.0110846j -0.0534848-0.0282056j -0.0127242+0.0108523j -0.0865357+0.0439787j 0.0378877-0.0503393j 0.000930383-0.0450323j -0.0257053-0.0361579j -0.0292171+0.0544609j -0.0502013+0.0191861j 0.0229813+0.037339j 0.00383075+0.00497967j -0.0660927+0.0922917j -0.086729+0.0293884j -0.0100461+0.0432539j -0.0617054+0.026782j 0.0174928-0.0219551j -0.00787749+0.0821311j -0.00668259-0.0210241j -0.106566+0.0735353j 0.0435663-0.0487299j -0.0660505-0.0939535j -0.102104+0.0715034j -0.00561739+0.0833981j -0.00797064-0.0436916j 0.0549186-0.0421553j -0.0493844+0.193766j 0.0033819+0.0365132j -0.00677141-0.0366943j -0.0359095+0.110625j 0.0124158+0.0885271j 0.0530284+0.00805526j -0.0554094+0.00430415j -0.0329725-0.115055j -0.0290358-0.0265755j 0.0680912-0.0253546j -0.0417699-0.0227429j -0.0475699+0.144829j 0.0669448-0.0832435j 0.0175104-0.0598704j 0.0222526-0.0594467j -0.0382077-0.0159223j -0.0446095-0.062363j 0.114712+0.109575j 0.0514033-0.0834014j -0.0236919-0.121488j 0.0171657-0.101j 0.0507181-0.128117j 0.0720818-0.0609095j -0.0366864-0.00129383j 0.0254639-0.0253681j 0.0647432+0.0874787j -0.0336262+0.0224732j 0.0357051-0.0650847j -0.0297318+0.0244593j 
0.0138599-0.00447678j 0.0256181+0.0424817j -0.00859012-0.0434084j 0.0350139+0.084148j 0.00598399+0.0623293j 7.65353e-05+0.0329765j -0.000679215+0.00566333j 0.00143171-0.0380528j -0.0362814+0.024446j 0.0360068-0.0709576j 0.0579084+0.0151169j -0.027206-0.00812662j 0.00558819+0.0231257j 0.0244104-0.0026264j -0.0206396+0.0446975j -0.00423647+0.0154831j -0.0391519+0.038285j -0.0118005-0.02168j 0.0299942+7.63278e-17j 0.0254786-0.00582451j -0.00297479+0.0461677j 0.0769554-0.056195j -0.0428583-0.0335099j -0.0462531-0.0314134j -0.00377965-0.00317834j -0.0154911-0.0373219j 0.00704654-0.020424j -0.00598284+0.00919198j -0.00619327-0.00198279j -0.0144273+0.00296733j -0.0436953-0.0198385j 0.00205182-0.0201935j -0.0306029-0.0482468j 0.00166813+0.00085979j 0.0225608-0.048286j -0.00132329-0.00595708j -0.0088118+0.0177181j 0.0468623+0.0334148j 0.0396409-0.066928j -0.0208064+0.0690955j 0.00729565-0.0146703j -0.0526472+0.0448528j 0.0351493+0.0148205j -0.029959+0.0449214j -0.0214573-0.015275j 0.022783+0.0428579j -0.0365027+0.0490992j 0.0192468+0.0276059j -0.00332145-0.0240495j 0.00285722-0.0196687j -0.0586265-0.0309662j -0.0041992-0.0220267j -0.0670356+0.0532484j 0.0179344-0.0159433j -0.0116243+0.0784135j 0.0109767+0.0679373j 0.0726973-0.0259682j -0.0130279-0.00108741j 0.103234+0.0501248j 0.0338206-0.0808685j -0.0502306+0.0159079j 0.00653559-0.00868722j -0.0160578+0.0451128j 0.0493184-0.0323419j 0.0661663-0.0501567j -0.0315285-0.0690215j 0.0131061-0.0513266j -0.0486807-0.0451687j 0.00282075-0.0306891j -0.0757633+0.00879234j 0.086374-0.0349026j 0.00803531+0.0371861j 0.145914+0.0485048j -0.0116012+0.0213828j 0.039027-0.0341538j -0.024092-0.0324756j -0.0671965-0.0782465j 0.0417699+0.0227429j -0.12414+0.00757326j 0.121254-0.0438264j 0.0154334+0.0304975j -0.00272071+0.094128j 0.025013+0.0243855j -0.197626-0.0679934j -0.12446+0.206137j -0.202378+0.166981j -0.104897+0.0436275j 0.00612559-0.0136452j -0.0830823+0.0717044j -0.116249-0.0738605j 0.104791-0.0846979j -0.033529+0.0732391j -0.0296806+0.047523j 0.0407887-0.0305613j -0.00732924-0.0426844j 
-0.00105613-0.00641505j 0.0173593-0.0198399j 0.0483217+0.0297943j 0.0178775+0.0162963j -0.0118635+0.0621587j 0.00895547-0.0194175j 0.0300129+0.000185468j 0.0430204+0.0280754j -0.0535306-0.0136284j 0.0275574-0.0103192j 0.00653362+0.0161118j -0.0196446-0.0177944j -0.0245271-0.00909532j 0.00440552-0.0239799j 0.0581072-0.023929j 0.030764+0.0388324j -0.00830386+0.0129097j 0.101148-0.00453475j 0.0254786+0.00582451j 0.0440242+3.88578e-16j 0.0388355-0.0392478j 0.0222096-0.0339342j 0.0415012-0.000677581j -0.0583203-0.00720433j 0.0113428-0.0223781j 0.0136448+0.0223146j 0.018895-0.0055571j 0.0164034-0.0232017j 0.0299266-0.00428876j -0.0399021-0.0297702j -0.004107+0.00985642j -0.0422046+0.033504j -0.000427179-0.0365657j 0.000919701-0.0318636j -0.0320374-0.00705876j -0.0184629+0.00118699j 0.00621594-0.0125271j -0.018007-0.0165957j -0.00938778+0.0145924j 0.0225938-0.0104234j -0.0635278+0.0385016j -0.0269699-0.0293202j -0.0545585-0.0597926j -0.0178538+0.0181639j 0.00309101+0.0238498j 0.0388105+0.0450996j -0.0505278+0.101961j -0.0876167+0.0299008j 0.0325997+0.024902j 0.0319608-0.0435596j -0.019734+0.0664001j -0.0395216+0.0293556j 0.0315294-0.0369137j 0.0148904+0.036992j 0.0391041-0.0590922j 0.0710329-0.0636946j 0.0283269-0.0183122j 0.0664785-0.0907544j -0.0464505+0.0129159j -0.0124127+0.018532j -0.0380027+0.0782546j -0.0177419-0.0176653j -0.00306456+0.0796678j -0.108497+0.181417j 0.0376363+0.0150346j -0.0566734+0.0248781j -0.0198792+0.0868259j 0.0155386+0.0558452j -0.174726+0.0422844j 0.0493212-0.0112338j 0.124262-0.0668933j -0.234949-0.0053845j -0.0192945+0.064374j -0.00317752+0.0116125j -0.0983347+0.0618838j -0.161696+0.354181j 0.024092+0.0324756j 0.0680912-0.0253546j 0.00854266-0.0111312j -0.0447932-0.0316508j -0.0856622+0.050118j -0.0572218-0.0822226j -0.0694907-0.0460716j 0.0258182+0.0310129j 0.0691956-0.16709j 0.00236761+0.0749153j -0.110659+0.00423187j 0.0508983+0.0204083j -0.00342654-0.00652461j -0.12555-0.0453224j 0.02864-0.0886926j -0.0373322+0.0750121j -0.0100271-0.0281525j -0.011903-0.00241781j -0.0311423-0.0168266j 
-0.00879792+0.00421993j 0.0247933+0.0151764j -0.0126804-0.0133963j 0.00315556+0.0135167j -0.0074238-0.0381948j -0.00974581-0.0116665j 0.0255544+0.0168308j 0.0625249-0.000837355j -0.0337564+0.026239j -0.0359243+0.0482176j -0.0436288-0.000791572j -0.076106+0.00876484j -0.0205696+0.0398454j 0.0490008+0.00900752j -0.00899912+0.0189455j 0.0452216-0.0523675j 0.0590386-0.0412079j -0.0347905+0.0222885j -0.00297479-0.0461677j 0.0388355+0.0392478j 0.0213161+4.7358e-16j 0.046805-0.0729325j -0.0600375+0.0157697j 0.0494252-0.0276198j 0.0340108-0.0116077j -0.047413-0.00292066j 0.00704397-0.0168695j 0.0073779+0.0351274j -0.0169014-0.00702899j -0.0847286+0.0558202j -0.0854883-0.038972j 0.0454961-0.0390792j -0.0241625-0.00199701j 0.0609505+0.0691617j 0.0271669+0.0703563j 0.0040137+0.00377938j -0.0127515+0.110335j -0.0581528-0.0449393j -0.000773809-0.02239j 0.0349566+0.0257602j 0.00235522+0.0261623j 0.022504-0.00664973j -0.00524122-0.00769646j 0.0110678+0.0367278j 0.0180808-0.0551169j 0.0200313-0.000943223j -0.030636-0.00455599j 0.0237373-0.0341289j -0.0192867+0.0254468j 0.0448458+0.0679398j 0.0232769-0.0354433j -0.0536454+0.0650406j 0.0387041-0.0143471j 0.0198233-0.00191942j -0.0252083+0.0821212j -0.0356531+0.0432113j -0.0793497+0.0188803j 0.100495-0.114485j -0.00576345+0.0256173j 0.00190891+0.0597398j 0.00826123-0.00455806j -0.0217531+0.113242j -0.0364788+0.0401906j -0.0312708+0.0531208j 0.0434501-0.0303201j 0.0160393-0.0415251j 0.00758758+0.0133877j -0.0099541-0.0375964j 0.0482709-0.0402056j 0.0535042-0.0157934j 0.0923954-0.0161402j -0.0235204+0.0179573j 0.08267-0.102012j -0.0338518+0.00527564j 0.106444+0.0296075j -0.0983347+0.0618838j -0.039027+0.0341538j -0.0290358-0.0265755j 0.0231665+0.0786389j 0.0298406-0.0260413j 0.0814237+0.021013j 0.147887+0.0604407j -0.0569498+0.203352j -0.0885641+0.022764j -0.132087+0.0109863j 0.212449-0.134531j -0.0564057+0.108264j 0.0380565-0.176293j -0.15009+0.113019j 0.0547307+0.0326007j 0.00871026+0.0712097j 0.0433828-0.0279175j 0.0453991+0.0368157j 0.0123917+0.00934891j -0.00965714-0.0161034j 
