0.00474462-0.0321018j 0.0244167+0.0515372j 0.0100404+0.0547566j -0.0140447-0.0124472j -0.00477186-0.0218243j -0.00228125+0.00413358j -0.00753677+0.0441093j -0.0100022+0.0376849j -0.00228569+0.0285319j -0.00759087+0.0033383j -0.000165067+0.0192465j 0.00174093+0.0038501j 0.0137374-0.0259901j -0.0401826+0.0466307j -0.00229816-0.0167394j -0.00741117+0.0211458j -0.0173956+0.0320827j -0.0148817+0.0123968j 0.00903567-0.0150079j -0.0366907-0.00532767j -0.0186942-0.0115229j -0.00156777-0.0194236j 0.0227447-0.0100333j 0.010569+0.0113035j -0.0286371-0.000322318j -0.0206081+0.0185528j -0.00453802+0.00547289j -0.0104005-0.00645592j -0.0245912-0.00614673j 0.0240133-0.0149317j -0.00555743-0.00967677j 0.00158109+0.0229811j 0.0277922-0.00651159j -0.010465-0.0153711j 0.00950599-0.0118003j -0.00172563+0.0194167j 0.0117104-0.0112646j -0.00305744+0.0190858j -0.0360143+0.021009j -0.00206701-0.000615275j -0.00248978+0.0120827j 0.0101249+0.0092135j 0.0200215+0.001615j 0.00964036+0.00730212j 0.00358261+0.00502519j -0.00127057-0.0106161j -0.00966344-0.00693665j -0.0028154+0.00684248j 0.00654454-0.000123904j -0.0119984+0.0055224j -0.0135492-0.0155923j -0.0156218-0.00186815j 0.0366897-0.0105205j 0.00273829+0.0198517j 0.0165425-0.0107642j 0.0189364-0.00364648j 0.0125569-0.030512j -0.0128366+0.00109651j -0.0373252-0.00474922j -0.00465638+0.0208237j 0.00994492-0.00863583j -0.0108733+0.0340655j 0.0179958-0.00792095j 0.0152404-0.0295249j 0.00354052+0.0365927j 0.0304324-0.00931714j -0.010116-0.0069399j -0.000493266-0.0330813j -0.0121331+0.00889269j 0.00720986-0.0135537j 0.00135875-0.0155921j 0.0549504-0.0803291j -0.0330494+0.0333615j -0.0638763+0.0105923j -0.0275833+0.0334983j -0.0524969+0.0794446j -0.0369986+0.0148683j 0.0924243-0.0876599j 0.0227487+0.00442675j 0.0150623-0.0380256j 0.0593223-0.0826085j 0.015837-0.0139312j -0.0947696+0.064973j -0.0255085+0.0106086j 0.00954744+0.00905887j -0.0173653-0.00221049j 0.0471574-0.0359867j 0.0242736-0.0382137j 0.00790085-0.0363823j 0.0187231-0.0292861j 0.015802-0.0362506j -0.0479011+0.0577823j 0.0456794-0.04859j -0.0926563+0.20262j -0.183438+0.120629j 
0.00553257+0.0376462j -0.0288271+0.00553327j -0.00459564+0.0357273j 0.0237668-0.0360786j 0.00799621+0.00940554j -0.00807532+0.0139826j -0.0129608+0.041821j 0.00634463+0.00539381j 0.00669073-0.0194316j 0.0196144+0.0094109j 0.0301023+0.023847j -0.00677822-0.000133758j 0.00867066+0.0174769j 0.0228434-0.0188952j 0.0229074+0.0236456j -0.0143854+0.0105114j -0.0108248+0.0190302j 0.00734772-0.0294607j 0.0166529-0.0195913j 0.0164807-0.0288177j -0.00171213-0.0279798j 0.00501916-0.0208718j 0.00544122-0.00648714j -0.0459756-0.0107501j -0.0313153-0.0220913j 0.0383184+0.00642883j 0.0216098-0.0152273j -0.00430656+0.00853281j 0.0148867-0.0217998j 0.0238396-0.0241939j 0.046961+0.0184132j -0.00863516+0.0609637j -0.00449998-0.00282546j -0.00319541+0.00536905j 0.0307497+0.00328525j 0.00576824+0.0101325j -0.0473739+0.019389j -0.00263301+0.0122343j 0.0371418+0.011933j 0.0206338+0.0291233j 0.0484356+0.0228366j -0.0139166+0.0256217j -0.095394+0.00159156j -0.00226291+0.0620512j 0.0302223-0.0355307j 0.0385641-0.0209284j 0.00140623-0.00137795j 0.018823+0.0572095j 0.0160029-0.0208064j 0.00724587-0.0225871j 0.0376639-0.0570451j 0.0565108+0.0318411j 0.0211064-0.0153712j 0.0314053+0.0170451j 0.0200053+0.0311895j 0.0230244-0.0371203j -0.0303863-0.0468062j -0.0601316-0.013947j 0.0316311+0.0429008j 0.0424028+0.0596088j 0.0228093+0.0247719j 0.0587786+0.0855054j 0.0446362-0.0603735j 0.037335+0.0786076j -0.0242951+0.00925791j -0.0377444+0.0857367j -0.00157014-0.00658973j 0.00217587+0.0242122j 0.0011496+0.00730077j 0.0360445-0.0487189j 0.00852015-0.0992432j -0.016728+0.0200013j -0.0327887-0.0331676j 0.00658044+0.0120895j -0.0407727+0.00724419j 0.0144279+0.0783056j -0.0315621-0.0656453j 0.0279146+0.00931325j -0.000991855+0.0453414j 0.0469216-0.00776459j 0.0451308+0.00547777j -0.0937713+0.0352198j 0.0295748-0.00572096j -0.00786745+0.0172852j 0.0102003-0.0215225j 0.0224735+0.0964355j 0.0458198+0.129816j -0.0823021-0.0129032j 0.0898383-0.0136847j 0.0244888-0.00444392j 0.0135295+0.0191965j -0.0104984+0.0469422j 0.00701404+0.039191j -0.0269629+0.0455427j 0.00921287+0.0341981j 
0.011033-0.000310356j 0.0235994-0.0186504j 0.0326657-0.00437823j -0.0292601+0.0263857j 0.00649089+0.0182073j -0.00227126+0.0246968j 0.017541-0.0108127j -0.00469982+0.011677j 0.0399531+0.00517369j -0.0275917+0.0266604j -0.00575422-0.00830475j 0.0241183+0.0170842j 0.0130301-0.00479177j 0.000790405+0.0350291j -0.0203786+0.0175905j 0.000830314+0.00578706j -0.00348015+0.0108505j -4.50392e-05-0.00272988j -0.0130452-0.0200499j -0.0220092+0.0290983j -0.0439456+0.0379409j -0.0266616+0.0308133j 0.0219486-0.022991j 0.0675208-0.0321819j -0.0372169+0.0113907j -0.0249458+0.0468742j 0.00195384-0.0237153j 0.0109864-0.0179061j -0.0320169+0.00993829j -0.000816644-0.0147899j 0.0222288+0.0243552j 0.0033204+0.0223252j 0.00330048-0.0217317j -0.0165912-0.0226857j 0.0366943-0.00667717j 0.00120019+0.014516j 0.0291438-0.0402575j 0.0357717+0.0396565j -0.0241467+0.0309941j -0.0131131-0.00632689j -0.0342041+0.0115782j 0.0187178+0.00570881j 0.0387064-0.0382463j 0.000676246-0.0319908j 0.0227107-0.0101372j 0.0199287-0.0015531j 0.02012+0.00310576j 0.0172028-0.00801102j 0.00655735+0.0195472j -0.0128014+0.0120042j 0.00915281+0.00499129j -0.0377452+0.0511925j 1.73393e-05-0.0785567j -0.0128086-0.0701635j -0.0109996+0.00395383j -0.00122906+0.0536436j 0.0261402-0.0221207j -0.0312817+0.051086j -0.0626422+0.00463705j 0.00983852-0.0207268j -0.0232506-0.00814767j -0.103968+0.02646j 0.0189262-0.0110411j 0.00134117-0.00201146j 0.00248211+0.0364489j 0.0543472-0.119957j -0.0932603+0.123762j -0.0258411-0.0560542j 0.0122593+0.00218716j 0.00128904-0.0212481j 0.0475069+0.00570213j -0.0302771-0.00574924j 0.0212148+0.0399617j 0.0258351+0.0752393j -0.00456328+0.01877j -0.0490509+0.0206754j 0.061868+0.0327888j -0.0736116-0.0325344j -0.0167941+0.0564649j -0.0234464+0.0398533j 0.060564-0.00120353j 0.00301486-0.0108376j 0.0571723+0.0296019j 0.0254808-0.0055695j -0.0227659-0.00732338j -0.00491772+0.0256132j -0.0118574-0.0937862j 0.0137691-0.0199592j -0.0401041+0.00390985j -0.0759369+0.0383879j -0.0351117+0.0192798j -0.0182828+0.0387072j 0.00339535-0.00780821j -0.00600854-0.000115878j 0.00331853+0.0628543j 
-0.0194404+0.0409319j 1.03602e-05-0.0202848j 0.0255254-0.013379j 0.0191683+0.013259j -0.0060506+0.0450418j -0.0111791-0.0238649j 0.0139524-0.00773541j 0.0144511+0.00569802j -0.016544-0.0122511j 0.00598149-0.000607946j 0.0240932-0.0380317j -0.00939368+0.000215239j 0.0101112+0.0483533j 0.024225-0.0249309j 0.000949121+0.02727j 0.0117498-0.0342016j 0.028406-0.045558j 0.0428679-0.0265528j -0.0080754-0.0364373j 0.00647966+0.040784j -0.00635688-0.0098662j -0.0164478-0.0215827j -0.037956-0.0218489j 0.00133442-0.0375465j 0.0147944+0.0257506j 0.00104812+0.00509507j 0.0109449+0.00384303j -0.00120443+0.0213378j 0.0227496+0.0535763j -0.0067292-0.0161846j -0.00634881+0.024607j 0.0116639+0.00275771j -0.0440136-0.0533911j 0.0134679+0.0272705j 0.0271469-0.0361044j 0.0124122-0.0374279j 0.0152592+0.00754098j -0.0349739+0.0209512j 0.0214972-0.0522503j -0.02551+0.00400476j 0.0446704-0.0116697j 0.0158246-0.0482917j 0.0281105+0.0656599j 0.0374437-0.0153542j -0.0393309+0.0492595j 0.00536319+0.000578216j 0.0143388-0.0176336j 0.0576169+0.0250926j -0.0430967+0.0169235j -0.0198811+0.00704068j -0.038078+0.0242133j 0.0121399-0.0599938j -0.00162197-0.0811884j 0.0450084+0.0381475j -0.00427501-0.00746733j -0.0632552+0.0341941j 0.0122356+0.0704491j -0.00243764-0.0577821j -0.0225076-0.0322823j -0.0213335+0.0281358j -0.0516121+0.0613028j 0.0503369-0.0991726j -0.0210337+0.0315904j 0.016963-0.0331787j -0.0195858+0.00550268j 0.101946+0.020679j -0.0778148-0.0696545j 0.0831152-0.122823j -0.042354+0.113288j 0.0031596-0.0279932j -0.0359009-0.00564018j 0.00739553+0.00202842j -0.0203087+0.0306766j -0.0318597+0.0127621j 0.0459802-0.0212067j 0.103959-0.000588999j -0.0264917+0.00756578j -0.0145427-0.0652255j -0.00685747+0.0165715j -0.0222786-0.0537579j -0.0826918+0.0169165j 0.0364482+0.0618325j 0.00998166+0.0321029j 0.00109382+0.0322375j -0.0181173-0.034735j 0.0318656-0.0490527j 0.0550821+0.0154724j -0.00343416+0.0533237j -0.014199+0.0336148j 0.0219929-0.0432956j -0.0680364+0.0474196j 0.0350937-0.013071j -0.0343401+0.0711897j -0.00476676+0.0261489j -0.00959591+0.01664j 
0.0229371+0.0512909j 0.00921936+0.0476842j -0.0174515-0.00574768j -0.00364831+0.0163179j -0.0113894-0.00196703j -0.00144548-0.0511706j -0.010073-0.0183416j -0.0370849-0.00336032j 0.0203766+0.0392847j 0.0114317+0.0372527j -0.0056291+0.0125984j -0.00714495-0.0171383j 0.0187507+0.0285908j -0.0202642-0.00521676j -0.0048707-0.0373207j -0.0241557+0.00419298j -0.0158798+0.0057526j -0.00752292-0.0295349j -0.0120256-0.00999198j -0.0274078+0.0288343j -0.0154668+0.00574622j -0.0222346-0.0580861j 0.0427635+0.0122739j 0.0116647-0.0532713j -0.0315428-0.00763976j 0.0235158+0.0166962j -0.0169333+0.00577002j -0.0106153-0.0417991j -0.0295945+0.00712451j 0.00716704+0.0194746j 0.00561533+0.0102649j -0.00181987+0.0274384j 0.0503369-0.0350377j 0.0108525+0.0386653j 0.0343872+0.0140834j -0.033254+0.01177j -0.00470755-0.0277008j -0.0189836-0.0325988j 0.0107954-0.0139908j -0.0138636-0.0318107j 0.026257+0.0369221j 0.0158711-0.0268188j -0.0339932-0.00990624j 0.0210995-0.027411j 0.0366605+0.0549849j -0.0267534+0.0583023j -0.0336848-0.0351347j 0.00115192-0.0172072j 0.0101807+0.00763932j -0.0120602+0.00854235j 0.059527+0.0270451j 0.0512886-0.00971749j 0.0591703+0.0165062j -0.0715715+0.026309j 0.0222419+0.0121213j -0.0196176-0.0173426j -0.0369938+0.0585503j -0.0407581+0.0328834j -0.00807009-0.0215584j -0.0670484+0.0173708j -0.0125216-0.0389166j -0.0657292+0.104236j -0.0292095+0.0676878j -0.00392151+0.0394672j 0.0184137-0.0137231j -0.0151291-0.0191249j -0.00735185-0.0395497j 0.0265307+0.0136095j 0.0193612-0.0483322j 0.0502349+0.0102565j -0.0203292+0.0175521j 0.0537343-0.132905j 0.0148904+0.036574j 0.0322884+0.00320666j 0.0289677-0.0364495j -0.0362229+0.00704238j 0.0206151+0.0465359j 0.0438808-0.0391219j 0.0251585-0.0230798j 0.0562572+0.0315305j 0.102607-0.0693908j -0.0149922-0.0581319j 0.00506059-0.0110431j 0.001998+0.00410859j 0.0184129+0.0209869j 0.00812789-0.0227534j -0.029569+0.0120021j -0.0384676-0.0758997j -0.0113845+0.023454j -0.00189284-0.0317784j 0.0235885-0.0640049j 0.026252-0.078376j 0.0121615-0.0201608j -0.0407268+0.0481858j 0.0177813+0.0575682j 
0.0148964+0.0253674j -0.00760507+0.0133116j 0.0128792-0.00859238j 0.00724615-0.0344314j 0.0125784-0.0125244j -0.0170437-0.0120141j -0.0140301+0.00537674j -0.0461821+0.0255202j 0.000840351+0.0131388j -0.0108624-0.020065j 0.0102626-0.0163618j -0.00631354-0.0113121j 0.0127968-0.030192j -0.0342645-0.0274308j 0.0149873-0.00990052j 0.0314733+0.000174795j -0.0342934+0.018146j 0.0260292-0.0462766j 0.00779854+0.0171864j -0.0101468-0.00405331j -0.00063464-0.00030977j -0.0228296+0.00442404j 0.0430435+0.0202617j -0.0402933+0.0126198j -0.0411481+0.0097891j -0.0111833+0.0119569j 0.020557-0.00668111j -0.0137837-0.0151824j 0.00210473-0.0369019j 0.0294838-0.0228408j 0.0317272-0.0187401j -0.0249706-0.00151054j 0.0578765+0.0292666j -0.0012162-0.0452724j -0.0163161+0.0090265j -0.0160871+0.00350794j 0.0544721+0.00533582j -0.0189354+0.0329895j -0.0572642-0.00624137j 0.0253108-0.000673154j -0.00108477-0.0542288j 0.00236391-0.0128607j 0.0324417+0.0287182j -0.0135556+0.0224036j 0.0305188+0.0291211j 0.0332226-0.00672947j 0.0626469-0.00184428j -9.85861e-05+0.0338448j 0.0102258-0.00840063j 0.011773-0.0509766j 0.0258931+0.0211101j 0.0189744+0.031447j -0.00866426+0.0234808j -0.031966-0.0383263j 0.0400389-0.0238624j -0.00460815-0.05488j -0.00676559+0.0142605j -0.0673704+0.0646393j 0.0593931+0.0247414j 0.0560304-0.026913j -0.0963228+0.011347j -0.0238922+0.046537j 0.0455527+0.0968066j 0.00739319+0.0346728j 0.0281321-0.0756157j -0.0226966+0.0274298j 0.00244715-0.0149425j -0.00215832+0.004388j -0.00204792+0.00668202j 0.0402368-0.0347584j -0.0341757-0.0381212j 0.00687148-0.0276755j -4.64104e-05+0.0227455j -0.0273373+0.0372253j -0.0635427-0.0129119j -0.0223724+0.0977764j 0.0170251+0.0109549j 0.0788481-0.073193j 0.0256853+0.00380645j 0.0144083-0.00332911j 0.0806326-0.0490168j -0.00456371-0.00278601j 0.0237455+0.0134559j -0.00152271-0.0374152j -0.0356032+0.0288777j 0.0176301+0.0583617j 0.0353593+0.0238778j -0.0732313+0.00253421j 0.00331632-0.0110196j 0.00469904-0.0480299j 0.0089125-0.00597495j -0.0514651+0.0575564j -0.0107254-0.0862667j -0.0564896+0.0224807j 0.00271244+0.0666821j 
0.0255705+0.0118181j -0.0186101-0.00139833j -0.00320342+0.0666804j -0.0399786+0.0353728j 0.00917565+0.00327613j 0.00459129-0.00829258j 0.0504426-0.0369024j -0.018627+0.0376608j 0.00190615-0.020933j 0.0338777-0.0265035j 0.0294378+0.020455j -0.0455102-0.00100803j 0.0225532+0.0141493j 0.00298839+0.041715j 0.0145065+0.0454228j -0.015351-0.0138221j 0.0391886-0.0397388j -0.0269854-0.018995j -0.0121812-0.0139907j 0.0249786-0.0313218j -0.0487084+0.0250307j -0.00328392-0.0286978j -0.0186952+0.00526911j -0.0293654+0.0229818j 0.0274374-0.00439671j -0.00738402+0.0177144j -0.0111565+0.0222565j 0.04385+0.0167357j -0.0364499+0.0173542j -0.022621+0.0298758j 0.0154912+0.0419383j 0.0465551-0.0571199j 0.0116552-0.055383j 0.0948247-0.0248662j 0.00681864-0.0253402j 0.00915181-0.0831878j 0.011363+0.0680591j -0.0357367+0.00933544j -0.0316983-0.0450288j 0.0636754+0.03707j 0.0103722-0.0633068j -0.00217252+0.047205j -0.0280972-0.0508122j 0.0119778+0.0224946j 0.0530088+0.0485816j 0.0447944+0.0567571j -0.0337148+0.0102216j -0.0271232+0.0394316j 0.00130307+0.0352916j 0.0704026-0.000444941j -0.0129998+0.0404801j -0.0660464-0.0269626j 0.0194153+0.0302661j 0.00699798+0.0344571j -0.0814132+0.0126171j -0.03102-0.00479659j 0.0163528-0.0213746j 0.0669375-0.0220362j 0.0309666-0.00587556j 0.0872513+0.0699833j -0.0707897-0.0513462j 0.047513+0.0659059j 0.00929046-0.0328713j 0.0395575+0.0333901j 0.0231303-0.0081553j 0.0233824+0.0224147j -0.0887177-0.121942j 0.0873993-0.0324607j -0.0193925-0.00979975j 0.0114218+0.0121001j -0.0458242+0.0427544j -0.0481715-0.0674063j -0.000365824+0.0743625j -0.0184369-0.0786548j -0.00409168-0.0668181j -5.31912e-05-0.0670865j -0.0104413+0.0475892j -0.0182062+0.115387j -0.0198324-0.0301573j 0.0273714-0.0474333j -0.123121-0.00515714j 0.0551116+0.0639446j 0.00319761-0.00515201j 0.1088+0.0210157j -0.0360452-0.0390364j -0.0371815-0.00918012j 0.0308606-0.0180988j -0.0889645-0.0266261j -0.0487181-0.0442352j -0.000143438+0.0137865j -0.0942008-0.0173015j -0.0228094-0.0684175j 0.10395+0.0110126j 0.0504803+0.0460472j 0.056954-0.0431059j 
-0.0157687-0.00814161j 0.0235015+0.0116212j -0.012473-0.0200038j -0.0129392-0.00396894j -0.0178295-0.0150823j 0.0227208-0.00394744j 0.000157968+0.0453967j 0.00596382+0.0281147j 0.0317008-0.0459069j -0.00716854+0.0321711j 0.00700091-0.0074744j 0.0462962-0.0084545j -0.0265894+0.085741j -0.000728859-0.0364612j -0.00616901+0.00850171j 0.0450919-0.0406188j 0.016753+0.00346955j 0.0112513-0.00845757j 0.00276612+0.0115237j -0.0191593+0.0030797j 0.0266912-0.0325265j 0.0260286-0.0135956j -0.0143988+0.0162303j 0.0224034+0.015142j 0.0442087+0.0659353j -0.00900502-0.0114023j -0.0362726+0.00986719j -0.0542216+0.0377841j -0.0448306-0.0250299j -0.022085-0.0112475j -0.0892594+0.000963959j 0.0151202+0.0728566j -0.000891355-0.0217519j -0.00729388-0.0110907j -0.00310626-0.00142812j 0.0376351+0.0121896j 0.00719396-0.0102834j 0.0602304-0.0750026j -0.0572273+0.00251198j -0.0440708+0.0437396j -0.0403599+0.0206075j 0.0480925-0.0285542j 0.033775+0.0150947j -0.0252791+0.0223422j -0.026442-0.0233841j -0.0290615+0.0627575j -0.0347594+0.0052468j -0.0249137+0.0281462j -0.0607197+0.00156598j 0.0104538+0.0699084j -0.0477297-0.00307317j -0.00816756-0.00706667j -0.00700895+0.0630409j -0.0449179+0.0751589j -0.0581646-0.0359303j 0.0364934-0.0011162j -0.0539235+0.0198617j 0.0774718-0.0407464j 0.00199391+0.0106195j -0.0679416+0.0634999j 0.00735779-0.0979705j 0.0288772-0.118471j -0.0112525-0.0880634j 0.0228939+0.0723147j 0.0237057+0.0326633j -0.0375646+0.0660008j 0.179667-0.114653j 0.00215179+0.0832739j -0.00454394-0.031876j -0.0109916+0.0678787j -0.0957079+0.0153859j 0.107687+0.0710737j -0.0285237-0.0365178j -0.0195862-0.0838739j 0.0563509+0.0168227j 0.102737+0.00572032j -0.105894-0.0593482j -0.0331155+0.0710263j 0.0857164+0.019101j -0.00176823+0.0201159j -0.133297+0.0353656j 0.0306558+0.0767494j -0.0465211+0.0125845j 0.00290506+0.093839j -0.0333391-0.0320355j 0.0493549-0.027267j -0.0475566+0.0233381j 0.0474923+0.02073j 0.0625355-0.0228223j 0.0816973+0.0140715j 0.00785266-0.0460232j 0.063764+0.0127691j 0.00466404+0.0334291j 0.0937004-0.000123034j 0.00778728-0.0832686j 
-0.0206214+0.02246j -0.0332949-0.00860426j -0.042239+0.000870942j -0.00098283-0.0573461j -0.00834546+0.0201558j -0.00799153+0.0341342j 0.000448115+0.0729271j 0.0404481+0.0719002j -0.00267382-0.000346568j -0.0109841-0.00902365j 0.00540238-0.00527478j 0.00333707-0.005673j -0.0141301+0.0135723j 0.0259789+0.00158555j 0.0323334+0.0151061j -0.0172212-0.010491j -0.0259967+0.0473322j 0.0231851-0.0214313j 0.0115099-0.0177264j -0.00516264+0.0254032j -0.0109637-0.0379208j 0.00355373+0.0183138j 0.00733538+0.0163574j 0.010531-0.0308779j -0.0240345+0.0176896j -0.0139135+0.0273166j 0.0234173-0.0626822j 0.0506525+0.033345j -0.0130297-0.036028j 0.0257447-0.0171254j 0.0127929+0.0735498j -0.0455887+0.0107174j 0.0125155+0.0455758j -0.0180295-0.0612513j 0.0537532+0.0337391j 0.0216418-0.000385099j -0.00437413-0.00806958j 0.0207633-0.0109963j 0.124655+0.0440651j -0.00644235+0.043435j 0.0581905+0.0390865j -0.0485562+0.00682201j -0.0622279+0.0475694j 0.0457156-0.00399232j 0.0141855+0.0671961j -0.00985779-0.0481376j 0.109475-0.03635j 0.0300309+0.0812962j -0.0194615+0.0388968j -0.0100744+0.0501914j 0.0530426+0.00739909j 0.0903504-0.000297644j 0.00507621-0.0386409j -0.0101839+0.051646j -0.0846349-0.00100787j -0.0754277+0.058885j 0.00122056+0.044471j -0.0458354+0.054251j 0.0390202-0.13796j -0.0657792+0.015128j 0.00269719-0.0856882j -0.0935977-0.0283483j 0.0852532+0.0364535j -0.123398-0.0131044j -0.0657116+0.031074j -0.0476065-0.0364612j -0.00313311-0.00576043j 0.0920439-0.0384751j -0.00447372+0.0504473j 0.120601+0.0282113j -0.0158962-0.0146036j 0.144061+0.00981477j -0.053567+0.0710639j 0.104542+0.0689398j 0.0385181+0.0151573j 0.103999+0.0598628j 0.0286192+0.0289819j -0.124075-0.119412j 0.00268808+0.0950097j 0.0750113+0.104494j 0.121249+0.00935351j -0.0549673+0.0474255j 0.0960964-0.0100739j 0.0711868+0.0608091j 0.0821251-0.0465233j 0.0220852-0.0243051j -0.000887464-0.0386971j -0.0360091-0.0204827j 0.0480376-0.034871j -0.0508482-0.0396183j 0.0189105-0.0248224j 0.0724258+0.0128871j -0.0559748+0.0881696j -0.0878173+0.0669981j 0.069527+0.0662828j 
0.0179381-0.0039677j 0.00806249+0.0338103j 0.0118481+0.0109476j -0.0339124+0.00539874j -0.00560859-0.0113465j -0.0142032+0.0175668j 0.0250226+0.0193325j -0.00520514+0.0357561j 0.0527247-0.0306011j -0.0433271+0.0389994j 0.00740381+0.00561535j 0.028128+0.00196639j 0.00153403+0.028433j -0.0141506+0.00869259j -0.00867825+0.0310168j -0.0213268-0.00299932j 0.00863627-0.0430986j -0.0323906+0.0154766j 0.0185017-0.0430054j 0.0113944-0.0388602j -0.0469919+0.00886134j 0.00143086-0.0202303j 0.00583487-0.00206768j 0.0285151-0.00318688j -0.0193831+0.0109449j -0.0512386+0.0153148j 0.0208883-0.0115422j 0.0384566-0.00987661j -0.0127328-0.00791432j 0.00920889-0.000659895j -0.0369749+0.0115732j -0.0163212+0.0229991j 0.0238563-0.00905866j 0.0210582-0.0413038j 0.0038848+0.000801375j 0.0537232-0.0422427j -0.0360083-0.0201657j 0.0110982+0.0236431j -0.0188987-0.0241945j -0.0261216+0.0279357j -0.0295883+0.0139076j -0.023145+0.0185449j -0.00419044-0.0344302j 0.0093702+0.00669947j 0.0464875-0.00360475j 0.0485315-0.0302349j -0.0373437-0.0507832j -0.0269233+0.00973855j -0.0530615+0.0731278j 0.0028289+0.020068j -0.00924137+0.0243718j -0.0971022+0.020813j 0.0648597-0.0102976j 0.0296028-0.0196829j -0.0300606-0.0129831j 0.0171707+0.0134908j 0.0417349-0.0649906j -0.021791-0.0770838j -0.0392045+0.0536628j -0.00237997+0.0837668j 0.113268+0.0397881j -0.00843107-0.0327392j 0.054819-0.0474708j 0.0453233-0.0736253j -0.00622561+0.0437284j 0.0397217-0.0426573j -0.126876-0.00605988j -0.0209645-0.0852144j 0.0549779+0.06515j -0.0386874+0.0363209j 0.0253047-0.0560056j -0.020923+0.0398479j 0.000308692+0.0100345j -0.0142668-0.0686336j 0.00357593+0.0421263j 0.0359564+0.056023j 0.00676252-0.0424885j -0.0282661+0.0938092j -0.0612887+0.0528058j -0.0533945-0.024405j -0.0686707+0.0319824j 0.00124605+0.0391536j 0.02785-0.00751094j -0.001568+0.0397065j 0.014072-0.0180183j 0.0218338-0.0314145j -0.0175412+0.013206j 0.02762-0.0346312j 0.00720659-0.00377965j -0.0479861+0.0383379j -0.0482928+0.0250072j 0.0333783+0.0216648j 0.00842488+0.0392785j 0.0579292+0.0598873j 0.0162406-0.0510147j 
0.0305817-0.0278579j 0.0379784+0.0499841j 0.0337155+0.0286419j 0.00996153+0.0052906j -0.0278514-0.00729231j -0.0177057-0.0127818j -0.0439244+0.0154836j 0.00553524+0.00607889j -0.000619261-0.0106501j -0.0268762-0.0187464j 0.00271575-0.0124155j 0.0277459+0.0181365j -0.00464688-0.00736277j 0.0397741-0.0228431j -0.0540533+0.0304315j 0.00198737+0.0250849j 0.0193535-0.0399009j -0.0209887+0.0274226j -0.0349374+0.0308307j -0.0400979-0.0320749j 0.0663056-0.0161811j -0.0630416-0.0218452j -0.0632961+0.0115928j 0.0581172+0.0410659j 0.0213277-0.011595j 0.00412755-0.0278399j 0.0390904+0.0467793j 0.0164456-0.0384118j -0.0204374-2.41872e-05j 0.0011775+0.00401117j -0.0155326-0.0315238j -0.0491572+0.0172409j -0.108951+0.0378433j -0.0355118-0.00390656j 0.00622119-0.00270448j 0.00855968-0.00467177j 0.0523941-0.0124557j 0.0351876+0.0312341j -0.0292554-0.0162888j -0.0348367-0.0629609j -0.0186637-0.000348777j 0.0799588-0.0350111j -0.0383951+0.0432592j -0.00622386+0.0471784j 0.0182408+0.00676952j 0.0126457+0.0465262j 0.0363084+0.00830192j -0.0110809+0.0414182j -0.103086+0.0663457j -0.0462197-0.0232117j 0.0662155-0.0121905j -0.0593603+0.0174522j 0.105033+0.024539j -0.0578426-0.0390545j -0.0405053-0.0116587j -0.0773112-0.0545797j 0.0129069-0.00104587j -0.0459415-0.109892j 0.0960918+0.00975599j -0.0679194-0.0479454j -0.00933522+0.096481j -0.0538914-0.104974j -0.0461654+0.076593j 0.0153725-0.124467j 0.0411023-0.0199256j -0.03159+0.0346021j -0.0214961-0.0841742j 0.0480555-0.0514167j -0.0568266+0.0406048j -0.0342825+0.068615j 0.0256413-0.0135101j -0.00573218+0.0673964j 0.0317343-0.0077277j -0.015137-0.109061j 0.0428152+0.0561136j 0.00345689+0.110979j 0.086341-0.0455267j -0.0711536-0.0015714j -0.0587034+0.0502433j -0.118698-0.0304352j -0.0733835+0.0493127j 0.00325726+0.0238648j 0.10424-0.0112814j 0.0581241+0.0109636j 0.0503531+0.0515086j 0.0423876-0.00712437j -0.0168462+0.00600373j 0.0359608+0.0169701j 0.0132661+0.0373863j -0.0168227-0.0119491j -0.0506112-0.00238261j 0.0270171+0.0703969j -0.0717224-0.037881j 0.0250314+0.065307j 0.0747797-0.0726893j 
